experiment,scenario,description,test_cell,model,exclude_outliers,n_train,n_test,n_features,n_experts,RMSE,MAE,R2
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell5,CatBoost,False,473,46,17,,0.020589889858256626,0.005419053323522966,0.8970956524696061
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell6,CatBoost,False,473,46,17,,0.006918200289286187,0.004806347505831206,0.9846549719713308
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell7,CatBoost,False,442,77,17,,0.01141085359943961,0.009047016636534472,0.9596446611308449
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell8,CatBoost,False,443,76,17,,0.007066413112040099,0.006642723641233766,0.9889627264266903
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell1,MAW-GME,False,441,78,17,7.0,0.004059101819371264,0.0033609319946664032,0.9965148320357661
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell2,MAW-GME,False,446,73,17,7.0,0.010135653228420981,0.005790577736428679,0.9823961041989822
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell3,MAW-GME,False,443,76,17,7.0,0.0023370103080603854,0.001956385181746554,0.9987951074291638
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell4,MAW-GME,False,472,47,17,7.0,0.0016967928271925173,0.0013779169136757157,0.9992358869034615
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell5,MAW-GME,False,473,46,17,7.0,0.014220812652981125,0.0031406070290612782,0.950912093981845
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell6,MAW-GME,False,473,46,17,7.0,0.005398032737457012,0.0025925910075229644,0.990657729197798
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell7,MAW-GME,False,442,77,17,7.0,0.008667664777058407,0.007608376408204756,0.9767153912561669
StructuredWindowAblation,only_medium_window,Only medium partial-window features are available.,Cell8,MAW-GME,False,443,76,17,7.0,0.004475714552744993,0.0037571988700048193,0.9955721946341444
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,Ridge,False,441,78,17,,0.0069969083586371925,0.006453832316651256,0.9896443778875342
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,Ridge,False,446,73,17,,0.004831424031725783,0.0032463907938207314,0.9960000403308503
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,Ridge,False,443,76,17,,0.002814708427775526,0.002294592345366591,0.9982521912967093
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,Ridge,False,472,47,17,,0.004746020858054234,0.0037591370548381185,0.9940219534956038
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,Ridge,False,473,46,17,,0.0015302036766525523,0.0012447936621617554,0.9994316391452955
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,Ridge,False,473,46,17,,0.0035109361505180287,0.002404046027860784,0.9960479058081733
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,Ridge,False,442,77,17,,0.006566073878302577,0.006374661672036481,0.9866378525017695
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,Ridge,False,443,76,17,,0.0034580599205537737,0.002886896909615998,0.9973568075238859
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,ExtraTrees,False,441,78,17,,0.005544542978372176,0.004690010827021242,0.9934972758542632
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,ExtraTrees,False,446,73,17,,0.008087975232566338,0.005236605228813707,0.9887905339126427
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,ExtraTrees,False,443,76,17,,0.0034802511554210126,0.0028689057425257945,0.9973279274640766
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,ExtraTrees,False,472,47,17,,0.002256671145371355,0.0018823749560901656,0.998648436185497
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,ExtraTrees,False,473,46,17,,0.013561992598799168,0.003667377215194988,0.9553550148842825
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,ExtraTrees,False,473,46,17,,0.006175683472901404,0.0028342536016323903,0.9877721111871839
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,ExtraTrees,False,442,77,17,,0.010355076544501303,0.009068607074660038,0.9667668614080919
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,ExtraTrees,False,443,76,17,,0.006511581514859805,0.005683848894853275,0.9906279040989351
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,RandomForest,False,441,78,17,,0.005370646138948612,0.004397554582363272,0.9938987769880898
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,RandomForest,False,446,73,17,,0.012669555448785999,0.00785263258828717,0.9724939609503165
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,RandomForest,False,443,76,17,,0.00369596027664785,0.0031428129940670882,0.996986427387018
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,RandomForest,False,472,47,17,,0.0023356899274895914,0.0018293937689719353,0.9985521272987298
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,RandomForest,False,473,46,17,,0.016551962278022067,0.0045496382017251955,0.9334995395697713
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,RandomForest,False,473,46,17,,0.006093114219682457,0.0030294158882290282,0.9880969005413477
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,RandomForest,False,442,77,17,,0.010154899780593763,0.008966389107024287,0.9680393196960343
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,RandomForest,False,443,76,17,,0.005589584926474172,0.004288742428942616,0.9930940587591747
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,HistGB,False,441,78,17,,0.00522724438884545,0.003920381872346547,0.9942202449547447
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,HistGB,False,446,73,17,,0.011203058489012537,0.005461249604219936,0.9784930656818014
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,HistGB,False,443,76,17,,0.0037026249589133574,0.00273412764713783,0.9969755492330457
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,HistGB,False,472,47,17,,0.002677682315259387,0.002065298033726823,0.9980970906296073
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,HistGB,False,473,46,17,,0.018190435189014992,0.0042285255187391605,0.9196821905921448
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,HistGB,False,473,46,17,,0.0060314442078660815,0.003636888355925135,0.9883366299897302
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,HistGB,False,442,77,17,,0.009015226088185106,0.008290020712616857,0.9748105910690376
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,HistGB,False,443,76,17,,0.005620353883642366,0.00386349231880556,0.9930178193047302
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,XGBoost,False,441,78,17,,0.004586196387077227,0.0035527863864797185,0.9955509312349098
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,XGBoost,False,446,73,17,,0.012654184015970496,0.006720567691537133,0.9725606642764063
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,XGBoost,False,443,76,17,,0.0032346126791669883,0.0025850256729598176,0.9976918095501034
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,XGBoost,False,472,47,17,,0.0027090734897074324,0.002117696918598077,0.9980522124888018
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,XGBoost,False,473,46,17,,0.010660268494885525,0.004104556975725576,0.9724157002940619
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,XGBoost,False,473,46,17,,0.0049525367005149815,0.003375538813629501,0.9921361208851084
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,XGBoost,False,442,77,17,,0.008934368493055986,0.008308470099793823,0.9752604125549253
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,XGBoost,False,443,76,17,,0.006433715105579539,0.005229052719594701,0.9908507096028346
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,LightGBM,False,441,78,17,,0.004799196306436245,0.0037287370119686615,0.9951280721066025
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,LightGBM,False,446,73,17,,0.011187471976622627,0.005572821793032815,0.9785528680846202
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,LightGBM,False,443,76,17,,0.003524350484386148,0.0025975622002501926,0.9972597811307478
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,LightGBM,False,472,47,17,,0.002685365759662987,0.0021707729286854008,0.9980861543993066
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,LightGBM,False,473,46,17,,0.01820312980317663,0.004279049994210261,0.919570048208846
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,LightGBM,False,473,46,17,,0.006087297680396825,0.0037154783151898347,0.9881196152967379
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,LightGBM,False,442,77,17,,0.009590739147089272,0.008789025521727034,0.9714918595545886
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,LightGBM,False,443,76,17,,0.005303558919014672,0.0039016683092779995,0.9937827467711171
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,CatBoost,False,441,78,17,,0.005759653330289243,0.005226036354741581,0.9929829186534369
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,CatBoost,False,446,73,17,,0.013014290307463936,0.007103598425077535,0.9709767339751463
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,CatBoost,False,443,76,17,,0.0030523175916755195,0.002392514890101065,0.9979446465797787
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,CatBoost,False,472,47,17,,0.005575541985640777,0.004678156261212019,0.9917496155695424
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,CatBoost,False,473,46,17,,0.02095310023913094,0.005621461073169549,0.8934331183341083
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,CatBoost,False,473,46,17,,0.005679886727056139,0.0041095333645867335,0.9896566606564654
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,CatBoost,False,442,77,17,,0.01149934912825534,0.010288213343796697,0.9590162917818446
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,CatBoost,False,443,76,17,,0.008363365557800805,0.008110236552589379,0.9845394150784218
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell1,MAW-GME,False,441,78,17,7.0,0.00507227288770955,0.004433801725358861,0.9945578683499042
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell2,MAW-GME,False,446,73,17,7.0,0.00939704138462793,0.004937066516567771,0.9848683049244599
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell3,MAW-GME,False,443,76,17,7.0,0.002338439603466841,0.001789226750774205,0.998793633174612
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell4,MAW-GME,False,472,47,17,7.0,0.002049079392692218,0.0016252284722516371,0.9988856603710341
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell5,MAW-GME,False,473,46,17,7.0,0.012633708227165691,0.0029409008229498725,0.9612575249601021
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell6,MAW-GME,False,473,46,17,7.0,0.004980683527997939,0.0027679329762655388,0.9920464810726446
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell7,MAW-GME,False,442,77,17,7.0,0.009099980477390758,0.008482831333156735,0.9743347409079685
StructuredWindowAblation,only_narrow_window,Only narrow partial-window features are available.,Cell8,MAW-GME,False,443,76,17,7.0,0.0049282851806139415,0.004176488372242004,0.9946314695308388
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,Ridge,False,441,78,17,,0.007847880950706392,0.007333378846515825,0.9869722734191145
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,Ridge,False,446,73,17,,0.009108585241628048,0.006313267644105457,0.9857830264301936
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,Ridge,False,443,76,17,,0.0038665993872439635,0.002766827559515999,0.9967017359114092
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,Ridge,False,472,47,17,,0.007711162268654194,0.007000349192287728,0.9842188121827331
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,Ridge,False,473,46,17,,0.008657925184797138,0.002933852152635735,0.9818049466323966
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,Ridge,False,473,46,17,,0.0042528112172913225,0.0033859132901240567,0.994201260044205
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,Ridge,False,442,77,17,,0.004690651739448169,0.0037903910782591853,0.993180836382319
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,Ridge,False,443,76,17,,0.00717361881378437,0.005261055305569179,0.9886252894994759
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,ExtraTrees,False,441,78,17,,0.005880026506390006,0.004882461777064002,0.99268654842358
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,ExtraTrees,False,446,73,17,,0.012569797708477267,0.008536927461141144,0.9729254106048596
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,ExtraTrees,False,443,76,17,,0.0037514685462025576,0.0026484251702436463,0.9968952281677456
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,ExtraTrees,False,472,47,17,,0.0035066771588630973,0.0024858070328542246,0.996736440213232
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,ExtraTrees,False,473,46,17,,0.013661446473556193,0.0037834851979562547,0.9546978257532418
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,ExtraTrees,False,473,46,17,,0.0030469258295426154,0.0022380949559947082,0.9970235047856585
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,ExtraTrees,False,442,77,17,,0.007948211140128435,0.006851982962299318,0.9804204131981645
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,ExtraTrees,False,443,76,17,,0.009903388421205875,0.008173072397843453,0.9783213922980276
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,RandomForest,False,441,78,17,,0.0058695045587936765,0.004695319725802389,0.9927126989533179
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,RandomForest,False,446,73,17,,0.011636448717972692,0.008271573881559365,0.9767968887715405
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,RandomForest,False,443,76,17,,0.004516341210559258,0.0032500451995365184,0.9955001238411555
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,RandomForest,False,472,47,17,,0.0033303243133235155,0.0024985546315444175,0.9970564388654288
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,RandomForest,False,473,46,17,,0.017285749641224233,0.004371761358483365,0.9274725992154407
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,RandomForest,False,473,46,17,,0.004257053289248161,0.0027626658499654145,0.9941896860809267
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,RandomForest,False,442,77,17,,0.008733472385916739,0.007470258629151973,0.9763604810628769
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,RandomForest,False,443,76,17,,0.009316576824446357,0.006559010795469357,0.9808143507849006
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,HistGB,False,441,78,17,,0.00604454432013948,0.004612260022227669,0.9922715757397488
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,HistGB,False,446,73,17,,0.012497778885714225,0.007025275589221802,0.9732347702569876
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,HistGB,False,443,76,17,,0.003973290978298945,0.002419940770223451,0.9965172057966715
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,HistGB,False,472,47,17,,0.003771280741623334,0.0027319029777462763,0.996225340939951
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,HistGB,False,473,46,17,,0.01869965458130204,0.004450760038581375,0.9151224480385463
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,HistGB,False,473,46,17,,0.004348873772022021,0.0030640962379095875,0.9939363373946968
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,HistGB,False,442,77,17,,0.008274045561960154,0.007534413558700669,0.9787821904084171
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,HistGB,False,443,76,17,,0.008437005296063785,0.006304858115126823,0.9842659544135244
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,XGBoost,False,441,78,17,,0.005364611169120052,0.003940939061098758,0.9939124811153848
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,XGBoost,False,446,73,17,,0.013310940507273342,0.007987214576601176,0.9696385305566475
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,XGBoost,False,443,76,17,,0.003843484490644757,0.0025805834089162125,0.9967410527082522
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,XGBoost,False,472,47,17,,0.0034306923638564154,0.0026040548128439195,0.9968763414417828
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,XGBoost,False,473,46,17,,0.01473276097538136,0.003857730789419268,0.9473141534961095
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,XGBoost,False,473,46,17,,0.004577211087795612,0.003236796399109389,0.9932828769161659
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,XGBoost,False,442,77,17,,0.009306975896065115,0.008216153342244884,0.973153856337388
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,XGBoost,False,443,76,17,,0.00991431583350213,0.00806892735941812,0.9782735254938066
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,LightGBM,False,441,78,17,,0.00554484330885046,0.004110420632734623,0.9934965713708988
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,LightGBM,False,446,73,17,,0.012266479561446985,0.006634992753649284,0.9742163034566244
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,LightGBM,False,443,76,17,,0.00435556505188292,0.002700195589912616,0.9958148013209623
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,LightGBM,False,472,47,17,,0.0040464673359235604,0.003046752410362483,0.9956543766472059
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,LightGBM,False,473,46,17,,0.018925843303841852,0.00441389097884179,0.9130566927191568
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,LightGBM,False,473,46,17,,0.005232937851272636,0.0037556657910928,0.9912204435104435
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,LightGBM,False,442,77,17,,0.007802211175214815,0.006875300110967976,0.9811331180019366
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,LightGBM,False,443,76,17,,0.008353070227611802,0.006485957674926913,0.984577455710525
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,CatBoost,False,441,78,17,,0.005518895978447598,0.004856025127768148,0.9935572951005107
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,CatBoost,False,446,73,17,,0.015025660403656077,0.008924840803257818,0.9613123419790393
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,CatBoost,False,443,76,17,,0.00276349027320769,0.002034937283056328,0.9983152209585752
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,CatBoost,False,472,47,17,,0.005094661348466359,0.004655532815236709,0.9931114050970519
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,CatBoost,False,473,46,17,,0.019234464387501662,0.005578764331909803,0.9101980285636679
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,CatBoost,False,473,46,17,,0.0056158759117183885,0.003917061353035079,0.9898884803570889
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,CatBoost,False,442,77,17,,0.010291360527044073,0.009584651497336293,0.9671745780804919
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,CatBoost,False,443,76,17,,0.010439605564629426,0.009968935851690893,0.9759102695187483
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell1,MAW-GME,False,441,78,17,7.0,0.005167934759875139,0.00443646023348458,0.9943506579915463
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell2,MAW-GME,False,446,73,17,7.0,0.011862523698290097,0.007217873604135164,0.9758865423796088
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell3,MAW-GME,False,443,76,17,7.0,0.0032599529572789466,0.0020614737879467056,0.9976555027011907
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell4,MAW-GME,False,472,47,17,7.0,0.003517348476635685,0.002674841605819039,0.9967165470363311
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell5,MAW-GME,False,473,46,17,7.0,0.01527065522548847,0.0033884573592217362,0.9433967952971362
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell6,MAW-GME,False,473,46,17,7.0,0.0036986731654194928,0.0023912469535866433,0.9956139524404634
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell7,MAW-GME,False,442,77,17,7.0,0.007746028274129653,0.0070334514266201,0.9814038565607839
StructuredWindowAblation,only_very_narrow_window,Only very-narrow partial-window features are available.,Cell8,MAW-GME,False,443,76,17,7.0,0.008290860141735377,0.0068545164813620316,0.9848063212744239
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,Ridge,False,441,78,47,,0.009453686455392456,0.009034150591534038,0.9810954557874498
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,Ridge,False,446,73,47,,0.005539506586078611,0.00463127787396563,0.9947416744762201
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,Ridge,False,443,76,47,,0.002758765988057085,0.002370628973701113,0.9983209764144676
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,Ridge,False,472,47,47,,0.005000838417181573,0.004320179583893208,0.9933627886294079
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,Ridge,False,473,46,47,,0.0034685499603843454,0.0026369211056456684,0.9970797395600739
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,Ridge,False,473,46,47,,0.0027082786278366426,0.0016204256434596963,0.997648374781614
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,Ridge,False,442,77,47,,0.007537417309965877,0.006840263029643097,0.9823920071568564
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,Ridge,False,443,76,47,,0.00587431325999516,0.005593622644613741,0.9923725746547302
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,ExtraTrees,False,441,78,47,,0.006505795335477653,0.005877806096902045,0.991047081808037
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,ExtraTrees,False,446,73,47,,0.006177714157354771,0.003433367863182933,0.9934602533907194
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,ExtraTrees,False,443,76,47,,0.0044401897027785435,0.003549036187200186,0.9956505922770434
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,ExtraTrees,False,472,47,47,,0.0025267785391865022,0.0021402027917875113,0.9983055281306141
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,ExtraTrees,False,473,46,47,,0.012409213931926533,0.004065864578143757,0.9626221583373977
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,ExtraTrees,False,473,46,47,,0.0046703231211952636,0.0029041313732192458,0.9930068107517965
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,ExtraTrees,False,442,77,47,,0.00833263477239826,0.007176699075694258,0.9784806363325008
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,ExtraTrees,False,443,76,47,,0.008335488533160058,0.00788563870039635,0.9846423106892476
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,RandomForest,False,441,78,47,,0.007246055698259794,0.006359086854315816,0.9888937573289471
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,RandomForest,False,446,73,47,,0.01032655592511592,0.00633461811851091,0.9817267285875906
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,RandomForest,False,443,76,47,,0.0047088039543818835,0.004030822864805356,0.9951084298110079
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,RandomForest,False,472,47,47,,0.0025641269384066145,0.0022222361031579638,0.9982550658319036
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,RandomForest,False,473,46,47,,0.016066167001629144,0.0042635600572611615,0.9373457940380191
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,RandomForest,False,473,46,47,,0.004314189181271787,0.003017982630906063,0.9940326735851951
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,RandomForest,False,442,77,47,,0.009144408369216091,0.00822668801100409,0.9740835234844025
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,RandomForest,False,443,76,47,,0.007828046529881188,0.007078843609711934,0.9864552635969475
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,HistGB,False,441,78,47,,0.006977473460435458,0.0057097666566090916,0.9897018263881102
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,HistGB,False,446,73,47,,0.01024585951555262,0.00436172504047062,0.9820112040421329
