experiment,scenario,description,test_cell,model,exclude_outliers,n_train,n_test,n_features,n_experts,RMSE,MAE,R2
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,HistGB,False,443,76,47,,0.0051364081409306,0.003929834288602895,0.9941796899281845
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,HistGB,False,472,47,47,,0.003103942828543845,0.002553857380316679,0.9974430194125298
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,HistGB,False,473,46,47,,0.018836479452853546,0.004983182064579326,0.9138758103087886
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,HistGB,False,473,46,47,,0.003767238168044039,0.0030456348075231787,0.9954498304601519
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,HistGB,False,442,77,47,,0.008612094884526172,0.007466676209877136,0.97701299746416
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,HistGB,False,443,76,47,,0.007863476186181646,0.006961285556157967,0.9863323794695624
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,XGBoost,False,441,78,47,,0.006392092585574413,0.005467242158029724,0.9913572900907542
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,XGBoost,False,446,73,47,,0.010801483264790863,0.004703389907128415,0.980007270212752
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,XGBoost,False,443,76,47,,0.003374518757577894,0.0027908136268597894,0.9974878199423348
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,XGBoost,False,472,47,47,,0.0025164595362170365,0.0019295455975607248,0.9983193398330071
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,XGBoost,False,473,46,47,,0.010510002864553605,0.003520340655543022,0.9731878682211683
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,XGBoost,False,473,46,47,,0.003044358453577119,0.0023994129474795,0.9970285187329442
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,XGBoost,False,442,77,47,,0.00930152239408419,0.00823412839212049,0.9731853085739691
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,XGBoost,False,443,76,47,,0.008924520564235759,0.008285060671493446,0.9823951005123951
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,LightGBM,False,441,78,47,,0.006257115576783769,0.005177933307946682,0.9917184395440305
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,LightGBM,False,446,73,47,,0.010364501529849617,0.004332518190177061,0.9815921891935666
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,LightGBM,False,443,76,47,,0.00543628608896681,0.003906826817013418,0.9934802389636924
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,LightGBM,False,472,47,47,,0.0032389967391164925,0.002726553402767906,0.9972156679555371
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,LightGBM,False,473,46,47,,0.019181751677931628,0.004848773342936536,0.9106895648709022
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,LightGBM,False,473,46,47,,0.003985711427400417,0.0030362841905675815,0.9949067718896347
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,LightGBM,False,442,77,47,,0.008389064929463386,0.007454370271486187,0.9781881831104141
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,LightGBM,False,443,76,47,,0.0076830344186451065,0.006975422043442557,0.9869524395334944
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,CatBoost,False,441,78,47,,0.006941393309307451,0.006313401988149381,0.9898080536649475
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,CatBoost,False,446,73,47,,0.011158420063381233,0.005996472823624892,0.9786641123767473
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,CatBoost,False,443,76,47,,0.0037017626099119906,0.0029013006536363906,0.9969769578706515
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,CatBoost,False,472,47,47,,0.002973517440293224,0.002508501037803348,0.9976533896371371
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,CatBoost,False,473,46,47,,0.020540627134074497,0.006028156317655945,0.8975874748292545
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,CatBoost,False,473,46,47,,0.004486389384026032,0.0031200465019048844,0.9935467966240695
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,CatBoost,False,442,77,47,,0.0105943251924881,0.009030533629527304,0.9652134522938152
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,CatBoost,False,443,76,47,,0.009490718969836895,0.00927482015858599,0.9800904250656641
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell1,MAW-GME,False,441,78,47,28.0,0.006475439313164768,0.0061789229588984544,0.9911304354703554
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell2,MAW-GME,False,446,73,47,28.0,0.00922319880319744,0.004185233889126699,0.9854229903350563
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell3,MAW-GME,False,443,76,47,28.0,0.0024230251631417754,0.0020244892654163213,0.9987047818569187
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell4,MAW-GME,False,472,47,47,28.0,0.002699072706896839,0.0023544257092328914,0.9980665668021688
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell5,MAW-GME,False,473,46,47,28.0,0.01490723739486811,0.0041833493760519485,0.9460588735458961
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell6,MAW-GME,False,473,46,47,28.0,0.0030822534101912075,0.001801355092940843,0.996954082702391
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell7,MAW-GME,False,442,77,47,28.0,0.009287971321229428,0.008402391574280053,0.9732633824918854
StructuredWindowAblation,pmax_features_missing,All pmax-related features are removed from the all-window feature set.,Cell8,MAW-GME,False,443,76,47,28.0,0.008756458879745476,0.008494661021873434,0.9830519090541159
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,Ridge,False,441,78,39,,0.005291279391508046,0.004981509860539905,0.9940777708136156
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,Ridge,False,446,73,39,,0.005437060131503903,0.004789612272906797,0.9949343687267388
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,Ridge,False,443,76,39,,0.0026399623255901716,0.002100609714437641,0.9984624737859885
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,Ridge,False,472,47,39,,0.0049022908925253185,0.00406478762775704,0.9936217996087449
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,Ridge,False,473,46,39,,0.003849549043416516,0.00193353504766697,0.9964029589813028
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,Ridge,False,473,46,39,,0.0039519945671123305,0.002984587086932642,0.9949925790557455
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,Ridge,False,442,77,39,,0.005455315667888677,0.005052953080919241,0.9907763141432755
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,Ridge,False,443,76,39,,0.002458243717850929,0.0019325670080960434,0.9986642855119897
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,ExtraTrees,False,441,78,39,,0.005033578188443412,0.003947337666206958,0.9946405840961565
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,ExtraTrees,False,446,73,39,,0.009801038331485355,0.0067551293087868575,0.9835392553651958
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,ExtraTrees,False,443,76,39,,0.0020931061131932186,0.001606080545331192,0.9990334828538551
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,ExtraTrees,False,472,47,39,,0.0016499559395519346,0.0013195599021807152,0.9992774886098108
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,ExtraTrees,False,473,46,39,,0.009314671866987725,0.0026187278882820342,0.978939882146433
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,ExtraTrees,False,473,46,39,,0.005233978937634011,0.002796489170510949,0.9912169497996435
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,ExtraTrees,False,442,77,39,,0.008593378797066783,0.007561822202341179,0.9771128011156991
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,ExtraTrees,False,443,76,39,,0.0056051745928918425,0.004170645556652662,0.9930554829227223
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,RandomForest,False,441,78,39,,0.005595345693357866,0.004249559116746708,0.9933775655332003
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,RandomForest,False,446,73,39,,0.010398826364086726,0.006835490641064392,0.9814700624679948
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,RandomForest,False,443,76,39,,0.0025455596269702632,0.002027739894053604,0.9985704688626623
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,RandomForest,False,472,47,39,,0.0025045274541487445,0.0020635746758601204,0.9983352401335001
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,RandomForest,False,473,46,39,,0.016360954165359223,0.0040015767058558995,0.9350255020554742
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,RandomForest,False,473,46,39,,0.004784794573319241,0.002791732424190261,0.9926597979035164
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,RandomForest,False,442,77,39,,0.008269898106566,0.007242732127293034,0.9788034563931703
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,RandomForest,False,443,76,39,,0.005802949977458373,0.004439296317892505,0.9925567704234417
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,HistGB,False,441,78,39,,0.005278364600104566,0.003900627411014456,0.9941066451211725
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,HistGB,False,446,73,39,,0.010179617620617887,0.0049029716697422026,0.9822430557289813
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,HistGB,False,443,76,39,,0.003938521758554825,0.0026475415689894686,0.9965778931244675
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,HistGB,False,472,47,39,,0.00371848291023984,0.002700798837490762,0.9963302913650551
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,HistGB,False,473,46,39,,0.018884912983582424,0.004509592002486134,0.9134323451326233
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,HistGB,False,473,46,39,,0.004917537215495724,0.003632805280809062,0.9922468759212169
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,HistGB,False,442,77,39,,0.009310591955889683,0.008006597043920817,0.973132991102225
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,HistGB,False,443,76,39,,0.005834318695450831,0.004698403981895049,0.9924760819327911
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,XGBoost,False,441,78,39,,0.00463257084957133,0.0035343986220972554,0.9954605006039249
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,XGBoost,False,446,73,39,,0.011065218703428515,0.005714807750880519,0.9790190423862846
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,XGBoost,False,443,76,39,,0.002435893607823012,0.001845922534020845,0.9986909877759976
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,XGBoost,False,472,47,39,,0.002065517761818861,0.0015067066618959406,0.9988677094782136
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,XGBoost,False,473,46,39,,0.012603652030360653,0.0037456814426960134,0.9614416460891826
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,XGBoost,False,473,46,39,,0.004301741229566073,0.003111355211184376,0.9940670595727016
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,XGBoost,False,442,77,39,,0.008714591855854222,0.0077024603873268776,0.9764625811625309
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,XGBoost,False,443,76,39,,0.007146340691076919,0.005573640918281689,0.9887116310869246
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,LightGBM,False,441,78,39,,0.005109319666717867,0.003774943848560812,0.9944780817439922
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,LightGBM,False,446,73,39,,0.010095584251758176,0.004867744468198049,0.9825350149953272
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,LightGBM,False,443,76,39,,0.003803427260348485,0.002455673941594011,0.996808628954879
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,LightGBM,False,472,47,39,,0.003402107116877661,0.0024668051640947767,0.996928178533629
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,LightGBM,False,473,46,39,,0.018922750037241188,0.004439126712803914,0.9130851106708828
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,LightGBM,False,473,46,39,,0.005339138991636667,0.004028481189844832,0.9908604696919059
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,LightGBM,False,442,77,39,,0.008863864119711969,0.007928611610990914,0.9756493302174866
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,LightGBM,False,443,76,39,,0.006138552891484501,0.004692350825904929,0.9916709443256303
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,CatBoost,False,441,78,39,,0.0055325508220315745,0.0051019649562336605,0.9935253746002052
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,CatBoost,False,446,73,39,,0.011710053673438688,0.006089677959621615,0.9765024234317913
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,CatBoost,False,443,76,39,,0.003103238383497608,0.002680588756506166,0.9978754970065862
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,CatBoost,False,472,47,39,,0.005633107336748531,0.004953705496138582,0.9915783719322488
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,CatBoost,False,473,46,39,,0.020023392832731215,0.006081357437844982,0.9026802438849959
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,CatBoost,False,473,46,39,,0.007917984024201902,0.006128777869076223,0.9798993238724594
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,CatBoost,False,442,77,39,,0.011044992957515647,0.010644154550678032,0.9621909628057795
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,CatBoost,False,443,76,39,,0.010002669197254947,0.009687750023871108,0.9778845605638027
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell1,MAW-GME,False,441,78,39,28.0,0.0034256299678850663,0.002960615357623828,0.997517754562994
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell2,MAW-GME,False,446,73,39,28.0,0.009677012629676048,0.0057216883430270815,0.9839532192873316
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell3,MAW-GME,False,443,76,39,28.0,0.0020258009095314973,0.0015167735737773025,0.9990946414773318
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell4,MAW-GME,False,472,47,39,28.0,0.002524135389611899,0.002143327312893648,0.9983090712983478
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell5,MAW-GME,False,473,46,39,28.0,0.013890350874523748,0.002949992452193966,0.9531669859193199
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell6,MAW-GME,False,473,46,39,28.0,0.00481262584021384,0.0031510092679132005,0.9925741594296523
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell7,MAW-GME,False,442,77,39,28.0,0.009298010324531618,0.008599574519652977,0.9732055541376556
StructuredWindowAblation,ica_shape_features_missing,"ICA-shape/DVA features such as ic_std, peak_width, and DVA are removed from the all-window feature set.",Cell8,MAW-GME,False,443,76,39,28.0,0.006413046308132302,0.005439669700356629,0.9909094007540922
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell1,Ridge,True,438,78,59,,0.0067750082543073225,0.0058897892840732435,0.9902907992696047
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell2,Ridge,True,445,71,59,,0.003685667524555815,0.00324984590763661,0.9975330720575227
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell3,Ridge,True,440,76,59,,0.0024074044255091237,0.0018899994745751165,0.9987214280284143
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell4,Ridge,True,469,47,59,,0.004543705639289621,0.0038729511135916234,0.9945207592844206
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell5,Ridge,True,471,45,59,,0.0012947303988912029,0.0010859136538761533,0.9993361831178721
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell6,Ridge,True,470,46,59,,0.0033055045762828148,0.002266480685651992,0.9964968643931322
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell7,Ridge,True,439,77,59,,0.006596267462939442,0.006386578228422784,0.9865146803418522
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell8,Ridge,True,440,76,59,,0.002691953673451371,0.002201995147278034,0.9983982345410964
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell1,ExtraTrees,True,438,78,59,,0.005535576862111871,0.004352163507735654,0.9935182900438522
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell2,ExtraTrees,True,445,71,59,,0.00902090572799691,0.00650445593969219,0.985221701281075
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell3,ExtraTrees,True,440,76,59,,0.0028045976871043377,0.0023728554644126118,0.9982647253845277
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell4,ExtraTrees,True,469,47,59,,0.0016213320773504035,0.001287373560491904,0.9993023397900592
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell5,ExtraTrees,True,471,45,59,,0.0016305329512803575,0.0012967880113327378,0.9989471930019487
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell6,ExtraTrees,True,470,46,59,,0.004403319776746024,0.0022136344413807006,0.9937835581518247
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell7,ExtraTrees,True,439,77,59,,0.008012123154043902,0.007095287060501959,0.9801042660869055
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell8,ExtraTrees,True,440,76,59,,0.005902009367630299,0.004527921613640408,0.9923004818047835
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell1,RandomForest,True,438,78,59,,0.006426578660050779,0.004952458783551272,0.9912637816976635
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell2,RandomForest,True,445,71,59,,0.010412530768016659,0.0073872602405813765,0.9803104066061883
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell3,RandomForest,True,440,76,59,,0.003051969010935614,0.002608570148695664,0.9979451160038697
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell4,RandomForest,True,469,47,59,,0.002604296718829742,0.0021308186913697783,0.9981999650746324
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell5,RandomForest,True,471,45,59,,0.0023231087930917845,0.0016902357996109421,0.9978628810234444
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell6,RandomForest,True,470,46,59,,0.004349024378204977,0.0025085086460409174,0.99393591740509
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell7,RandomForest,True,439,77,59,,0.007810505471579646,0.006956628857648189,0.9810929830489489
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell8,RandomForest,True,440,76,59,,0.005742180259326015,0.004379292574357256,0.9927118482904898
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell1,HistGB,True,438,78,59,,0.005054456012631303,0.003999183926312548,0.9945960332861562
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell2,HistGB,True,445,71,59,,0.008948241299186036,0.005795826205798824,0.985458824170586
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell3,HistGB,True,440,76,59,,0.004222091536291944,0.0032162529118307933,0.9960673765905752
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell4,HistGB,True,469,47,59,,0.0020893094860937145,0.0015704687018559939,0.998841474609614
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell5,HistGB,True,471,45,59,,0.0019268711936774364,0.0015054600063216497,0.9985297371909387
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell6,HistGB,True,470,46,59,,0.005170622324597094,0.0028341533281222163,0.9914282981281264
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell7,HistGB,True,439,77,59,,0.007815298630131463,0.006629920481823437,0.9810697701755872
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell8,HistGB,True,440,76,59,,0.006182086252937892,0.004801040335564008,0.9915523895095107
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell1,XGBoost,True,438,78,59,,0.00491670404190223,0.00383059185218393,0.9948865742218104
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell2,XGBoost,True,445,71,59,,0.010417789166409215,0.006629870758065265,0.980290514829313
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell3,XGBoost,True,440,76,59,,0.002728795233824079,0.002291872952279856,0.9983572594923903
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell4,XGBoost,True,469,47,59,,0.001692315346020116,0.0013796243800607206,0.9992399142518785
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell5,XGBoost,True,471,45,59,,0.0023481454440342922,0.0020338325341603303,0.9978165684042936
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell6,XGBoost,True,470,46,59,,0.004694735779763389,0.002608254918105252,0.9929335102387943
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell7,XGBoost,True,439,77,59,,0.007897030067793723,0.007106992956122217,0.9806717597706144
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell8,XGBoost,True,440,76,59,,0.006472801819278238,0.004894663824119211,0.9907392026434073
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell1,LightGBM,True,438,78,59,,0.004874711076868686,0.003927763502861255,0.9949735474972963
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell2,LightGBM,True,445,71,59,,0.00996877970649502,0.006220645981636081,0.9819528698598529
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell3,LightGBM,True,440,76,59,,0.0036203112721895957,0.002824684331597679,0.9971085286353228
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell4,LightGBM,True,469,47,59,,0.001972534729690821,0.0014430909702317853,0.9989673591031458
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell5,LightGBM,True,471,45,59,,0.0017601675654305294,0.0013947159532840647,0.9987731325867322
StructuredWindowAblation,all_windows_available,All window-specific features are available.,Cell6,LightGBM,True,470,46,59,,0.005408781684812414,0.0027542339759236726,0.9906204861638152
