scenario,description,exclude_outliers,test_cell,window,model_name,n_features,val_rmse,weight
all_windows_available,All window-specific features are available.,False,Cell7,narrow_375_395,Ridge,17,0.007214836003456968,0.044627419791076754
all_windows_available,All window-specific features are available.,False,Cell7,narrow_375_395,ExtraTrees,17,0.009222715683537436,0.03491158388229856
all_windows_available,All window-specific features are available.,False,Cell7,narrow_375_395,RandomForest,17,0.008093172320887746,0.039784098338331804
all_windows_available,All window-specific features are available.,False,Cell7,narrow_375_395,HistGB,17,0.008203773372835885,0.03924774054741336
all_windows_available,All window-specific features are available.,False,Cell7,narrow_375_395,XGBoost,17,0.010211293573825537,0.03153171962780269
all_windows_available,All window-specific features are available.,False,Cell7,narrow_375_395,LightGBM,17,0.008176619511599346,0.0393780788119954
all_windows_available,All window-specific features are available.,False,Cell7,narrow_375_395,CatBoost,17,0.009355111986399243,0.03441750538286413
all_windows_available,All window-specific features are available.,False,Cell7,very_narrow_38_39,Ridge,17,0.009812738639833401,0.032812413029435654
all_windows_available,All window-specific features are available.,False,Cell7,very_narrow_38_39,ExtraTrees,17,0.01075176776247251,0.029946671930670844
all_windows_available,All window-specific features are available.,False,Cell7,very_narrow_38_39,RandomForest,17,0.010489320421490126,0.030695949921130016
all_windows_available,All window-specific features are available.,False,Cell7,very_narrow_38_39,HistGB,17,0.010967241842750853,0.02935830834750724
all_windows_available,All window-specific features are available.,False,Cell7,very_narrow_38_39,XGBoost,17,0.01247104020480543,0.02581819141423863
all_windows_available,All window-specific features are available.,False,Cell7,very_narrow_38_39,LightGBM,17,0.010428412106121474,0.03087523290174882
all_windows_available,All window-specific features are available.,False,Cell7,very_narrow_38_39,CatBoost,17,0.011515694422609251,0.02796007517283008
all_windows_available,All window-specific features are available.,False,Cell8,full_36_42,Ridge,17,0.009397801611606436,0.042460414930011584
all_windows_available,All window-specific features are available.,False,Cell8,full_36_42,ExtraTrees,17,0.011442012536059077,0.03487451446676908
all_windows_available,All window-specific features are available.,False,Cell8,full_36_42,RandomForest,17,0.011379694479433098,0.03506549587329607
all_windows_available,All window-specific features are available.,False,Cell8,full_36_42,HistGB,17,0.011485840649283935,0.03474143906683719
all_windows_available,All window-specific features are available.,False,Cell8,full_36_42,XGBoost,17,0.010232197636810944,0.038997936186062065
all_windows_available,All window-specific features are available.,False,Cell8,full_36_42,LightGBM,17,0.01098154039813914,0.036336852811831376
all_windows_available,All window-specific features are available.,False,Cell8,full_36_42,CatBoost,17,0.011587007798091126,0.03443810887462589
all_windows_available,All window-specific features are available.,False,Cell8,medium_37_40,Ridge,17,0.010338872418836055,0.038595562295582544
all_windows_available,All window-specific features are available.,False,Cell8,medium_37_40,ExtraTrees,17,0.012394348190423385,0.03219488853978806
all_windows_available,All window-specific features are available.,False,Cell8,medium_37_40,RandomForest,17,0.012677412511984962,0.0314760338772058
all_windows_available,All window-specific features are available.,False,Cell8,medium_37_40,HistGB,17,0.0117046166531715,0.03409207250149812
all_windows_available,All window-specific features are available.,False,Cell8,medium_37_40,XGBoost,17,0.011303285112919958,0.035302535807172096
all_windows_available,All window-specific features are available.,False,Cell8,medium_37_40,LightGBM,17,0.011009678194371918,0.036243985607773546
all_windows_available,All window-specific features are available.,False,Cell8,medium_37_40,CatBoost,17,0.013301009260378463,0.03000033100106466
all_windows_available,All window-specific features are available.,False,Cell8,narrow_375_395,Ridge,17,0.009878294669018529,0.040395087399398545
