exclude_outliers,scenario,description,model,RMSE,RMSE,MAE,MAE,R2,R2
,,,,mean,std,mean,std,mean,std
True,only_narrow_window,Only narrow partial-window features are available.,CatBoost,0.007390362795475527,0.004433804616305185,0.005888118314970541,0.003108589845902827,0.9829897163186208,0.01718590558512715
True,only_narrow_window,Only narrow partial-window features are available.,ExtraTrees,0.005961724403599913,0.003496528079138463,0.004510975928304747,0.002731658106586117,0.9887430100715525,0.011388179737895394
True,only_narrow_window,Only narrow partial-window features are available.,HistGB,0.006213413739165479,0.0040033685910687115,0.0045102531007520305,0.0027062572389782175,0.9875726106777275,0.013685132167443383
True,only_narrow_window,Only narrow partial-window features are available.,LightGBM,0.006431182606978803,0.0047018492041962885,0.00447401257692541,0.0026855981644815508,0.9862013241779476,0.01665624291445713
True,only_narrow_window,Only narrow partial-window features are available.,MAW-GME,0.005525340221892295,0.003892150686821724,0.004100546387868688,0.002806178214275804,0.9897367220430545,0.011784907292339384
True,only_narrow_window,Only narrow partial-window features are available.,RandomForest,0.006784731055938909,0.005104753214507362,0.004888175125856321,0.003340866662581219,0.9845508272572496,0.019688723142511643
True,only_narrow_window,Only narrow partial-window features are available.,Ridge,0.00430604264665234,0.002007529677530998,0.003681821755107599,0.0020557843537889796,0.9943987712352541,0.005179185989371986
True,only_narrow_window,Only narrow partial-window features are available.,XGBoost,0.006497347318066037,0.004087835398229301,0.0047182681429712835,0.0025893772227358045,0.9867874009058545,0.013922262871298677
True,only_very_narrow_window,Only very-narrow partial-window features are available.,CatBoost,0.006622078062666241,0.0034245746717771145,0.005443329126686106,0.00292713415498282,0.9869339970880023,0.010738500812074279
True,only_very_narrow_window,Only very-narrow partial-window features are available.,ExtraTrees,0.005841698440997712,0.0031244891240010918,0.004593617310386097,0.0025686872898058517,0.9901891644067998,0.008271040590727953
True,only_very_narrow_window,Only very-narrow partial-window features are available.,HistGB,0.005823673529037218,0.0028521015625471613,0.0044944756488466955,0.002323921102660029,0.9900618969064761,0.008631691854510458
True,only_very_narrow_window,Only very-narrow partial-window features are available.,LightGBM,0.005916050674601768,0.0027423610705510975,0.004544832844413663,0.002308040495937927,0.9897213649052438,0.008894362507074276
