exclude_outliers,window,model,RMSE,RMSE,MAE,MAE,R2,R2
,,,mean,std,mean,std,mean,std
False,full_36_42,CatBoost,0.008324127964243784,0.004958581846707675,0.0055955450153923475,0.002479338450446884,0.9780819638833979,0.026116294169165808
False,full_36_42,ElasticNet,0.005536238640817852,0.0022597869664222918,0.004242276075119173,0.0023810420633768067,0.9912128702672984,0.007620114873334998
False,full_36_42,ExtraTrees,0.005408970700088519,0.0028467710509632867,0.003497842306745149,0.001879707025714894,0.9909677199338314,0.008822112358647964
False,full_36_42,HistGB,0.007622980263389775,0.005331386270047309,0.0041662768058306505,0.0015595888374019197,0.9802365994865176,0.029072671681246956
False,full_36_42,KNN,0.008170544004290787,0.004837055421960192,0.0052810386310411924,0.00288749517791336,0.9790048306563871,0.023624530239092948
False,full_36_42,LightGBM,0.007899425888267888,0.00534580476292876,0.004388909558049661,0.0017067838981053476,0.9792106182886838,0.029575064861981474
False,full_36_42,RandomForest,0.006720769959426851,0.004709631564787594,0.0038879565827070854,0.0019379552936818305,0.9845839357135993,0.0214300720661688
False,full_36_42,Ridge,0.004354051543705096,0.0015715201557106972,0.003587962740896787,0.00172899462099411,0.9948117139230042,0.0033997885000316254
False,full_36_42,SVR-RBF,0.007580908056838226,0.005567257887394561,0.003971562203808172,0.0011897146702578314,0.979913688902333,0.031734088579593756
False,full_36_42,XGBoost,0.005893304829624657,0.0032628523149430405,0.0037190776080080045,0.0018283924505768765,0.9897445417583992,0.00942014161209464
False,medium_37_40,CatBoost,0.009074099642063814,0.005801673236347983,0.005573749255928251,0.0021674700531075113,0.9731425573901844,0.03352672985999955
False,medium_37_40,ElasticNet,0.006729383777173834,0.0031445407761718108,0.0050049681136692375,0.003240050269394254,0.9863578007767017,0.01294702612955207
False,medium_37_40,ExtraTrees,0.006361406621752728,0.0032163257397567276,0.0040596682800940025,0.002022392395297364,0.9878298777629431,0.011356598247040713
