dataset,test_cell,deployment_model,expert_window,expert_model,expert_inner_rmse,expert_rank_score,expert_weight,expert_model_size_kb,n_features
Dataset 2,Cell4,MAW-GME-full-40experts,medium_37_40,KNN,0.010774008461389492,0.01165658894254918,0.01851554249382324,68.5830078125,17
Dataset 2,Cell4,MAW-GME-full-40experts,narrow_375_395,CatBoost,0.010712249301548035,0.011833644965699152,0.018238511573966016,185.43359375,17
Dataset 2,Cell4,MAW-GME-full-40experts,medium_37_40,CatBoost,0.010711546773752214,0.011835242533911296,0.018236049669055756,188.609375,17
Dataset 2,Cell4,MAW-GME-full-40experts,medium_37_40,SVR-RBF,0.011401379795946876,0.012114893725752368,0.017815102615751154,24.43359375,17
Dataset 2,Cell4,Fast-MAW-GME-K3-latency-aware,full_36_42,Ridge,0.004066547142028434,0.004160629387697766,0.36721795118107503,2.1796875,17
Dataset 2,Cell4,Fast-MAW-GME-K3-latency-aware,narrow_375_395,Ridge,0.0041863026751280666,0.004284583306578848,0.3565942814707003,2.234375,17
Dataset 2,Cell4,Fast-MAW-GME-K3-latency-aware,medium_37_40,Ridge,0.005405960234942181,0.005531956481438291,0.27618776734822476,2.20703125,17
Dataset 2,Cell4,Fast-MAW-GME-K5-latency-aware,full_36_42,Ridge,0.004066547142028434,0.004160629387697766,0.24314960415210252,2.1796875,17
Dataset 2,Cell4,Fast-MAW-GME-K5-latency-aware,narrow_375_395,Ridge,0.0041863026751280666,0.004284583306578848,0.23611525009503043,2.234375,17
Dataset 2,Cell4,Fast-MAW-GME-K5-latency-aware,medium_37_40,Ridge,0.005405960234942181,0.005531956481438291,0.18287490054989103,2.20703125,17
Dataset 2,Cell4,Fast-MAW-GME-K5-latency-aware,full_36_42,ElasticNet,0.005752600036269431,0.005888655198143443,0.17179747635462614,2.2626953125,17
Dataset 2,Cell4,Fast-MAW-GME-K5-latency-aware,narrow_375_395,ElasticNet,0.005949324896785111,0.006092010668776235,0.16606276884834992,2.3173828125,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,Ridge,0.005192057642158301,0.005312179314318533,0.03847149358694652,2.1796875,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,Ridge,0.005263107500619299,0.005386667971205288,0.037939497818675665,2.234375,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,Ridge,0.005576669587277633,0.005706644541848033,0.0358122005878893,2.20703125,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,XGBoost,0.006048182534849135,0.00683285060686429,0.02990956041648843,660.5126953125,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,ExtraTrees,0.005734702351901806,0.006909990456468232,0.029575664781201143,32875.37109375,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,ElasticNet,0.006900159885978962,0.007063356069326387,0.028933493625078566,2.2626953125,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,RandomForest,0.006074613927412658,0.007164141920193932,0.028526454968436667,9135.2900390625,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,LightGBM,0.0064657690024032405,0.007341951333529242,0.027835594312536748,890.0751953125,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,HistGB,0.006480612395999814,0.007342407031409753,0.02783386673137693,894.2255859375,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,ElasticNet,0.007240012271540424,0.007413653274194051,0.0275663797477595,2.3173828125,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,SVR-RBF,0.007164060092197828,0.007608947792396972,0.026858850149314783,25.2734375,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,Ridge,0.0074991750349246095,0.007677121030058125,0.026620342461043545,2.275390625,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,ElasticNet,0.007746241260633879,0.00793074114788202,0.02576904171214975,2.2900390625,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,RandomForest,0.006899012328512734,0.00813645726345427,0.0251175172862047,9156.2822265625,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,XGBoost,0.007222045347443008,0.008160882391579968,0.025042341858264008,669.083984375,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,ElasticNet,0.008206711928826953,0.008405554683649919,0.02431340009029701,2.3583984375,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,KNN,0.007826472438443085,0.008467840522414718,0.024134561255832503,68.6962890625,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,HistGB,0.007476151949136999,0.008471693926156529,0.02412358351045084,892.0478515625,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,LightGBM,0.007538354765882106,0.008560277088522165,0.023873948972163855,891.5302734375,17
Dataset 2,Cell5,MAW-GME-full-40experts,full_36_42,CatBoost,0.0077730411302680425,0.008599378436007077,0.02376539432533701,202.76171875,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,ExtraTrees,0.007190165097985148,0.008663708575454123,0.02358893070666703,32868.716796875,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,LightGBM,0.007673379142859018,0.008713946742458938,0.023452934548396896,891.96875,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,XGBoost,0.007713060856080663,0.00871515957596652,0.023449670755922924,666.2587890625,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,RandomForest,0.007483654933837702,0.00882614734289355,0.02315479423250931,9145.4814453125,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,HistGB,0.00779828696288747,0.008836259716102817,0.02312829550302438,892.7060546875,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,ExtraTrees,0.0073438190778466845,0.008848853671216383,0.02309537865333148,32867.97265625,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,XGBoost,0.007930702416201599,0.008961425287405877,0.022805259490704968,667.9169921875,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,ExtraTrees,0.007510972724187296,0.009050269993742246,0.02258138502673509,32872.7265625,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,SVR-RBF,0.008539084687122974,0.009079386409897989,0.022508969529698886,26.16796875,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,KNN,0.008540444237980149,0.00924047641259218,0.022116569194880854,68.7509765625,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,CatBoost,0.008362356361917404,0.009251510242245277,0.022090191858981728,203.560546875,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,SVR-RBF,0.008826211783105917,0.009388087396734352,0.021768825833607203,26.7734375,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,RandomForest,0.00807182637337451,0.00951956314532417,0.02146817446734288,9138.9658203125,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,HistGB,0.008419115207253565,0.009539532188600694,0.021423235318636286,895.1083984375,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,SVR-RBF,0.009058931987409815,0.009687349394694124,0.02109634306025498,36.787109375,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,KNN,0.009031088508706278,0.009771255177994091,0.020915188915219395,68.7236328125,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,LightGBM,0.008740109379051215,0.009925147448540984,0.020590893212328203,892.7333984375,17
Dataset 2,Cell5,MAW-GME-full-40experts,very_narrow_38_39,KNN,0.00935996233126181,0.01012729512850196,0.02017988542315023,68.7919921875,17
Dataset 2,Cell5,MAW-GME-full-40experts,medium_37_40,CatBoost,0.00927261066351214,0.010258050250970764,0.01992266102347284,203.1484375,17
Dataset 2,Cell5,MAW-GME-full-40experts,narrow_375_395,CatBoost,0.009911551825000614,0.010964386675054526,0.018639225047686902,203.32421875,17
Dataset 2,Cell5,Fast-MAW-GME-K3-latency-aware,full_36_42,Ridge,0.005192057642158301,0.005312179314318533,0.3428123269668792,2.1796875,17
Dataset 2,Cell5,Fast-MAW-GME-K3-latency-aware,narrow_375_395,Ridge,0.005263107500619299,0.005386667971205288,0.33807181158123933,2.234375,17
Dataset 2,Cell5,Fast-MAW-GME-K3-latency-aware,medium_37_40,Ridge,0.005576669587277633,0.005706644541848033,0.3191158614518814,2.20703125,17
Dataset 2,Cell5,Fast-MAW-GME-K5-latency-aware,full_36_42,Ridge,0.005192057642158301,0.005312179314318533,0.22405129705498175,2.1796875,17
Dataset 2,Cell5,Fast-MAW-GME-K5-latency-aware,narrow_375_395,Ridge,0.005263107500619299,0.005386667971205288,0.22095304609574967,2.234375,17
Dataset 2,Cell5,Fast-MAW-GME-K5-latency-aware,medium_37_40,Ridge,0.005576669587277633,0.005706644541848033,0.20856403648524485,2.20703125,17
Dataset 2,Cell5,Fast-MAW-GME-K5-latency-aware,full_36_42,XGBoost,0.006048182534849135,0.00683285060686429,0.1741880852770513,660.5126953125,17
Dataset 2,Cell5,Fast-MAW-GME-K5-latency-aware,full_36_42,ExtraTrees,0.005734702351901806,0.006909990456468232,0.17224353508697246,32875.37109375,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,Ridge,0.004795713777413396,0.004908301379141688,0.044402904528426525,2.234375,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,Ridge,0.00485480831592324,0.004967127502865795,0.04387703812066312,2.1796875,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,Ridge,0.005560047354093865,0.005689634895716607,0.038305252007536414,2.20703125,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,ElasticNet,0.006439743360561008,0.0065920501991773095,0.0330614822951734,2.2626953125,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,ElasticNet,0.0066454731717947284,0.006804855032125844,0.032027568590252006,2.3173828125,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,ExtraTrees,0.005899909600785043,0.00710904975137992,0.030657117704139918,32876.91796875,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,Ridge,0.007188043122795453,0.0073586063488291975,0.029617426868366912,2.275390625,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,ElasticNet,0.0072629681747952675,0.007435957469118759,0.029309337684561773,2.2900390625,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,ExtraTrees,0.006467258657268342,0.007792654146332232,0.02796774985694682,32870.0546875,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,ElasticNet,0.008118845062694776,0.008315558866255542,0.026209064595475673,2.3583984375,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,ExtraTrees,0.007022612761288,0.008461818967935715,0.025756049004259856,32866.56640625,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,RandomForest,0.007185577059618442,0.008474433048453443,0.025717711514220608,9153.1640625,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,LightGBM,0.0074973832540240325,0.008514229864781588,0.025597503127122515,892.484375,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,LightGBM,0.007682060427757231,0.008723814063232738,0.02498253976514238,893.091796875,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,HistGB,0.007715665940591968,0.008743799524806544,0.024925437927885312,891.1357421875,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,HistGB,0.00775989552456187,0.008794641018705487,0.024781345058521455,903.5146484375,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,RandomForest,0.007477751643477031,0.00881894345675802,0.024713054971030216,9141.0390625,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,SVR-RBF,0.00831341391534962,0.008826569922444145,0.024691702049809097,24.6953125,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,XGBoost,0.007871150913397401,0.00889218609565926,0.02450950015263465,659.5322265625,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,LightGBM,0.00809681112598148,0.009194484672693326,0.023703671525427746,891.3154296875,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,HistGB,0.008315421568693112,0.009424639534898936,0.02312481549120595,904.3583984375,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,RandomForest,0.008015174872120532,0.009452809500658233,0.023055902162168837,9138.125,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,XGBoost,0.00855974788534682,0.009670694269473581,0.022536443623012527,662.1318359375,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,LightGBM,0.008614918168082642,0.009782954349901087,0.02227783663200423,890.494140625,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,KNN,0.009093759360958532,0.009838979773259291,0.022150981613595213,68.6962890625,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,CatBoost,0.008931310894936373,0.009868058920619142,0.022085707276367876,189.54296875,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,XGBoost,0.008891936444378695,0.010045860681889476,0.02169481257176865,660.0224609375,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,HistGB,0.008870745470465971,0.010052821922798818,0.021679789659025762,894.9541015625,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,SVR-RBF,0.009411806213830259,0.010057417184187156,0.021669884113750322,34.330078125,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,ExtraTrees,0.008412184674131485,0.010136172835093153,0.021501514436900442,32868.435546875,17
Dataset 2,Cell6,MAW-GME-full-40experts,full_36_42,XGBoost,0.009074624278857149,0.01025119809471433,0.021260253381861653,659.771484375,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,RandomForest,0.00887963577324836,0.010472673039462685,0.020810644296459083,9149.978515625,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,CatBoost,0.009529162720855026,0.010531881968146707,0.020693649557266516,191.0859375,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,CatBoost,0.00965742324781369,0.010671289867900046,0.020423311523594726,191.67578125,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,CatBoost,0.009888391887894024,0.010932504705824424,0.01993532937556499,197.216796875,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,KNN,0.010356986031312998,0.011205914172741993,0.01944893417126247,68.7509765625,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,KNN,0.010727653407531196,0.011606866526112833,0.01877708279858884,68.7236328125,17
Dataset 2,Cell6,MAW-GME-full-40experts,very_narrow_38_39,KNN,0.011258479157727886,0.012181452990209608,0.017891388065537087,68.7919921875,17
Dataset 2,Cell6,MAW-GME-full-40experts,narrow_375_395,SVR-RBF,0.01194367592418281,0.012694199149249023,0.017168716774822575,24.4609375,17
Dataset 2,Cell6,MAW-GME-full-40experts,medium_37_40,SVR-RBF,0.012059183586587748,0.012820526074779057,0.01699954512764583,26.890625,17
Dataset 2,Cell6,Fast-MAW-GME-K3-latency-aware,narrow_375_395,Ridge,0.004795713777413396,0.004908301379141688,0.35077486469783037,2.234375,17
Dataset 2,Cell6,Fast-MAW-GME-K3-latency-aware,full_36_42,Ridge,0.00485480831592324,0.004967127502865795,0.34662061578120257,2.1796875,17
Dataset 2,Cell6,Fast-MAW-GME-K3-latency-aware,medium_37_40,Ridge,0.005560047354093865,0.005689634895716607,0.3026045195209671,2.20703125,17
Dataset 2,Cell6,Fast-MAW-GME-K5-latency-aware,narrow_375_395,Ridge,0.004795713777413396,0.004908301379141688,0.23165816775673684,2.234375,17
Dataset 2,Cell6,Fast-MAW-GME-K5-latency-aware,full_36_42,Ridge,0.00485480831592324,0.004967127502865795,0.22891462541866078,2.1796875,17
Dataset 2,Cell6,Fast-MAW-GME-K5-latency-aware,medium_37_40,Ridge,0.005560047354093865,0.005689634895716607,0.199845586449081,2.20703125,17
Dataset 2,Cell6,Fast-MAW-GME-K5-latency-aware,full_36_42,ElasticNet,0.006439743360561008,0.0065920501991773095,0.17248786972749575,2.2626953125,17
Dataset 2,Cell6,Fast-MAW-GME-K5-latency-aware,narrow_375_395,ElasticNet,0.0066454731717947284,0.006804855032125844,0.16709375064802576,2.3173828125,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,Ridge,0.0050024667932990355,0.005119908276490873,0.04059635771565172,2.234375,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,Ridge,0.0051752460780910324,0.005294978803647322,0.03925410261191754,2.1796875,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,ElasticNet,0.00553373167993514,0.005664610370394068,0.036692667864142686,2.2626953125,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,ExtraTrees,0.0050936782272156455,0.006130608297083506,0.03390360054322843,30695.7626953125,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,ElasticNet,0.006111664340013877,0.006258243583816268,0.03321214633501317,2.3173828125,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,Ridge,0.006534480147373075,0.006686778709624924,0.031083684987406345,2.20703125,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,ExtraTrees,0.006028140074986367,0.007255284864975592,0.02864804776311813,30692.6962890625,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,ExtraTrees,0.006252222196057519,0.007524979655420855,0.02762130492466463,30689.3486328125,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,RandomForest,0.006457291309869489,0.007606753493541732,0.027324371791471447,8539.119140625,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,ElasticNet,0.007456028714940314,0.00763668295290743,0.027217283071227075,2.3583984375,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,ElasticNet,0.007680998678823937,0.007863944618992107,0.02643072651072417,2.2900390625,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,Ridge,0.007694908389636248,0.007877498891188507,0.02638524902965453,2.275390625,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,RandomForest,0.006735971284476628,0.007935057230618372,0.02619385920579389,8538.2939453125,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,KNN,0.007416046249239823,0.00801427371775274,0.025934948293246732,64.3369140625,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,RandomForest,0.006836582867527115,0.008053488016526358,0.02580866517888292,8539.3232421875,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,CatBoost,0.007650847309533871,0.008453183893373689,0.02458834334679777,185.20703125,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,LightGBM,0.007562837667691874,0.008584807944475116,0.024211350219848445,883.2490234375,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,HistGB,0.007589588985719239,0.008591495103372544,0.024192505425590236,851.1552734375,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,SVR-RBF,0.008288938589615174,0.008796308436821231,0.02362920752814836,25.2734375,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,XGBoost,0.00783222836506588,0.008847986888161389,0.023491196533469583,656.1044921875,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,LightGBM,0.007947827533298844,0.009021994849326361,0.02303812038438949,886.1494140625,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,LightGBM,0.008005297217486062,0.009086716628680679,0.022874027394120543,883.892578125,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,HistGB,0.008028257188978044,0.009088832434119383,0.022868702514531495,853.0419921875,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,XGBoost,0.008063365723671112,0.009108771978758583,0.022818641868037545,658.9248046875,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,XGBoost,0.008078324831585269,0.009124086345515555,0.022780341850454446,655.4267578125,17
Dataset 2,Cell7,MAW-GME-full-40experts,full_36_42,HistGB,0.008100154889227471,0.009169837323991003,0.022666684240590353,842.849609375,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,CatBoost,0.00852735185952186,0.009420825116356264,0.022062803483999145,182.3125,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,ExtraTrees,0.007893661412028878,0.009500556038249118,0.02187764739390535,30687.8427734375,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,CatBoost,0.00861131563720839,0.009512561870596292,0.021850035579736173,184.03515625,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,RandomForest,0.008139476389692956,0.009588478154976392,0.02167703922327453,8545.408203125,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,CatBoost,0.008690981015803357,0.00961115310597382,0.021625898087000234,198.576171875,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,KNN,0.008896785319035394,0.009614631320928817,0.02161807465192547,64.3916015625,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,XGBoost,0.008654828938128639,0.009776600418780331,0.02125992802454908,660.3505859375,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,SVR-RBF,0.009360616360498375,0.009988003308094061,0.020809947625809577,31.583984375,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,HistGB,0.008964063822517505,0.010148891258963656,0.020480052817909756,852.4228515625,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,KNN,0.00947825936722497,0.01024293042420122,0.020292027993859523,64.3642578125,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,LightGBM,0.009128604124008058,0.01036236681762461,0.02005814278764786,885.7626953125,17
Dataset 2,Cell7,MAW-GME-full-40experts,very_narrow_38_39,KNN,0.009791126093674067,0.010581274968927246,0.019643175137773347,64.4326171875,17
Dataset 2,Cell7,MAW-GME-full-40experts,narrow_375_395,SVR-RBF,0.01163466204817165,0.012352529600068952,0.016826502124807293,24.171875,17
Dataset 2,Cell7,MAW-GME-full-40experts,medium_37_40,SVR-RBF,0.011890029594804999,0.012633262931886782,0.016452587935681055,26.74609375,17
Dataset 2,Cell7,Fast-MAW-GME-K3-latency-aware,narrow_375_395,Ridge,0.0050024667932990355,0.005119908276490873,0.3483376355650179,2.234375,17
Dataset 2,Cell7,Fast-MAW-GME-K3-latency-aware,full_36_42,Ridge,0.0051752460780910324,0.005294978803647322,0.33682039619998055,2.1796875,17
Dataset 2,Cell7,Fast-MAW-GME-K3-latency-aware,full_36_42,ElasticNet,0.00553373167993514,0.005664610370394068,0.31484196823500155,2.2626953125,17
Dataset 2,Cell7,Fast-MAW-GME-K5-latency-aware,narrow_375_395,Ridge,0.0050024667932990355,0.005119908276490873,0.2210421777885171,2.234375,17
Dataset 2,Cell7,Fast-MAW-GME-K5-latency-aware,full_36_42,Ridge,0.0051752460780910324,0.005294978803647322,0.21373376373434777,2.1796875,17
Dataset 2,Cell7,Fast-MAW-GME-K5-latency-aware,full_36_42,ElasticNet,0.00553373167993514,0.005664610370394068,0.1997870663760021,2.2626953125,17
Dataset 2,Cell7,Fast-MAW-GME-K5-latency-aware,full_36_42,ExtraTrees,0.0050936782272156455,0.006130608297083506,0.18460093763677327,30695.7626953125,17
Dataset 2,Cell7,Fast-MAW-GME-K5-latency-aware,narrow_375_395,ElasticNet,0.006111664340013877,0.006258243583816268,0.1808360544643598,2.3173828125,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,Ridge,0.005715968874140658,0.005850161041764174,0.038626317785658566,2.234375,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,Ridge,0.005931482926715618,0.006068711689694214,0.03723528237311971,2.1796875,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,ElasticNet,0.006075425401293868,0.006219115729356822,0.03633478009504882,2.2626953125,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,ExtraTrees,0.0055391371423631885,0.006667003240586437,0.033893822856689515,30770.1533203125,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,Ridge,0.006594020810463759,0.006747707081788055,0.03348844698446679,2.20703125,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,ElasticNet,0.007014884830347407,0.007183126483780693,0.031458481440506524,2.3173828125,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,ElasticNet,0.007416084226942787,0.007592720437674713,0.029761436628697718,2.2900390625,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,KNN,0.007490017734026517,0.008094531763058875,0.027916412364552112,64.4775390625,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,ExtraTrees,0.007135652490877482,0.008588564461546122,0.026310602157713706,30757.4521484375,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,ExtraTrees,0.007147118409473355,0.008602368211652231,0.026268383021517815,30760.7587890625,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,ExtraTrees,0.007163502312104719,0.008622085192503107,0.026208312563763055,30760.0830078125,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,ElasticNet,0.008475330376026805,0.008680681563520578,0.026031401312454263,2.3583984375,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,XGBoost,0.007727785868644932,0.00873050906422206,0.02588283286450569,665.083984375,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,RandomForest,0.007585915203556662,0.00893678653312293,0.025285410149164005,8574.1494140625,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,Ridge,0.008870795522068592,0.009081288346872527,0.02488306816144427,2.275390625,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,XGBoost,0.008102406681971102,0.009152950288640221,0.024688249335036806,660.5908203125,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,CatBoost,0.008416134912702385,0.009291227928687957,0.02432082436097406,177.24609375,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,XGBoost,0.008385038433557961,0.009472887240644306,0.023854430172650185,664.021484375,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,XGBoost,0.008408454427303385,0.009496961846269416,0.023793959739746476,655.5771484375,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,RandomForest,0.008078577348797118,0.009517563641784861,0.023742455195467575,8579.5947265625,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,RandomForest,0.008212753346125002,0.009675259602250233,0.023355480007201553,8576.27734375,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,SVR-RBF,0.00906880979944681,0.009685849372752412,0.02332994492933946,33.029296875,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,SVR-RBF,0.009166314075680653,0.009725605990814495,0.023234576192712273,23.97265625,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,HistGB,0.008612878939654125,0.009751283530633611,0.023173393873310806,849.2255859375,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,HistGB,0.008651165304443492,0.009794308998423708,0.02307159546222742,850.8740234375,17
Dataset 2,Cell8,MAW-GME-full-40experts,full_36_42,LightGBM,0.008631429071311104,0.009798597661220014,0.0230614974670294,887.2626953125,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,LightGBM,0.00881898845013328,0.010012179541644989,0.02256954533468746,889.1484375,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,LightGBM,0.008957181581863349,0.010169080415158212,0.022221315430808325,888.189453125,17
