window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
narrow_375_395,RandomForest,0.00830173511798805,0.005107262883390103,7,7323.088588169643,0.009779265315869447,17,Cell1,Dataset 2
very_narrow_38_39,LightGBM,0.008784355276299772,0.005066824628270181,7,862.8364955357143,0.009972243174455678,17,Cell1,Dataset 2
very_narrow_38_39,HistGB,0.008825502767857683,0.005087664675147818,7,739.2410714285714,0.009991700450653817,17,Cell1,Dataset 2
very_narrow_38_39,ExtraTrees,0.008308725821320782,0.005513113535395254,7,26322.776227678572,0.01000008791218029,17,Cell1,Dataset 2
narrow_375_395,LightGBM,0.008854038511107646,0.005186099006501234,7,866.8330078125,0.010052166880039364,17,Cell1,Dataset 2
medium_37_40,LightGBM,0.00894029272476137,0.004886665100992177,7,867.1729910714286,0.010150163048162257,17,Cell1,Dataset 2
narrow_375_395,HistGB,0.009096467736799493,0.005207821158921878,7,738.2223772321429,0.010298220062690882,17,Cell1,Dataset 2
medium_37_40,HistGB,0.009126421394172872,0.004972000281824327,7,739.7935267857143,0.010332518492712772,17,Cell1,Dataset 2
very_narrow_38_39,RandomForest,0.008790203459879003,0.005259010032502337,7,7328.011300223215,0.010354788633625205,17,Cell1,Dataset 2
full_36_42,HistGB,0.009411073848909199,0.0051272854702421235,7,739.8819754464286,0.010654811504659894,17,Cell1,Dataset 2
full_36_42,LightGBM,0.00943528524305845,0.005209219168886866,7,863.4132254464286,0.010711322829103902,17,Cell1,Dataset 2
full_36_42,SVR-RBF,0.010196645538783645,0.005334959770838444,7,20.008370535714285,0.010817605132268303,17,Cell1,Dataset 2
full_36_42,CatBoost,0.009857947488940791,0.00653692281065591,7,183.26171875,0.010886398982656444,17,Cell1,Dataset 2
medium_37_40,KNN,0.010257064659972937,0.006345453894964499,7,55.35546875,0.011084128562358945,17,Cell1,Dataset 2
very_narrow_38_39,CatBoost,0.010030321453941393,0.006529702249114107,7,192.14983258928572,0.01108620661738857,17,Cell1,Dataset 2
narrow_375_395,KNN,0.01073351311431194,0.006736187720388744,7,55.3828125,0.011599098897019168,17,Cell1,Dataset 2
medium_37_40,CatBoost,0.010534466929581626,0.006522427259540267,7,185.21875,0.011635723680840546,17,Cell1,Dataset 2
very_narrow_38_39,SVR-RBF,0.011063322971251824,0.007627897541928872,7,28.486886160714285,0.011812076639154392,17,Cell1,Dataset 2
full_36_42,KNN,0.011033746015699388,0.006879630490444476,7,55.328125,0.011923329422995973,17,Cell1,Dataset 2
narrow_375_395,CatBoost,0.011128530286953542,0.007306247936690826,7,183.47712053571428,0.012289798086341525,17,Cell1,Dataset 2
narrow_375_395,SVR-RBF,0.012517763350051364,0.006296368208188861,7,22.375558035714285,0.013306805778861508,17,Cell1,Dataset 2
medium_37_40,SVR-RBF,0.012840980200958712,0.006903451434692406,7,22.017857142857142,0.013646435900636045,17,Cell1,Dataset 2
very_narrow_38_39,KNN,0.012695308692592607,0.007421499450415496,7,55.423828125,0.01371928475656939,17,Cell1,Dataset 2
full_36_42,Ridge,0.005134030997087597,0.003925968402578533,7,2.1796875,0.005252810184607607,17,Cell2,Dataset 2
narrow_375_395,Ridge,0.005323187516230718,0.004008425487913413,7,2.234375,0.005448158468172235,17,Cell2,Dataset 2
full_36_42,ElasticNet,0.00619268367186925,0.004532704444290159,7,2.2626953125,0.006339147283818381,17,Cell2,Dataset 2
medium_37_40,Ridge,0.006640175455310872,0.004538513160623643,7,2.20703125,0.006794937448940987,17,Cell2,Dataset 2
very_narrow_38_39,ElasticNet,0.006837573912161201,0.004362515804560803,7,2.3583984375,0.00700324343301084,17,Cell2,Dataset 2
narrow_375_395,ElasticNet,0.006878361893204595,0.004490537188025402,7,2.3173828125,0.007043329245600591,17,Cell2,Dataset 2
very_narrow_38_39,Ridge,0.007146969432023161,0.0045911377669345735,7,2.275390625,0.007316558031015365,17,Cell2,Dataset 2
full_36_42,ExtraTrees,0.007035714601683741,0.0036394218141831977,7,26571.647042410714,0.008469260822368832,17,Cell2,Dataset 2
medium_37_40,ElasticNet,0.008410197819348543,0.005738333346018211,7,2.2900390625,0.008610511816446717,17,Cell2,Dataset 2
full_36_42,HistGB,0.007890197709927646,0.004443862743240986,7,743.3187779017857,0.008933671529525426,17,Cell2,Dataset 2
full_36_42,LightGBM,0.007895666950414779,0.004613198019487229,7,864.6492745535714,0.0089637106339677,17,Cell2,Dataset 2
medium_37_40,LightGBM,0.007965643361531743,0.004104525722555186,7,867.1330915178571,0.009043609189593644,17,Cell2,Dataset 2
medium_37_40,HistGB,0.008008977732495598,0.004108944966561741,7,745.2699497767857,0.009068579485832425,17,Cell2,Dataset 2
full_36_42,KNN,0.008448267668023382,0.005453884000751647,7,55.93080357142857,0.009131198010261316,17,Cell2,Dataset 2
very_narrow_38_39,LightGBM,0.008359278571760071,0.004789827560730241,7,864.8410993303571,0.009490071855947248,17,Cell2,Dataset 2
medium_37_40,ExtraTrees,0.007987701715444695,0.00394211028099699,7,26569.243582589286,0.00961520348136205,17,Cell2,Dataset 2
medium_37_40,RandomForest,0.00827690903495109,0.004294259597896389,7,7398.971121651785,0.009751726988477503,17,Cell2,Dataset 2
very_narrow_38_39,HistGB,0.008626397984197638,0.004829556371648023,7,739.3427734375,0.009766309758883502,17,Cell2,Dataset 2
