dataset,protocol,measurement_source,model,window,rmse,mae,r2,n_eval,n_rows,n_predictions,measurement_update_count,prediction_only_count,no_measurement_count,mean_availability,mean_update_time_ms,median_update_time_ms,p95_update_time_ms,mean_feature_assembly_time_ms,mean_inference_time_ms,mean_model_size_kb,mean_n_experts,measurement_val_rmse,paper_reported_gpr_ekf_rmse_context,paper_reported_gpr_ekf_mae_context
Dataset 2,Kadem-style_GPR-EKF_Colab,Kadem-style GPR-EKF::very_narrow_38_39,Kadem-style GPR-EKF,very_narrow_38_39,0.03132561079284929,0.011663112871238836,0.784950098222273,519,519,519,519,0,0,1.0,3.6755326262061487,3.5098309999739286,4.693039299991142,0.0,3.6755326262061487,3171.814334582731,1.0,,0.0045,0.0034
