exclude_outliers,window,single_hi_rmse,best_multi_hi_model,best_multi_hi_rmse,rmse_improvement_percent
False,full_32_42,0.017490825412675482,ExtraTrees,0.010448665809492597,40.2620198705973
False,medium_35_40,0.01747053486474342,ExtraTrees,0.010603997016880343,39.303535358383094
False,narrow_36_385,0.019242062871160304,ElasticNet,0.010447321470015642,45.70581366474007
False,very_narrow_365_38,0.02295168234287186,ExtraTrees,0.012313791901511249,46.34906619237189
True,full_32_42,0.017207933997562784,ExtraTrees,0.010706548487566426,37.78132523588928
True,medium_35_40,0.01735394792651326,ExtraTrees,0.010978931641984302,36.735250742508256
True,narrow_36_385,0.018696314594718204,ExtraTrees,0.010702606301223883,42.755529454733185
True,very_narrow_365_38,0.021983134141228645,ExtraTrees,0.013384690224648962,39.11382181148403
