experiment,window,test_cell,model,exclude_outliers,n_train,n_test,n_features,RMSE,MAE,R2
Multi-HI-Tabular,narrow_36_385,Cell12,ExtraTrees,False,48,10,19,0.012435970038206918,0.011449336069505878,0.9783708736297904
Multi-HI-Tabular,narrow_36_385,Cell01,HistGB,False,47,11,19,0.036816903030616216,0.029064319870212862,0.816684375664134
Multi-HI-Tabular,narrow_36_385,Cell03,HistGB,False,48,10,19,0.03205357168773338,0.026027561904147577,0.6424333481582178
Multi-HI-Tabular,narrow_36_385,Cell10,HistGB,False,46,12,19,0.03671866055809371,0.03134707178570734,0.7745991883068175
Multi-HI-Tabular,narrow_36_385,Cell11,HistGB,False,43,15,19,0.05418921177680488,0.0442909626052977,0.5419583337543923
Multi-HI-Tabular,narrow_36_385,Cell12,HistGB,False,48,10,19,0.042988807623535456,0.033214697249341917,0.7415417243173101
Multi-HI-Tabular,narrow_36_385,Cell01,XGBoost,False,47,11,19,0.009695854220282272,0.007819165148650088,0.9872861486538295
Multi-HI-Tabular,narrow_36_385,Cell03,XGBoost,False,48,10,19,0.02278285465917604,0.022067456645986628,0.8193572948210666
Multi-HI-Tabular,narrow_36_385,Cell10,XGBoost,False,46,12,19,0.006334571577053517,0.004832944527406846,0.9932916407766529
Multi-HI-Tabular,narrow_36_385,Cell11,XGBoost,False,43,15,19,0.01866105975594344,0.015785685254613553,0.9456809801048448
Multi-HI-Tabular,narrow_36_385,Cell12,XGBoost,False,48,10,19,0.009187324774844312,0.00747962868623796,0.9881952231416875
Multi-HI-Tabular,narrow_36_385,Cell01,LightGBM,False,47,11,19,0.03852013413735169,0.03125824107007762,0.7993308752082009
Multi-HI-Tabular,narrow_36_385,Cell03,LightGBM,False,48,10,19,0.031720325500231836,0.024983608034889936,0.6498296103119241
Multi-HI-Tabular,narrow_36_385,Cell10,LightGBM,False,46,12,19,0.040882237457507194,0.03554541192701127,0.7205840923199455
Multi-HI-Tabular,narrow_36_385,Cell11,LightGBM,False,43,15,19,0.05064444866304733,0.04532197529732509,0.5999235267303653
