scenario,description,exclude_outliers,test_cell,window,model_name,n_features,oof_rmse,mean_inner_rmse,meta_coef,meta_abs_weight
all_windows_available,All window-specific features are available.,False,Cell11,full_32_42,HistGB,19,0.0860130647874744,0.08568438614791636,-0.00039781164608951466,0.002748827747491629
all_windows_available,All window-specific features are available.,False,Cell11,full_32_42,XGBoost,19,0.014986968915415701,0.013474547693590393,0.011455063741332254,0.07915302975914892
all_windows_available,All window-specific features are available.,False,Cell11,full_32_42,LightGBM,19,0.08601306438954298,0.08568438580709896,-0.0003978159563791508,0.002748857531043388
all_windows_available,All window-specific features are available.,False,Cell11,full_32_42,CatBoost,19,0.01617897181183444,0.016148964140479873,0.006921771723527235,0.04782855997924521
all_windows_available,All window-specific features are available.,False,Cell11,medium_35_40,Ridge,19,0.01529412402592577,0.015009498119710573,0.00784015184260704,0.05417444949476529
all_windows_available,All window-specific features are available.,False,Cell11,medium_35_40,ExtraTrees,19,0.013112402518033113,0.012937347449735931,0.009933250674225682,0.06863749551956914
all_windows_available,All window-specific features are available.,False,Cell11,medium_35_40,RandomForest,19,0.014845789075712948,0.014686751378499553,0.0019144918426835555,0.013228894506348255
all_windows_available,All window-specific features are available.,False,Cell11,medium_35_40,HistGB,19,0.0860130647874744,0.08568438614791636,-0.00039781164608953016,0.002748827747491736
all_windows_available,All window-specific features are available.,False,Cell11,medium_35_40,XGBoost,19,0.016950488030409105,0.015401130502735047,0.0009289930437700474,0.00641922347182163
all_windows_available,All window-specific features are available.,False,Cell11,medium_35_40,LightGBM,19,0.08601306438954298,0.08568438580709896,-0.00039781595637905254,0.002748857531042709
all_windows_available,All window-specific features are available.,False,Cell11,medium_35_40,CatBoost,19,0.018838842276384063,0.01879163664296868,-0.0009004441328466974,0.006221954137758161
all_windows_available,All window-specific features are available.,False,Cell11,narrow_36_385,Ridge,19,0.013415706399416546,0.01321004677740994,0.015240921096573183,0.10531282132993128
all_windows_available,All window-specific features are available.,False,Cell11,narrow_36_385,ExtraTrees,19,0.013616397843428472,0.01317739252464939,0.011976195046395292,0.08275398062503048
all_windows_available,All window-specific features are available.,False,Cell11,narrow_36_385,RandomForest,19,0.014849111113028522,0.014669463571128019,0.007073672221541085,0.0488781730509156
all_windows_available,All window-specific features are available.,False,Cell11,narrow_36_385,HistGB,19,0.0860130647874744,0.08568438614791636,-0.00039781164609002407,0.0027488277474951492
all_windows_available,All window-specific features are available.,False,Cell11,narrow_36_385,XGBoost,19,0.017897600488415977,0.016701824706944236,-8.962754013953601e-06,6.193148735005577e-05
all_windows_available,All window-specific features are available.,False,Cell11,narrow_36_385,LightGBM,19,0.08601306438954298,0.08568438580709896,-0.00039781595637875775,0.002748857531040672
all_windows_available,All window-specific features are available.,False,Cell11,narrow_36_385,CatBoost,19,0.018723386257753303,0.01861684379524718,-0.0010294210887732622,0.007113168456702883
all_windows_available,All window-specific features are available.,False,Cell11,very_narrow_365_38,Ridge,19,0.023833878909315445,0.023832504202702075,-0.02491580457404735,0.1721650324656632
all_windows_available,All window-specific features are available.,False,Cell11,very_narrow_365_38,ExtraTrees,19,0.01466040161571933,0.014484990937120027,0.006297969041330858,0.04351816298952194
all_windows_available,All window-specific features are available.,False,Cell11,very_narrow_365_38,RandomForest,19,0.017028523845363963,0.016817094446519597,0.00018104262304398044,0.0012509814395679601
all_windows_available,All window-specific features are available.,False,Cell11,very_narrow_365_38,HistGB,19,0.0860130647874744,0.08568438614791636,-0.0003978116460900234,0.002748827747495145
all_windows_available,All window-specific features are available.,False,Cell11,very_narrow_365_38,XGBoost,19,0.019745243067118914,0.018743391571906506,-0.006334838983721845,0.04377292958996973
all_windows_available,All window-specific features are available.,False,Cell11,very_narrow_365_38,LightGBM,19,0.08601306438954298,0.08568438580709896,-0.0003978159563787575,0.00274885753104067
all_windows_available,All window-specific features are available.,False,Cell11,very_narrow_365_38,CatBoost,19,0.018972323446934575,0.018733139606080224,-0.001744771466421856,0.012056148348288566
all_windows_available,All window-specific features are available.,False,Cell12,full_32_42,Ridge,19,0.009053287475315962,0.008904893131477831,0.01687928523413501,0.15934377850746206
all_windows_available,All window-specific features are available.,False,Cell12,full_32_42,ExtraTrees,19,0.009530783358531572,0.009352346532352226,0.010515602934904455,0.09926936370168522
all_windows_available,All window-specific features are available.,False,Cell12,full_32_42,RandomForest,19,0.011610857174861723,0.011557829884829602,0.005885175658422742,0.055557217831521344
all_windows_available,All window-specific features are available.,False,Cell12,full_32_42,HistGB,19,0.09013186096777978,0.08960006484068407,-0.0006285286048061827,0.005933433874753339
all_windows_available,All window-specific features are available.,False,Cell12,full_32_42,XGBoost,19,0.017423586284270716,0.016265377237389998,-0.0017146425273202983,0.016186563311358235
all_windows_available,All window-specific features are available.,False,Cell12,full_32_42,LightGBM,19,0.09013186064519932,0.08960006455178396,-0.000628532317877076,0.005933468926874196
all_windows_available,All window-specific features are available.,False,Cell12,full_32_42,CatBoost,19,0.017046357490249072,0.015664626009980614,0.0032804383180197005,0.03096798410022896
all_windows_available,All window-specific features are available.,False,Cell12,medium_35_40,Ridge,19,0.01316005772377379,0.012772190410312315,0.005116929704331301,0.048304824649584945
