exclude_outliers,scenario,description,model,RMSE,RMSE,MAE,MAE,R2,R2
,,,,mean,std,mean,std,mean,std
True,only_medium_window,Only medium partial-window features are available.,Ridge,0.017472973701735804,0.00483606203278157,0.014929050996941001,0.0041810056086640434,0.9074247295573155,0.05124907533831116
True,only_medium_window,Only medium partial-window features are available.,XGBoost,0.014521611050656389,0.006170546435925064,0.012041940784201432,0.0063337738555057956,0.9276624306593091,0.07504715967729257
True,only_narrow_window,Only narrow partial-window features are available.,CatBoost,0.01622019867332708,0.006938883610495795,0.013367114931239285,0.006455693938577678,0.907733366491415,0.09419283397918378
True,only_narrow_window,Only narrow partial-window features are available.,ExtraTrees,0.010702606301223888,0.006175230955061203,0.009952030007926485,0.006277443259516849,0.9544639445560404,0.05515885226881109
True,only_narrow_window,Only narrow partial-window features are available.,HistGB,0.048716693186463524,0.028965414859732124,0.03973811633416367,0.025402477212255477,0.22036596738041095,0.8701462740358401
True,only_narrow_window,Only narrow partial-window features are available.,LightGBM,0.04814763790808137,0.029368415226930556,0.03909633195372094,0.025852999293851972,0.23240315409081935,0.8749871976008424
True,only_narrow_window,Only narrow partial-window features are available.,MAW-GME,0.01166359848110064,0.00555019814407413,0.010504127134513118,0.005645200057134668,0.9505278766672414,0.05567474118320604
True,only_narrow_window,Only narrow partial-window features are available.,RandomForest,0.011505438928505928,0.004913022034722416,0.010441893277890569,0.005142504103222978,0.9534920129228182,0.04880400652750165
True,only_narrow_window,Only narrow partial-window features are available.,Ridge,0.011951040184325376,0.0050247468942776164,0.010838847066377477,0.00520191580577226,0.9502458834037146,0.04761947139331617
True,only_narrow_window,Only narrow partial-window features are available.,XGBoost,0.013441075607898815,0.00701696670568529,0.011619223982260944,0.006982338315549124,0.935500401856258,0.06689215820092431
True,only_very_narrow_window,Only very-narrow partial-window features are available.,CatBoost,0.0199922275176559,0.005873191849609848,0.01620513316947355,0.004660412668133811,0.8746173223003957,0.08582561246358004
True,only_very_narrow_window,Only very-narrow partial-window features are available.,ExtraTrees,0.01338469022464896,0.004793487234093622,0.010976671539741979,0.004615130943743556,0.9421897640921676,0.044463644807268464
True,only_very_narrow_window,Only very-narrow partial-window features are available.,HistGB,0.04860909414650226,0.02897333756167753,0.039254158402185615,0.025868956627674685,0.2258605229648624,0.8693296815552995
True,only_very_narrow_window,Only very-narrow partial-window features are available.,LightGBM,0.04956316361168928,0.02835915783710966,0.04088575216520204,0.024908385970283456,0.2086778865403472,0.8589321202099003
True,only_very_narrow_window,Only very-narrow partial-window features are available.,MAW-GME,0.016823566437781382,0.0057218009635223105,0.013934099087887808,0.004984988245090728,0.9085881435237202,0.06926007966848631
True,only_very_narrow_window,Only very-narrow partial-window features are available.,RandomForest,0.015809355347440546,0.006027003657497079,0.012881872424169924,0.005525877089961175,0.9181370111657277,0.06697948062214844
True,only_very_narrow_window,Only very-narrow partial-window features are available.,Ridge,0.023136184273566607,0.005849013324086297,0.021104456268676575,0.0052029422311525055,0.8401488781831411,0.07864510213459489
True,only_very_narrow_window,Only very-narrow partial-window features are available.,XGBoost,0.017933819639436077,0.006643234672712431,0.014780503183239832,0.0062880197225597175,0.8949798183360436,0.08118328802137484
