cell,cycle_name,rpt_index,cycle_number,capacity_Ah,capacity_mAh,temp_mean,temp_max,temp_min,temp_std,n_charge_points,v_min_charge,v_max_charge,source_file,pmax_full_32_42,pmax_voltage_full_32_42,ic_area_full_32_42,ic_mean_full_32_42,ic_std_full_32_42,peak_width_full_32_42,charge_time_window_full_32_42,q_delta_window_full_32_42,dva_mean_full_32_42,dva_std_full_32_42,dva_abs_mean_full_32_42,temp_mean_window_full_32_42,temp_max_window_full_32_42,pmax_medium_35_40,pmax_voltage_medium_35_40,ic_area_medium_35_40,ic_mean_medium_35_40,ic_std_medium_35_40,peak_width_medium_35_40,charge_time_window_medium_35_40,q_delta_window_medium_35_40,dva_mean_medium_35_40,dva_std_medium_35_40,dva_abs_mean_medium_35_40,temp_mean_window_medium_35_40,temp_max_window_medium_35_40,pmax_narrow_36_385,pmax_voltage_narrow_36_385,ic_area_narrow_36_385,ic_mean_narrow_36_385,ic_std_narrow_36_385,peak_width_narrow_36_385,charge_time_window_narrow_36_385,q_delta_window_narrow_36_385,dva_mean_narrow_36_385,dva_std_narrow_36_385,dva_abs_mean_narrow_36_385,temp_mean_window_narrow_36_385,temp_max_window_narrow_36_385,pmax_very_narrow_365_38,pmax_voltage_very_narrow_365_38,ic_area_very_narrow_365_38,ic_mean_very_narrow_365_38,ic_std_very_narrow_365_38,peak_width_very_narrow_365_38,charge_time_window_very_narrow_365_38,q_delta_window_very_narrow_365_38,dva_mean_very_narrow_365_38,dva_std_very_narrow_365_38,dva_abs_mean_very_narrow_365_38,temp_mean_window_very_narrow_365_38,temp_max_window_very_narrow_365_38,soh,pmax_norm_full_32_42,pmax_norm_medium_35_40,pmax_norm_narrow_36_385,pmax_norm_very_narrow_365_38,soh_rolling_median,soh_delta,soh_outlier
Cell01,cyc_00380,10,380.0,3.54364290630496,3543.64290630496,26.969290703457705,27.609341,26.175579,0.2931620289208506,5119,3.0259132,4.2003841,OCV_wExpansion.csv,9585.820249747487,3.680347793936672,3512.6855609439954,5091.746605335324,1850.3135816068157,0.6618922697737593,50392.21839350188,3504.0054788657217,0.0002831506573335574,0.0003940522184511188,0.0002831506573335574,26.976139092677826,27.609341,9693.822334793325,3.680347793936672,2576.8936713897438,5680.441390541518,1691.3740786484352,0.4273411721266993,36970.00175598074,2569.6077730592324,0.00019460085168356627,7.841379975245157e-05,0.00019460085168356627,27.05213633583815,27.609341,9960.07883641937,3.680347793936672,1491.2906310955352,6360.44897218801,1725.7639021746336,0.1587231114027161,21460.00101929532,1491.5922503967959,0.00016971576183135147,4.726608428624994e-05,0.00016971576183135147,27.081785101061143,27.609341,10054.95926348381,3.6854761033484364,1057.792488143502,7256.348142809861,1291.1589010733903,0.14756919773755728,15220.0007229112,1057.6245909968443,0.00014240504752498342,2.6303926336461655e-05,0.00014240504752498342,27.1002456347699,27.577656,0.694138598795892,0.48840984453379416,0.4835566786186143,0.4656687790094118,0.5046612385462502,0.7466560722603011,-0.05251747346440905,True
Cell03,cyc_00000,0,0.0,4.93819464654365,4938.19464654365,24.310460224926153,24.757662,23.712044,0.12635267225784277,7109,3.0933039,4.2000299,OCV_wExpansion.csv,18393.81672436388,3.635458907601831,4914.541244283274,7404.4250025097745,4172.978597953819,0.26296485185520435,70644.92538314358,4908.871259288757,0.00021282145865382407,0.00025875511684405564,0.00021282145865382407,24.30989428557754,24.757662,18869.803652105184,3.635458907601831,3646.650079571241,8492.84242369115,4088.9947697299376,0.23087152959276125,52490.0024931412,3647.520721731077,0.00014359999814327436,5.775533768527957e-05,0.00014359999814327436,24.291336430081483,24.757662,19415.980286004484,3.635458907601831,2243.1285344623925,10430.245461066459,4307.241129591912,0.11095744380090578,32290.0015336927,2244.2023730039264,0.00011788818985792237,5.921989448427246e-05,0.00011788818985792237,24.28860458358663,24.757662,18823.971731787806,3.650261555475134,1376.1386286596096,10608.094230219433,3988.952605732376,0.08087025221719513,19820.0009413995,1376.841635165607,0.00011466448527735995,6.172696789701967e-05,0.00011466448527735995,24.288840352941175,24.686369,1.0,1.0,1.0,1.0,1.0,0.97194358409899,,False
Cell03,cyc_00005,1,5.0,4.79964660374008,4799.6466037400805,24.356788458900144,24.87648,23.815022,0.14948907537112993,6910,3.1655784,4.2000299,OCV_wExpansion.csv,18008.068897991034,3.635881537285088,4796.179072295547,7259.869476906401,4086.288011294298,0.24500600452488808,68937.4593315222,4789.721378491507,0.0002167580156102255,0.0002637666498688157,0.0002167580156102255,24.353601818861783,24.87648,18411.05835062561,3.635881537285088,3572.6440093265774,8355.75223961185,3994.4012222372767,0.2313342893212682,51440.00380132701,3573.454609687821,0.00014561706520146178,5.805635701270565e-05,0.00014561706520146178,24.364599248379164,24.844795,19112.664284600414,3.635881537285088,2171.717750504035,10165.703905137558,4232.303322499658,0.1123660571945706,31260.002186319995,2172.2352122975312,0.00012091487711963859,5.953472138375444e-05,0.00012091487711963859,24.359528085262347,24.821032,18135.811501875927,3.651239658280563,1365.199781213399,10359.766241862153,3810.19089411411,0.0813589341176475,19660.001393895014,1365.399890752434,0.00011513570069887559,5.70271761255979e-05,0.00011513570069887559,24.341778320472933,24.718054,0.97194358409899,0.9790283967621631,0.9756889202486009,0.9843780227968861,0.96344234682685,0.9642919566274226,-0.028056415901010046,False
Cell03,cyc_00010,2,10.0,4.7240761521052,4724.0761521052,24.327031765916775,24.749741,23.743731,0.12761145896426934,6801,3.1808605,4.2000299,OCV_wExpansion.csv,17805.449777609734,3.6384019767421014,4723.745275236834,7120.306840231987,3975.1322565697114,0.24887588524887017,67893.7107953389,4717.005724686996,0.00021998367219140425,0.00026763923452216386,0.00021998367219140425,24.32626999687294,24.749741,18122.77091873121,3.6384019767421014,3539.203982614003,8215.330048135858,3876.83340930901,0.2356725829864268,50970.00329690131,3541.174273260939,0.00014752385038082158,5.836062003211088e-05,0.00014752385038082158,24.339955785488957,24.749741,18656.138659041888,3.6409290032579396,2127.316039434753,9924.079167777787,4129.570169490815,0.10974012171945757,30640.001678132016,2128.8597610921274,0.00012374516258634782,6.043648240054433e-05,0.00012374516258634782,24.361836960676367,24.749741,18560.010385143123,3.6508907476018306,1369.193234841488,10274.640781321932,3699.218987118773,0.08262517203619968,19720.000991747,1370.04039223218,0.00011432015920736655,5.258370774339039e-05,0.00011432015920736655,24.35986349846154,24.749741,0.9566403291558553,0.9680127862764439,0.9604112079199811,0.9608651422297586,0.9859773829664792,0.9566403291558553,-0.01530325494313467,False
Cell03,cyc_00015,3,15.0,4.66554441089788,4665.54441089788,24.3058309584636,24.702211,23.656595,0.11325125405559389,6717,3.1837749,4.2000299,OCV_wExpansion.csv,17613.92022246337,3.640667899366536,4666.639592099324,7050.2292938759865,3911.2007933720024,0.2444718697737569,67072.1606236633,4659.917934856871,0.00022218162882282384,0.00027205940839209017,0.00022218162882282384,24.305130204937047,24.702211,17986.492593135546,3.640667899366536,3514.981813531129,8164.072201027167,3812.6406859640406,0.234078748687784,50620.0031495647,3516.8729907457146,0.00014815432323068056,5.865021730019224e-05,0.00014815432323068056,24.311655605643338,24.662605,19020.066886768018,3.6421184140271694,2094.824619442855,9792.94251896451,4087.153006206541,0.10252729167420904,30160.001526417997,2095.484823269803,0.00012537791916516063,6.110114251461134e-05,0.00012537791916516063,24.314198387186632,24.662605,18721.810629204363,3.6508296720362194,1375.0947231278808,10278.372450033648,3654.3707011729975,0.07690241927601837,19790.000995266993,1375.4364260898967,0.00011319468433514571,4.9344762403519345e-05,0.00011319468433514571,24.319443962622554,24.662605,0.9447874668454789,0.9576000721553627,0.9531891759312985,0.9796088895124265,0.9945728189545183,0.9447874668454789,-0.01185286231037641,False
Cell03,cyc_00023,4,23.0,4.588762261441,4588.762261441,24.22625141008174,24.662605,23.696203,0.12360185522302787,6606,3.1927552,4.2000299,OCV_wExpansion.csv,16864.156022546133,3.642562928144817,4593.129428350072,6922.681156220555,3797.0021278366885,0.24688859149321418,66006.4448249744,4585.8232907254605,0.00022579366689792505,0.00027970616943029803,0.00022579366689792505,24.226232677065763,24.662605,17141.013978549654,3.642562928144817,3484.6213947394326,8054.539753138084,3691.1374739488174,0.24331508063348561,50170.00338322979,3485.817366994169,0.0001493347646908377,5.8412248631208045e-05,0.0001493347646908377,24.2461344224,24.662605,17809.706407598933,3.642562928144817,2055.8427140127033,9570.20261806483,3931.9876149768093,0.11460291185520433,29600.001758333005,2056.4058103081884,0.00012735996129346381,6.0705498066331385e-05,0.00012735996129346381,24.243205508474574,24.607155,17657.301353173294,3.650614998371061,1382.310461587342,10228.455892406257,3517.3988580397863,0.09120757194570173,19900.00110197399,1382.3804996976296,0.00011208097409750639,4.506356306333236e-05,0.00011208097409750639,24.24921762201835,24.607155,0.9292388392694839,0.9168383199234769,0.9083832717378244,0.9172705238291062,0.9380220925085448,0.9292388392694839,-0.015548627575994955,False
Cell03,cyc_00028,5,28.0,4.53322277837579,4533.22277837579,24.222747313515175,24.670525,23.704123,0.12657069373059532,6526,3.201499,4.2000299,OCV_wExpansion.csv,16427.028989890274,3.644425624705902,4539.647762518283,6834.858727745877,3709.651999556666,0.2512589423529423,65238.68431716811,4532.312067837989,0.00022796780168522166,0.0002831875030395558,0.00022796780168522166,24.219180139277185,24.646763,16830.99601544476,3.644425624705902,3459.680053697258,7963.994532094793,3603.8744070650746,0.2500091322171958,49820.00289739309,3460.9331113450817,0.00015059418430326806,5.8731230518040465e-05,0.00015059418430326806,24.241670725580324,24.646763,17479.552733257333,3.6477543137556765,2028.0438388442437,9386.39160128206,3848.7608681584984,0.12150579972850828,29190.0014680077,2028.395667937481,0.00012965992116671077,6.141194104753357e-05,0.00012965992116671077,24.27471517620605,24.646763,17633.798484529423,3.6507201303167625,1381.9399514636702,10137.480246455609,3471.1487943947186,0.10001866235294177,19890.001000296994,1382.0700737098873,0.00011268259478677489,4.4174503530692295e-05,0.00011268259478677489,24.281035450824678,24.646763,0.9179919186759257,0.8930734298407756,0.891953955947339,0.9002663000156126,0.9367735319508288,0.9179919186759257,-0.011246920593558252,False
Cell03,cyc_00036,6,36.0,4.46913705473771,4469.13705473771,24.13773621997511,24.559628,23.482327,0.12271244286372751,6428,3.2056739,4.2000694,OCV_wExpansion.csv,16490.851206777388,3.638411044253414,4472.47925222918,6797.411627996581,3668.251221527534,0.2445807391855217,64253.62401360141,4463.9523510522895,0.00022876856523344538,0.0002833704387646747,0.00022876856523344538,24.135829853503186,24.559628,16714.459898105637,3.638411044253414,3420.3324736974573,7912.1779949720585,3543.240104134042,0.2419903675113142,49250.00261551399,3421.310920890516,0.00015121926465111335,5.888531785387646e-05,0.00015121926465111335,24.15285955529954,24.559628,17270.1983964269,3.6454659584615587,1992.9541309202564,9268.392816251115,3761.527486198599,0.1131977348416302,28700.001443364206,1993.9590901965958,0.00013079515983959133,6.159079039438317e-05,0.00013079515983959133,24.166072380991398,24.559628,17774.977165821238,3.6515296457013777,1382.789969221823,10120.00730683687,3413.7129888590625,0.09129854914027202,19910.001001302007,1383.0121088712583,0.0001120401048434017,4.1869473507281475e-05,0.0001120401048434017,24.172765384101943,24.559628,0.9050143573959274,0.896543194590719,0.8857781567981982,0.8894837212456217,0.9442734731589538,0.9050143573959274,-0.012977561279998273,False
Cell03,cyc_00055,7,55.0,4.34432001545543,4344.32001545543,24.342368197511167,24.900246,23.92592,0.11799841846838614,6268,3.0173271,4.2003841,OCV_wExpansion.csv,15314.389036105522,3.651401235837125,4306.030134768439,6491.593568751193,3354.0266468858717,0.6938698002714965,61831.3809455361,4296.9019310676695,0.00023758022771373704,0.0003091540078312737,0.00023758022771373704,24.342386196698033,24.733896,15570.706864579286,3.651401235837125,3285.9762142843647,7502.881049576891,3242.594889110158,0.24840797674208304,47300.002246629396,3286.264068550951,0.00015744399189637483,5.919408837799304e-05,0.00015744399189637483,24.328050463919983,24.69429,16121.025934869102,3.651401235837125,1909.4079229491067,8745.39659076152,3432.046309088654,0.11989752190045344,27490.0013057049,1909.9213461280724,0.00013653448594484093,6.132007158660398e-05,0.00013653448594484093,24.316384649339582,24.678448,16391.55617999691,3.651401235837125,1358.230762741895,9809.48500401986,3076.2747818354637,0.10438894307692381,19550.000928575202,1358.378873945237,0.000113484256435413,3.875070633396814e-05,0.000113484256435413,24.31899598578492,24.678448,0.8797385130406137,0.8325835396533312,0.8251652826733129,0.8302967811771798,0.8707809602325685,0.8797385130406137,-0.025275844355313715,False
Cell03,cyc_00079,8,79.0,4.18965321072615,4189.65321072615,24.376994048933707,24.828953,23.965528,0.1190676274295131,6049,3.018863,4.2003841,OCV_wExpansion.csv,14525.43480645005,3.5247827389140465,4155.09597295737,6300.282319630993,3173.0404381506387,0.68577709457014,59648.22884747111,4146.58623145493,0.0002445819450133169,0.00032712554244370676,0.0002445819450133169,24.375102885677933,24.828953,14894.482985255327,3.6590988038009256,3163.418297292391,7251.210890459967,3072.737826321637,0.24260696714932273,45380.0021554343,3152.859890004791,0.0001620089724447341,6.016757882263118e-05,0.0001620089724447341,24.387315109481918,24.828953,15561.106052072266,3.6591601988235496,1828.3840643993112,8349.384904349123,3203.584777120766,0.11056727791855225,26320.0012501329,1828.8202028853198,0.00014143614194482877,6.092835448413793e-05,0.00014143614194482877,24.41730565533769,24.781424,15704.924988276636,3.6591601988235496,1328.356135718314,9497.743140648148,2762.94641296287,0.09887932986425385,19130.0009086262,1328.879706833529,0.00011527166252458603,3.594432611652614e-05,0.00011527166252458603,24.427389972222223,24.781424,0.8484179969816661,0.7896911785149032,0.7893289861335491,0.8014586862394527,0.8343045353046258,0.8640782550111399,-0.03132051605894759,False
Cell03,cyc_00104,9,104.0,4.03213155256178,4032.13155256178,24.394737394745885,24.836874,23.878393,0.12969782759875098,5824,3.020596,4.2003841,OCV_wExpansion.csv,13829.478250146012,3.6607071133936855,3999.8334146826883,6046.966697184016,2933.5917753437775,0.6784790334841664,57391.84872596643,3989.8247757725944,0.00025281232744106015,0.00034313344311981035,0.00025281232744106015,24.396937869034197,24.836874,14087.893960111815,3.6607071133936855,3037.0356769945743,6920.149361623002,2833.9749341574957,0.24941258217194706,43370.002059964405,3013.0986163079256,0.00016791405058718103,6.0345503706443796e-05,0.00016791405058718103,24.385677025835868,24.821032,14492.822423201442,3.6607071133936855,1744.1881503943423,7902.172814457995,2956.3475993337374,0.11740538968325831,25110.001192660995,1744.4943762671608,0.00014794986619063894,6.122527070102683e-05,0.00014794986619063894,24.375721917641766,24.821032,14603.930066084267,3.6607071133936855,1298.4105669132118,9147.796689119834,2435.9094743097307,0.11305203855203727,18690.000887727398,1298.6856998188673,0.00011790619339289548,3.3522192637951565e-05,0.00011790619339289548,24.38106644139651,24.781424,0.8165193640926967,0.7518547377841333,0.7465840249238692,0.746437841907381,0.7758155544519222,0.8484179969816661,-0.031898632888969436,False
