dataset,protocol,measurement_source,model,window,rmse,mae,r2,n_eval,n_rows,n_predictions,measurement_update_count,prediction_only_count,no_measurement_count,mean_availability,mean_update_time_ms,median_update_time_ms,p95_update_time_ms,mean_feature_assembly_time_ms,mean_inference_time_ms,mean_model_size_kb,mean_n_experts,measurement_val_rmse,paper_reported_gpr_ekf_rmse_context,paper_reported_gpr_ekf_mae_context
Dataset 1,Kadem-style_GPR-EKF_Colab,Kadem-style GPR-EKF::narrow_36_385,Kadem-style GPR-EKF,narrow_36_385,0.02038107509254846,0.015971317929680814,0.9432100150569841,58,58,58,58,0,0,1.0,2.509950948275093,2.2920950000298035,3.458848999997599,0.0,2.509950948275093,46.34728582974138,1.0,,0.0188,0.0156
