window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
full_32_42,LightGBM,0.09315613669860912,0.07918124623436482,4,5.748046875,0.09671330957492265,19,Cell10,Dataset 1
medium_35_40,LightGBM,0.09315613669860912,0.07918124623436482,4,5.775390625,0.09672084387700862,19,Cell10,Dataset 1
narrow_36_385,LightGBM,0.09315613669860912,0.07918124623436482,4,5.7890625,0.09672459963325174,19,Cell10,Dataset 1
very_narrow_365_38,LightGBM,0.09315613669860912,0.07918124623436482,4,5.857421875,0.09674326568195135,19,Cell10,Dataset 1
full_32_42,HistGB,0.09315613686915916,0.0791812462291917,4,55.060791015625,0.10065788255320968,19,Cell10,Dataset 1
medium_35_40,HistGB,0.09315613686915916,0.0791812462291917,4,55.0947265625,0.10065901002499678,19,Cell10,Dataset 1
narrow_36_385,HistGB,0.09315613686915916,0.0791812462291917,4,55.097900390625,0.10065911543711709,19,Cell10,Dataset 1
very_narrow_365_38,HistGB,0.09315613686915916,0.0791812462291917,4,55.160400390625,0.1006611900308408,19,Cell10,Dataset 1
narrow_36_385,ElasticNet,0.010552689197267125,0.009640135980350675,4,2.4033203125,0.010811177639448387,19,Cell11,Dataset 1
narrow_36_385,Ridge,0.012062947974341317,0.010774428482598509,4,2.3203125,0.012352472937085674,19,Cell11,Dataset 1
full_32_42,ExtraTrees,0.013225464378455724,0.011881258038694168,4,1329.205810546875,0.015128103213103802,19,Cell11,Dataset 1
full_32_42,Ridge,0.015228896683274748,0.013969350852816604,4,2.279296875,0.015590622279814044,19,Cell11,Dataset 1
narrow_36_385,ExtraTrees,0.01370870360662115,0.01260180507317522,4,1329.281982421875,0.015680877795996667,19,Cell11,Dataset 1
full_32_42,RandomForest,0.013955313119890195,0.01214308213237911,4,883.325439453125,0.015849000305477833,19,Cell11,Dataset 1
medium_35_40,Ridge,0.015510173729842858,0.013103122132884202,4,2.306640625,0.015881156226477504,19,Cell11,Dataset 1
full_32_42,ElasticNet,0.015613367005315357,0.014851671060172008,4,2.3623046875,0.015992030706269537,19,Cell11,Dataset 1
narrow_36_385,RandomForest,0.014130366074672893,0.012148276198345132,4,883.47265625,0.016047854376755086,19,Cell11,Dataset 1
medium_35_40,ElasticNet,0.016255564959590227,0.014142496510798894,4,2.3896484375,0.016652436843766102,19,Cell11,Dataset 1
narrow_36_385,XGBoost,0.014929530081367633,0.012015680533135405,4,333.211181640625,0.016664870899915453,19,Cell11,Dataset 1
medium_35_40,ExtraTrees,0.014603968425771885,0.012996501169158554,4,1330.358154296875,0.016705174220985986,19,Cell11,Dataset 1
medium_35_40,RandomForest,0.015493877790696177,0.0137142273621737,4,883.669189453125,0.017596463251866857,19,Cell11,Dataset 1
full_32_42,XGBoost,0.01593042935045451,0.01318705163459328,4,332.918701171875,0.017781831209287936,19,Cell11,Dataset 1
medium_35_40,XGBoost,0.016178950219767584,0.013220857867279282,4,338.919677734375,0.01806499818742013,19,Cell11,Dataset 1
very_narrow_365_38,ExtraTrees,0.016378756685376836,0.013659275551952468,4,1331.389404296875,0.01873557104996953,19,Cell11,Dataset 1
narrow_36_385,CatBoost,0.017651902639959943,0.014273267465208545,4,104.34765625,0.019296094722098072,19,Cell11,Dataset 1
very_narrow_365_38,XGBoost,0.01729016405839458,0.014163793230191981,4,338.1533203125,0.019304970373502994,19,Cell11,Dataset 1
very_narrow_365_38,RandomForest,0.01763490343072187,0.015013291348222192,4,884.03466796875,0.020028180903446696,19,Cell11,Dataset 1
full_32_42,CatBoost,0.018516324161409435,0.014636867532002742,4,103.75390625,0.020238939959547505,19,Cell11,Dataset 1
very_narrow_365_38,CatBoost,0.019297599924194532,0.01662266761108642,4,104.26171875,0.021094766033589212,19,Cell11,Dataset 1
medium_35_40,CatBoost,0.0206885576555061,0.016198926354580746,4,103.4765625,0.022612164339113026,19,Cell11,Dataset 1
