dataset,protocol,test_cell,row_index,cycle_number,stress_scenario,scenario_family,allowed_windows,removed_feature_group,measurement_source,model,window,selected_model,selected_window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,0,0.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,1.0,0.9998327347440854,0.00016726525591459485,0.3716500000336964,94.22231900020961,94.5939690002433,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,1,41.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.9456190529227664,0.9501573100907897,0.004538257168023363,0.45062999993206176,79.2642070000511,79.71483699998316,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,2,59.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.9187197468101648,0.9236123314112848,0.004892584601120076,0.4693599998972786,98.2741799998621,98.74353999975938,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,3,98.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8968224477968175,0.9141803750290503,0.017357927232232728,0.546790000043984,93.8969779999752,94.44376800001919,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,4,134.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8775754212904102,0.8995465898818021,0.02197116859139192,0.5061910001131764,86.09118699996543,86.5973780000786,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,5,175.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8659219407337793,0.8738962065814646,0.007974265847685347,0.5465899998853274,95.0587390000237,95.60532899990903,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,6,216.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8441512446516494,0.8542229999700661,0.010071755318416753,1.1417199998504657,102.93720900017433,104.0789290000248,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,7,257.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8164720945178325,0.8272547293272383,0.010782634809405778,0.5392010000377923,87.54255799999555,88.08175900003334,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,8,298.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.7743791817179085,0.7807578464296386,0.006378664711730098,0.571660000105112,90.98353800004588,91.555198000151,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,9,339.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.7466560722603011,0.7551341615339702,0.00847808927366911,0.5196699999032717,81.4429670001573,81.96263700006057,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,10,380.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.694138598795892,0.709022185457765,0.01488358666187295,0.4852900001424132,93.65437799988285,94.13966800002527,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,0,0.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.9986565498557294,0.0013434501442706193,1.1789300001510128,255.28004300008433,256.45897300023535,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,1,41.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9456190529227664,0.9487462513955237,0.003127198472757331,1.0188700000526296,284.20208600005026,285.2209560001029,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,2,59.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9187197468101648,0.9231125148101031,0.004392767999938374,1.2294600001041545,290.0248759999613,291.25433600006545,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,3,98.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8968224477968175,0.9134165953814839,0.016594147584666374,1.146820000030857,261.6532740000821,262.80009400011295,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,4,134.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8775754212904102,0.8946440494879235,0.017068628197513314,0.9218899999723362,257.4877839999772,258.4096739999495,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,5,175.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8659219407337793,0.8755675612677645,0.00964562053398521,1.3693600001261075,271.66286400006356,273.0322240001897,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,6,216.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8441512446516494,0.855428041312684,0.01127679666103465,1.2790410000889096,275.35636500010696,276.63540600019587,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,7,257.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8164720945178325,0.8265515654865216,0.010079470968689108,1.9996400001218717,274.2761539998355,276.2757939999574,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,8,298.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7743791817179085,0.7803502134181782,0.005971031700269691,1.2540699999590288,260.9694230000059,262.22349299996495,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,9,339.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7466560722603011,0.7541994191627419,0.007543346902440851,1.188329999877169,273.280085000124,274.4684150000012,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,10,380.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.694138598795892,0.7103185197011763,0.016179920905284306,0.996579999991809,257.4875330001305,258.4841130001223,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,0,0.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.9986313052061522,0.0013686947938478244,2.5996900001246104,439.1375190000417,441.73720900016633,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,1,41.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9456190529227664,0.9483202454682749,0.0027011925455084906,1.271550999945248,489.5587439998508,490.830294999796,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,2,59.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9187197468101648,0.9233501469999803,0.004630400189815531,1.5493999999307562,443.03022999997665,444.5796299999074,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,3,98.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8968224477968175,0.9125457039259799,0.015723256129162366,1.8807199999173463,467.8051119999509,469.68583199986824,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,4,134.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8775754212904102,0.8913179572316772,0.013742535941266953,4.691390999823852,418.95829800000683,423.6496889998307,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,5,175.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8659219407337793,0.8758380324523822,0.00991609171860297,1.7010700000810175,418.63785800001097,420.338928000092,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,6,216.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8441512446516494,0.8537592329191144,0.009607988267465006,1.4744499999324034,401.30033600007664,402.77478600000904,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,7,257.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8164720945178325,0.8269369057838901,0.010464811266057583,1.6001900000901514,418.21082699993894,419.8110170000291,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,8,298.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7743791817179085,0.7803995049697763,0.006020323251867743,1.776460999963092,434.59078899991255,436.36724999987564,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,9,339.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7466560722603011,0.7532577854250276,0.006601713164726575,1.6211499998917134,394.8496860000432,396.47083599993493,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,10,380.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.694138598795892,0.7096277875549065,0.015489188759014505,1.4497800000299321,413.90747699983876,415.3572569998687,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,0,0.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,1.0,0.9998327347440854,0.00016726525591459485,0.36726999996972154,66.38871599989216,66.75598599986188,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,1,41.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.9456190529227664,0.9501573100907897,0.004538257168023363,0.5251299999144976,75.41131699986181,75.93644699977631,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,2,59.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.9187197468101648,0.9236123314112848,0.004892584601120076,0.4218499998387415,78.18284699987998,78.60469699971873,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,3,98.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8968224477968175,0.9141803750290505,0.01735792723223295,0.5606099998658465,83.68833700001233,84.24894699987817,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,4,134.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8775754212904102,0.899546589881802,0.02197116859139181,0.4309199998715485,83.71539800009486,84.14631799996641,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,5,175.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8659219407337793,0.8738962065814646,0.007974265847685347,0.5236910001258366,89.49066800005312,90.01435900017896,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,6,216.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8441512446516494,0.8542229999700661,0.010071755318416753,0.4600199999913457,83.29315799983306,83.7531779998244,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,7,257.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.8164720945178325,0.8272547293272384,0.010782634809405889,0.6455610000557499,96.2553280000975,96.90088900015326,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,8,298.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.7743791817179085,0.7807578464296386,0.006378664711730098,0.5678799998349859,85.9719079999195,86.53978799975448,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,9,339.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.7466560722603011,0.7551341615339703,0.00847808927366922,0.7256200001393154,96.2984889999916,97.02410900013092,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,10,380.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,narrow_36_385,measurement_update,1.0,0.694138598795892,0.709022185457765,0.01488358666187295,0.47598999981346424,98.61768900009338,99.09367899990684,1911.5068359375,1,0.010444899057549632
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,0,0.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.9986892771792225,0.001310722820777488,0.7960799998727452,171.53914599998643,172.33522599985918,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,1,41.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9456190529227664,0.9485155778680829,0.0028965249453165587,0.6856499999230437,172.15183600001183,172.83748599993487,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,2,59.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9187197468101648,0.9241397078352782,0.00541996102511344,0.956679999944754,164.3627139999353,165.31939399988005,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,3,98.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8968224477968175,0.9121696740858622,0.015347226289044724,0.8771700001943827,168.77507599997443,169.65224600016882,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,4,134.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8775754212904102,0.8983518326635977,0.02077641137318753,0.7964300000367075,167.65771499990478,168.4541449999415,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,5,175.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8659219407337793,0.8754978462452068,0.009575905511427507,0.6350700000439247,165.72863500005042,166.36370500009434,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,6,216.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8441512446516494,0.8547653715500452,0.010614126898395804,0.8018999999421794,169.83709500004807,170.63899499999025,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,7,257.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8164720945178325,0.8250563900316088,0.008584295513776263,0.6427700000131154,156.39067500001147,157.03344500002459,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,8,298.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7743791817179085,0.779403105501221,0.005023923783312512,0.9315600000263657,154.45417400019323,155.3857340002196,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,9,339.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7466560722603011,0.7538071925652239,0.00715112030492282,0.86314999998649,159.2068139998446,160.0699639998311,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,10,380.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.694138598795892,0.7122262819442817,0.01808768314838971,0.8321199998135853,158.031155000117,158.86327499993058,5072.0712890625,3,0.010916508751521059
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,0,0.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.9986892771792226,0.001310722820777377,0.828189999992901,161.511684000061,162.3398740000539,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,1,41.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9456190529227664,0.948515577868083,0.0028965249453166697,0.8679099998971651,157.68423400004394,158.5521439999411,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,2,59.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9187197468101648,0.9241397078352784,0.005419961025113662,0.7357300000876421,157.94420399993214,158.67993400001978,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,3,98.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8968224477968175,0.9121696740858625,0.015347226289044946,0.7674800001495896,155.0387839999985,155.80626400014808,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,4,134.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8775754212904102,0.8983518326635977,0.02077641137318753,0.9077600000182429,151.8200440000328,152.72780400005104,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,5,175.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8659219407337793,0.875497846245207,0.00957590551142773,0.7628400001067348,149.76771400006328,150.53055400017,8231.1611328125,5,0.011257970504106297
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell01,6,216.0,best_window_only,consolidated_window_availability,narrow_36_385,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8441512446516494,0.8547653715500454,0.010614126898396026,0.7211199999801465,167.8795650000211,168.60068500000125,8231.1611328125,5,0.011257970504106297
