dataset,protocol,test_cell,row_index,cycle_number,stress_scenario,scenario_family,allowed_windows,removed_feature_group,measurement_source,model,window,selected_model,selected_window,mode,availability,true_soh,pred_soh,abs_error,feature_assembly_time_ms,inference_time_ms,total_update_time_ms,model_size_kb,n_experts,measurement_val_rmse
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,8,328.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7980324581823464,0.7984834724590131,0.0004510142766667169,1.511251000010816,396.568625999862,398.0798769998728,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,9,358.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.768157638181114,0.7591253317815946,0.009032306399519463,1.3756910000211064,391.57807699984915,392.95376799987025,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,10,399.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7490256379139131,0.7383028053150755,0.01072283259883755,1.5467400000943599,402.93205700004364,404.478797000138,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,11,440.0,all_windows_available,consolidated_window_availability,full_32_42;medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7210822066507926,0.7121271644157713,0.008955042235021304,1.3908099999753176,404.53364800009695,405.92445800007226,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,0,0.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,1.0,0.9975870521110759,0.0024129478889240996,0.4184009999335103,68.64233400006015,69.06073499999366,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,1,41.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.9310613545508472,0.9198977870295499,0.011163567521297213,0.5623400002150447,76.8406249999316,77.40296500014665,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,2,82.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.9089859115233752,0.9014794974282908,0.007506414095084346,0.4387100000258215,74.17128500014769,74.60999500017351,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,3,123.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.8865421152322174,0.8781975862402718,0.008344528991945599,0.4389899997931934,76.57590500002698,77.01489499982017,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,4,164.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.873160251745968,0.8729130563634461,0.0002471953825219364,0.6045799998446455,81.0976949999258,81.70227499977045,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,5,205.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.8458324888319178,0.8457984135869425,3.407524497522907e-05,0.5401000000802014,73.24327499986794,73.78337499994814,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,6,246.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.8358083845187304,0.8395505520481419,0.0037421675294114776,0.5668010001045332,81.12742499997694,81.69422600008147,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,7,287.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.8137204558005094,0.8098896888189133,0.003830766981596123,0.42026999994959624,77.05506499996773,77.47533499991732,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,8,328.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.7980324581823464,0.8025282686779931,0.004495810495646735,0.5050499999015301,79.30740599999808,79.81245599989961,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,9,358.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.768157638181114,0.7593995921651594,0.008758046015954646,0.5566400000134308,70.32463500013364,70.88127500014707,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,10,399.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.7490256379139131,0.7419860448388854,0.007039593075027661,0.5270609999570297,75.68924499992136,76.21630599987839,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,11,440.0,best_window_only,consolidated_window_availability,full_32_42,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,measurement_update,1.0,0.7210822066507926,0.7109110567922148,0.01017114985857781,0.5104600002141524,76.03859499999999,76.54905500021414,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,0,0.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.996943352408068,0.003056647591932027,0.7425400001466187,155.60606000008192,156.34860000022854,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,1,41.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9310613545508472,0.9184561260136848,0.012605228537162394,0.8389499998884276,153.05459100000007,153.8935409998885,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,2,82.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9089859115233752,0.9024679192790466,0.006517992244328585,0.9875999999167107,156.36713999992935,157.35473999984606,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,3,123.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8865421152322174,0.8787418024248981,0.0078003128073192984,0.6565000001046428,154.02803000006315,154.6845300001678,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,4,164.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.873160251745968,0.8721469928113434,0.0010132589346245613,0.8207799999127019,155.7510210000146,156.5718009999273,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,5,205.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8458324888319178,0.8446200260032253,0.0012124628286924732,0.9308399999099493,155.77762099997017,156.70846099988012,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,6,246.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8358083845187304,0.8393075409598292,0.003499156441098772,0.8262500000455475,162.91337999996358,163.73963000000913,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,7,287.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8137204558005094,0.8105722532895878,0.003148202510921627,0.8658110000396846,160.34692199991696,161.21273299995664,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,8,328.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7980324581823464,0.8000732878977983,0.0020408297154519417,0.9444110000913497,161.12477199999375,162.0691830000851,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,9,358.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.768157638181114,0.7561942700152169,0.011963368165897159,0.9652310000092257,157.239939999954,158.20517099996323,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,10,399.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7490256379139131,0.7386307369895486,0.010394900924364459,1.0327100001177314,157.63070100001642,158.66341100013415,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,11,440.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7210822066507926,0.7105507110063716,0.010531495644421018,0.7702999998855375,147.98339999993004,148.75369999981558,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,0,0.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.996943352408068,0.003056647591932027,0.7465599999250117,145.09189000000333,145.83844999992834,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,1,41.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9310613545508472,0.9184561260136849,0.012605228537162283,0.7859900001676579,157.8074710000692,158.59346100023686,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,2,82.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.9089859115233752,0.9024679192790466,0.006517992244328585,0.8426899998994486,158.02766199999496,158.8703519998944,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,3,123.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8865421152322174,0.8787418024248981,0.0078003128073192984,0.8634599998913473,151.70026000009784,152.5637199999892,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,4,164.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.873160251745968,0.8721469928113434,0.0010132589346245613,0.8049299999584036,162.22859100003006,163.03352099998847,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,5,205.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8458324888319178,0.8446200260032254,0.0012124628286923622,0.8367799998723058,158.27174100013508,159.10852100000739,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,6,246.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8358083845187304,0.8393075409598292,0.003499156441098772,0.6354000001920213,157.37368100008098,158.009081000273,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,7,287.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.8137204558005094,0.8105722532895878,0.003148202510921627,0.6965410000248085,166.44303199996102,167.13957299998583,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,8,328.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7980324581823464,0.8000732878977983,0.0020408297154519417,0.8113999999750376,166.00215099992965,166.8135509999047,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,9,358.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.768157638181114,0.756194270015217,0.011963368165897048,0.8284099999400496,169.6613519998209,170.48976199976096,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,10,399.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7490256379139131,0.7386307369895486,0.010394900924364459,0.738590000082695,155.16373000014028,155.90232000022297,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,11,440.0,best_window_only,consolidated_window_availability,full_32_42,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,0.7210822066507926,0.7105507110063716,0.010531495644421018,0.7253500000388158,153.74834100020962,154.47369100024844,7402.0673828125,5,0.013236629694530194
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,0,0.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,1,41.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.9310613545508472,1.0,0.06893864544915285,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,2,82.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.9089859115233752,1.0,0.09101408847662484,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,3,123.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.8865421152322174,1.0,0.11345788476778262,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,4,164.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.873160251745968,1.0,0.126839748254032,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,5,205.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.8458324888319178,1.0,0.15416751116808225,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,6,246.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.8358083845187304,1.0,0.1641916154812696,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,7,287.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.8137204558005094,1.0,0.18627954419949055,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,8,328.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.7980324581823464,1.0,0.20196754181765364,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,9,358.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.768157638181114,1.0,0.23184236181888596,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,10,399.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.7490256379139131,1.0,0.2509743620860869,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,11,440.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Best-single-selected,Best-single-selected,per_fold_selected,ExtraTrees,full_32_42,prediction_only,0.0,0.7210822066507926,1.0,0.2789177933492074,0.0,0.0,0.0,1868.14453125,1,0.012092062021428374
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,0,0.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.9979554172108476,0.002044582789152427,0.3386299999874609,62.208183999928224,62.546813999915685,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,1,41.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9310613545508472,0.9243071527002669,0.006754201850580288,0.46938000014051795,67.62851500002398,68.0978950001645,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,2,82.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.9089859115233752,0.9037331908651761,0.005252720658199039,0.47098999993977486,82.82962500015856,83.30061500009833,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,3,123.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8865421152322174,0.8808354501893001,0.0057066650429172805,0.5311699999310804,70.65420399999311,71.1853739999242,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,4,164.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.873160251745968,0.8715794426927969,0.0015808090531711505,0.5718699999306409,88.56177600000592,89.13364599993656,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,5,205.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8458324888319178,0.8448690417012783,0.0009634471306394499,0.48708000008446106,71.83561500005453,72.32269500013899,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,6,246.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8358083845187304,0.8395518044552173,0.003743419936486858,0.4801099998985592,76.6907249999349,77.17083499983346,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,7,287.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.8137204558005094,0.8079930615115191,0.005727394288990384,0.48902100002123916,92.20778700000665,92.69680800002789,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,8,328.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7980324581823464,0.7946572406264012,0.0033752175559451647,0.4856799998833594,93.03341600002568,93.51909599990904,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,9,358.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.768157638181114,0.7589384704923238,0.009219167688790275,0.5481099999542494,83.94540600011169,84.49351600006594,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,10,399.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7490256379139131,0.7367929898780818,0.01223264803583124,0.3948500000205968,88.61259599984805,89.00744599986865,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,11,440.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,Fast-MAW-GME-K3-latency-aware,adaptive_windows,measurement_update,1.0,0.7210822066507926,0.7144587511706156,0.006623455480176954,0.5283599998620048,76.01532499984387,76.54368499970587,4311.26171875,3,0.012747373338246814
Dataset 1,BMS-3B_structured_missing_fast_pruned,Cell10,0,0.0,best_window_unavailable,consolidated_window_availability,medium_35_40;narrow_36_385;very_narrow_365_38,none,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,Fast-MAW-GME-K5-latency-aware,adaptive_windows,measurement_update,1.0,1.0,0.9985888744507901,0.0014111255492098573,0.9352099998523045,229.63426599994818,230.5694759998005,7402.0673828125,5,0.013236629694530194
