experiment,window,test_cell,model,exclude_outliers,n_train,n_test,n_features,RMSE,MAE,R2,n_val,seq_len,n_experts
MultiHI-Tabular,medium_32_35,Cell52,RandomForest,False,230.0,58.0,17,0.0014623489300974223,0.0010463879914204641,0.9992536744052863,,,
MultiHI-Tabular,medium_32_35,Cell52,ExtraTrees,False,230.0,58.0,17,0.001475120315690537,0.0010528700051397055,0.9992405814508059,,,
MultiHI-Tabular,medium_32_35,Cell52,HistGB,False,230.0,58.0,17,0.005081882960575527,0.0028523958387836534,0.9909868701118426,,,
MultiHI-Tabular,medium_32_35,Cell52,XGBoost,False,230.0,58.0,17,0.0020553016221412593,0.0017159028180144063,0.9985257285940705,,,
MultiHI-Tabular,medium_32_35,Cell52,LightGBM,False,230.0,58.0,17,0.004994765677834944,0.00327445579629047,0.991293240473128,,,
MultiHI-Tabular,medium_32_35,Cell52,CatBoost,False,230.0,58.0,17,0.0034894182587643595,0.00281990898044866,0.995750553452409,,,
MultiHI-Tabular,medium_32_35,Cell53,Ridge,False,230.0,58.0,17,0.004251359899832346,0.003216095834902271,0.9937564363002352,,,
MultiHI-Tabular,medium_32_35,Cell53,ElasticNet,False,230.0,58.0,17,0.004322066297504167,0.003134924749544873,0.9935470299109519,,,
MultiHI-Tabular,medium_32_35,Cell53,SVR-RBF,False,230.0,58.0,17,0.006426278669110554,0.003354774794985058,0.9857342071961323,,,
MultiHI-Tabular,medium_32_35,Cell53,KNN,False,230.0,58.0,17,0.007857865289476733,0.005966415189627661,0.9786702403449465,,,
MultiHI-Tabular,medium_32_35,Cell53,RandomForest,False,230.0,58.0,17,0.001527709664612798,0.00110850331811348,0.9991937709260807,,,
MultiHI-Tabular,medium_32_35,Cell53,ExtraTrees,False,230.0,58.0,17,0.0019700446009988147,0.001171998527260756,0.9986593083012054,,,
MultiHI-Tabular,medium_32_35,Cell53,HistGB,False,230.0,58.0,17,0.0037375408077573694,0.002073414521450116,0.9951744292258096,,,
MultiHI-Tabular,medium_32_35,Cell53,XGBoost,False,230.0,58.0,17,0.0013038382842283974,0.0008562111703841679,0.9994127483289962,,,
MultiHI-Tabular,medium_32_35,Cell53,LightGBM,False,230.0,58.0,17,0.0034221325726521614,0.0017763472259574213,0.9959545162286892,,,
MultiHI-Tabular,medium_32_35,Cell53,CatBoost,False,230.0,58.0,17,0.004760305656400127,0.0033528049394594265,0.9921720781339254,,,
MultiHI-Tabular,medium_32_35,Cell54,Ridge,False,230.0,58.0,17,0.016995543423773494,0.016546430851927467,0.8976772127387096,,,
MultiHI-Tabular,medium_32_35,Cell54,ElasticNet,False,230.0,58.0,17,0.008028609175991614,0.007326683607248128,0.9771659532605195,,,
MultiHI-Tabular,medium_32_35,Cell54,SVR-RBF,False,230.0,58.0,17,0.006460299662016342,0.0048308870455170076,0.9852154681449871,,,
MultiHI-Tabular,medium_32_35,Cell54,KNN,False,230.0,58.0,17,0.006648445096145517,0.005323949343256757,0.9843417787955108,,,
MultiHI-Tabular,medium_32_35,Cell54,RandomForest,False,230.0,58.0,17,0.0019022928151927628,0.0011625923810577473,0.9987180916216523,,,
MultiHI-Tabular,medium_32_35,Cell54,ExtraTrees,False,230.0,58.0,17,0.0018200204976284858,0.001258002437670296,0.9988265764253995,,,
MultiHI-Tabular,medium_32_35,Cell54,HistGB,False,230.0,58.0,17,0.004404904322302766,0.002454514491886062,0.9931265431577783,,,
MultiHI-Tabular,medium_32_35,Cell54,XGBoost,False,230.0,58.0,17,0.0030793754409555313,0.0017856791345268435,0.9966408644091015,,,
MultiHI-Tabular,medium_32_35,Cell54,LightGBM,False,230.0,58.0,17,0.005641409098599784,0.0033318702320821823,0.9887260153265,,,
MultiHI-Tabular,medium_32_35,Cell54,CatBoost,False,230.0,58.0,17,0.0038843493566774485,0.0026180630346954764,0.9946551094386532,,,
MultiHI-Tabular,medium_32_35,Cell55,Ridge,False,231.0,57.0,17,0.011699712239666317,0.010955776110295924,0.9496283699054759,,,
MultiHI-Tabular,medium_32_35,Cell55,ElasticNet,False,231.0,57.0,17,0.010046607535938014,0.009577700594170032,0.9628572102976305,,,
MultiHI-Tabular,medium_32_35,Cell55,SVR-RBF,False,231.0,57.0,17,0.0056710345285313915,0.005311221960954869,0.988165218936836,,,
MultiHI-Tabular,medium_32_35,Cell55,KNN,False,231.0,57.0,17,0.010715518247848343,0.007901386308344074,0.9577465664861173,,,
MultiHI-Tabular,medium_32_35,Cell55,RandomForest,False,231.0,57.0,17,0.0037073478551486383,0.002343954145488589,0.9949421922282928,,,
MultiHI-Tabular,medium_32_35,Cell55,ExtraTrees,False,231.0,57.0,17,0.004466386058365003,0.0030052908072714687,0.9926591193458183,,,
MultiHI-Tabular,medium_32_35,Cell55,HistGB,False,231.0,57.0,17,0.006363258572263117,0.0035782033182190963,0.9850997077182109,,,
MultiHI-Tabular,medium_32_35,Cell55,XGBoost,False,231.0,57.0,17,0.004355210626539586,0.002881259219881522,0.9930200233233356,,,
MultiHI-Tabular,medium_32_35,Cell55,LightGBM,False,231.0,57.0,17,0.007504708479166556,0.005123908222739797,0.9792745819935953,,,
MultiHI-Tabular,medium_32_35,Cell55,CatBoost,False,231.0,57.0,17,0.008603362086549748,0.00713657067522382,0.9727621986838342,,,
MultiHI-Tabular,narrow_33_345,Cell51,Ridge,False,231.0,57.0,17,0.007361299805424017,0.006262462711396755,0.9819125219107885,,,
MultiHI-Tabular,narrow_33_345,Cell51,ElasticNet,False,231.0,57.0,17,0.006832075773771718,0.005498767755458013,0.98441975238958,,,
MultiHI-Tabular,narrow_33_345,Cell51,SVR-RBF,False,231.0,57.0,17,0.010662801086230793,0.005528598309849102,0.9620500138512444,,,
MultiHI-Tabular,narrow_33_345,Cell51,KNN,False,231.0,57.0,17,0.013415309420654073,0.009907909630189803,0.9399282346851277,,,
MultiHI-Tabular,narrow_33_345,Cell51,RandomForest,False,231.0,57.0,17,0.003792388086771427,0.0022090339953530383,0.9951994106879798,,,
MultiHI-Tabular,narrow_33_345,Cell51,ExtraTrees,False,231.0,57.0,17,0.004341541525565748,0.002740460496227789,0.993708460534699,,,
MultiHI-Tabular,narrow_33_345,Cell51,HistGB,False,231.0,57.0,17,0.005649534468280181,0.00326660066314841,0.9893464504061125,,,
MultiHI-Tabular,narrow_33_345,Cell51,XGBoost,False,231.0,57.0,17,0.004724037109359649,0.002915708211592266,0.9925510405917811,,,
MultiHI-Tabular,narrow_33_345,Cell51,LightGBM,False,231.0,57.0,17,0.00555317379407287,0.003334281013647949,0.9897067733050651,,,
MultiHI-Tabular,narrow_33_345,Cell51,CatBoost,False,231.0,57.0,17,0.008348408306026109,0.006866929178882824,0.9767364295831255,,,
MultiHI-Tabular,narrow_33_345,Cell52,Ridge,False,230.0,58.0,17,0.0040804405155302256,0.0031357666890339253,0.994189139968721,,,
MultiHI-Tabular,narrow_33_345,Cell52,ElasticNet,False,230.0,58.0,17,0.004752924969191417,0.003515320315548968,0.9921159707067021,,,
MultiHI-Tabular,narrow_33_345,Cell52,SVR-RBF,False,230.0,58.0,17,0.0020025371363007857,0.001525597837985301,0.9986004530581248,,,
MultiHI-Tabular,narrow_33_345,Cell52,KNN,False,230.0,58.0,17,0.0057235547218116535,0.0044023669488336805,0.9885670582431266,,,
MultiHI-Tabular,narrow_33_345,Cell52,RandomForest,False,230.0,58.0,17,0.0015245633705409723,0.0011017830041160101,0.9991888199250505,,,
MultiHI-Tabular,narrow_33_345,Cell52,ExtraTrees,False,230.0,58.0,17,0.0014150331000259185,0.0010869758068693582,0.9993011893581453,,,
MultiHI-Tabular,narrow_33_345,Cell52,HistGB,False,230.0,58.0,17,0.004152677955094784,0.0026105325269884096,0.9939815754957033,,,
MultiHI-Tabular,narrow_33_345,Cell52,XGBoost,False,230.0,58.0,17,0.002372190182250719,0.0018356402928013029,0.998036073091403,,,
MultiHI-Tabular,narrow_33_345,Cell52,LightGBM,False,230.0,58.0,17,0.004426636727183264,0.0031514068940381905,0.9931612917215173,,,
MultiHI-Tabular,narrow_33_345,Cell52,CatBoost,False,230.0,58.0,17,0.003277836371655119,0.0027057042906717247,0.9962502626194312,,,
MultiHI-Tabular,narrow_33_345,Cell53,Ridge,False,230.0,58.0,17,0.004494580781637233,0.0033920356744797367,0.9930216108499389,,,
MultiHI-Tabular,narrow_33_345,Cell53,ElasticNet,False,230.0,58.0,17,0.005156643249764218,0.003832107135847885,0.9908143270851687,,,
MultiHI-Tabular,narrow_33_345,Cell53,SVR-RBF,False,230.0,58.0,17,0.0023629902841977263,0.001977749147913235,0.9980711401407834,,,
MultiHI-Tabular,narrow_33_345,Cell53,KNN,False,230.0,58.0,17,0.009872281600876071,0.00735276188984859,0.9663324221501075,,,
MultiHI-Tabular,narrow_33_345,Cell53,RandomForest,False,230.0,58.0,17,0.001956031059396321,0.0012909926151726985,0.9986783139795633,,,
MultiHI-Tabular,narrow_33_345,Cell53,ExtraTrees,False,230.0,58.0,17,0.0019098281731889607,0.0012664328194149145,0.9987400149429823,,,
MultiHI-Tabular,narrow_33_345,Cell53,HistGB,False,230.0,58.0,17,0.0036574714087251707,0.002223193753956017,0.9953789711174093,,,
MultiHI-Tabular,narrow_33_345,Cell53,XGBoost,False,230.0,58.0,17,0.001674179975558241,0.0011325698449137012,0.9990317643043862,,,
MultiHI-Tabular,narrow_33_345,Cell53,LightGBM,False,230.0,58.0,17,0.0038513425806494936,0.002374253167202486,0.9948760945666394,,,
MultiHI-Tabular,narrow_33_345,Cell53,CatBoost,False,230.0,58.0,17,0.004942478273995026,0.003477470547664517,0.9915614788899734,,,
MultiHI-Tabular,narrow_33_345,Cell54,Ridge,False,230.0,58.0,17,0.0048473012982140525,0.0035944817621227825,0.9916765709555678,,,
MultiHI-Tabular,narrow_33_345,Cell54,ElasticNet,False,230.0,58.0,17,0.004171237602922607,0.003464338774639613,0.993836433179111,,,
MultiHI-Tabular,narrow_33_345,Cell54,SVR-RBF,False,230.0,58.0,17,0.0073425464734346,0.004643437839943566,0.9809016583222424,,,
MultiHI-Tabular,narrow_33_345,Cell54,KNN,False,230.0,58.0,17,0.009660498337795573,0.006708767449088675,0.9669401170930185,,,
MultiHI-Tabular,narrow_33_345,Cell54,RandomForest,False,230.0,58.0,17,0.0016413904005481445,0.0010390689934822327,0.9990456096726367,,,
MultiHI-Tabular,narrow_33_345,Cell54,ExtraTrees,False,230.0,58.0,17,0.0015732265465718928,0.0011750485050296565,0.9991232318137643,,,
MultiHI-Tabular,narrow_33_345,Cell54,HistGB,False,230.0,58.0,17,0.0039038447310427386,0.0020237584310764333,0.9946013232716496,,,
MultiHI-Tabular,narrow_33_345,Cell54,XGBoost,False,230.0,58.0,17,0.0028620589545499844,0.0017032559339805588,0.997098253952285,,,
MultiHI-Tabular,narrow_33_345,Cell54,LightGBM,False,230.0,58.0,17,0.005192199568936759,0.0026336579654323835,0.9904499640955109,,,
MultiHI-Tabular,narrow_33_345,Cell54,CatBoost,False,230.0,58.0,17,0.004503534673982869,0.003423299159178546,0.9928152895150806,,,
MultiHI-Tabular,narrow_33_345,Cell55,Ridge,False,231.0,57.0,17,0.010297651799987092,0.009785210458799393,0.9609777730429565,,,
MultiHI-Tabular,narrow_33_345,Cell55,ElasticNet,False,231.0,57.0,17,0.009896433046286787,0.009388896241078911,0.9639593158308398,,,
MultiHI-Tabular,narrow_33_345,Cell55,SVR-RBF,False,231.0,57.0,17,0.01123632794078463,0.005733866517227803,0.9535394382042925,,,
MultiHI-Tabular,narrow_33_345,Cell55,KNN,False,231.0,57.0,17,0.012032089478202846,0.009078712512465883,0.9467257001254785,,,
MultiHI-Tabular,narrow_33_345,Cell55,RandomForest,False,231.0,57.0,17,0.004615565372727784,0.00276037006283469,0.9921605524633914,,,
MultiHI-Tabular,narrow_33_345,Cell55,ExtraTrees,False,231.0,57.0,17,0.004839731991591493,0.002997059559110172,0.9913805754961263,,,
MultiHI-Tabular,narrow_33_345,Cell55,HistGB,False,231.0,57.0,17,0.006619096214916672,0.004006788220789964,0.9838774759622565,,,
MultiHI-Tabular,narrow_33_345,Cell55,XGBoost,False,231.0,57.0,17,0.005390458147864069,0.0033809804447993176,0.9893073093601515,,,
MultiHI-Tabular,narrow_33_345,Cell55,LightGBM,False,231.0,57.0,17,0.007159096133131842,0.004615886526242076,0.9811395507406944,,,
MultiHI-Tabular,narrow_33_345,Cell55,CatBoost,False,231.0,57.0,17,0.008465649446469261,0.006689797337570819,0.973627202096977,,,
MultiHI-Tabular,paper_335_350,Cell51,Ridge,False,231.0,57.0,17,0.004319157620485039,0.003368079339385709,0.993773168510521,,,
MultiHI-Tabular,paper_335_350,Cell51,ElasticNet,False,231.0,57.0,17,0.004049905430281497,0.0028075198428550684,0.9945253196037548,,,
MultiHI-Tabular,paper_335_350,Cell51,SVR-RBF,False,231.0,57.0,17,0.0067683538733292106,0.0041064469455210275,0.9847090270247935,,,
MultiHI-Tabular,paper_335_350,Cell51,KNN,False,231.0,57.0,17,0.009997280844285633,0.00763530408413981,0.9666394815251678,,,
MultiHI-Tabular,paper_335_350,Cell51,RandomForest,False,231.0,57.0,17,0.002967072725186033,0.0016546868280304218,0.9970615020688776,,,
MultiHI-Tabular,paper_335_350,Cell51,ExtraTrees,False,231.0,57.0,17,0.002885564252271337,0.0017881728198428496,0.9972207315024119,,,
MultiHI-Tabular,paper_335_350,Cell51,HistGB,False,231.0,57.0,17,0.005090833251895066,0.0030325595485500008,0.9913493896422777,,,
MultiHI-Tabular,paper_335_350,Cell51,XGBoost,False,231.0,57.0,17,0.004041344115085633,0.0025756058844041917,0.9945484415873487,,,
MultiHI-Tabular,paper_335_350,Cell51,LightGBM,False,231.0,57.0,17,0.005045356924215298,0.002983292576086086,0.9915032508524431,,,
MultiHI-Tabular,paper_335_350,Cell51,CatBoost,False,231.0,57.0,17,0.005331945686193176,0.004113400383449833,0.9905105631443356,,,
MultiHI-Tabular,paper_335_350,Cell52,Ridge,False,230.0,58.0,17,0.0055723432088101875,0.004290167420189234,0.9891631758244132,,,
MultiHI-Tabular,paper_335_350,Cell52,ElasticNet,False,230.0,58.0,17,0.005991867710789939,0.004532827194607939,0.9874700094032209,,,
MultiHI-Tabular,paper_335_350,Cell52,SVR-RBF,False,230.0,58.0,17,0.012649251184738685,0.0065080998363834675,0.9441586452822783,,,
MultiHI-Tabular,paper_335_350,Cell52,KNN,False,230.0,58.0,17,0.015190936641534156,0.008375810804609175,0.9194630057597919,,,
MultiHI-Tabular,paper_335_350,Cell52,RandomForest,False,230.0,58.0,17,0.0023104606770764126,0.0016313649299254979,0.9981369544414931,,,
MultiHI-Tabular,paper_335_350,Cell52,ExtraTrees,False,230.0,58.0,17,0.0019349632927165759,0.0014249298800414248,0.9986933123887224,,,
MultiHI-Tabular,paper_335_350,Cell52,HistGB,False,230.0,58.0,17,0.004385516741661301,0.0025585131658112208,0.9932877540917655,,,
MultiHI-Tabular,paper_335_350,Cell52,XGBoost,False,230.0,58.0,17,0.002726618602884953,0.0022104404518670795,0.9974053720077325,,,
MultiHI-Tabular,paper_335_350,Cell52,LightGBM,False,230.0,58.0,17,0.004376824314501435,0.002995223282352556,0.9933143360839265,,,
MultiHI-Tabular,paper_335_350,Cell52,CatBoost,False,230.0,58.0,17,0.003636405126956143,0.00297005010570295,0.9953850092477227,,,
MultiHI-Tabular,paper_335_350,Cell53,Ridge,False,230.0,58.0,17,0.00354338124177398,0.0026229577771347576,0.995662768864223,,,
MultiHI-Tabular,paper_335_350,Cell53,ElasticNet,False,230.0,58.0,17,0.004947077297328044,0.003554408084725848,0.9915457673341987,,,
MultiHI-Tabular,paper_335_350,Cell53,SVR-RBF,False,230.0,58.0,17,0.007326262448441531,0.0031190741292897563,0.9814586330971873,,,
MultiHI-Tabular,paper_335_350,Cell53,KNN,False,230.0,58.0,17,0.00929895455189689,0.0072936454564041615,0.9701293238363359,,,
MultiHI-Tabular,paper_335_350,Cell53,RandomForest,False,230.0,58.0,17,0.0015600860432333288,0.0011204623314917308,0.9991592363894906,,,
MultiHI-Tabular,paper_335_350,Cell53,ExtraTrees,False,230.0,58.0,17,0.0013421768905548825,0.000958402405601736,0.9993777049919816,,,
MultiHI-Tabular,paper_335_350,Cell53,HistGB,False,230.0,58.0,17,0.003961891564444864,0.002182409610370023,0.9945777195904254,,,
MultiHI-Tabular,paper_335_350,Cell53,XGBoost,False,230.0,58.0,17,0.0011698233101588844,0.0007906106009603811,0.9995272654487164,,,
MultiHI-Tabular,paper_335_350,Cell53,LightGBM,False,230.0,58.0,17,0.004098152723490386,0.0025289794035966524,0.9941983292141838,,,
MultiHI-Tabular,paper_335_350,Cell53,CatBoost,False,230.0,58.0,17,0.003963570258452348,0.002856361306368487,0.9945731236655436,,,
MultiHI-Tabular,paper_335_350,Cell54,Ridge,False,230.0,58.0,17,0.004729013032788808,0.003521452656853276,0.9920778461436587,,,
MultiHI-Tabular,paper_335_350,Cell54,ElasticNet,False,230.0,58.0,17,0.004313512904487917,0.0034267568137112997,0.9934088005432352,,,
MultiHI-Tabular,paper_335_350,Cell54,SVR-RBF,False,230.0,58.0,17,0.009664147988069971,0.005519718282449678,0.9669151329155826,,,
MultiHI-Tabular,paper_335_350,Cell54,KNN,False,230.0,58.0,17,0.009826125048062958,0.006937901749884629,0.9657967933607391,,,
MultiHI-Tabular,paper_335_350,Cell54,RandomForest,False,230.0,58.0,17,0.001763220901402255,0.0011252083443078276,0.9988986744833003,,,
MultiHI-Tabular,paper_335_350,Cell54,ExtraTrees,False,230.0,58.0,17,0.001318221663322428,0.0009433732701161098,0.999384427599626,,,
MultiHI-Tabular,paper_335_350,Cell54,HistGB,False,230.0,58.0,17,0.003936756517653792,0.002038598079377287,0.9945099112999012,,,
MultiHI-Tabular,paper_335_350,Cell54,XGBoost,False,230.0,58.0,17,0.0028047284236881057,0.0016629479276071854,0.9972133406508716,,,
MultiHI-Tabular,paper_335_350,Cell54,LightGBM,False,230.0,58.0,17,0.0047899869756160614,0.0025035720107014605,0.9918722391621959,,,
MultiHI-Tabular,paper_335_350,Cell54,CatBoost,False,230.0,58.0,17,0.006487525142233784,0.004349728765696266,0.9850905934001031,,,
MultiHI-Tabular,paper_335_350,Cell55,Ridge,False,231.0,57.0,17,0.009958947038194887,0.00935006095277413,0.9635025526566964,,,
MultiHI-Tabular,paper_335_350,Cell55,ElasticNet,False,231.0,57.0,17,0.010043713921783028,0.009425241364611979,0.9628786028769578,,,
MultiHI-Tabular,paper_335_350,Cell55,SVR-RBF,False,231.0,57.0,17,0.0059728406041293395,0.0036594312242925423,0.9868720324351834,,,
MultiHI-Tabular,paper_335_350,Cell55,KNN,False,231.0,57.0,17,0.011345933514383092,0.009123490210378832,0.9526286115828607,,,
MultiHI-Tabular,paper_335_350,Cell55,RandomForest,False,231.0,57.0,17,0.0036309272492605466,0.0021956137947741605,0.9951485591617047,,,
MultiHI-Tabular,paper_335_350,Cell55,ExtraTrees,False,231.0,57.0,17,0.003971787134399361,0.002292401885490029,0.9941949284836856,,,
MultiHI-Tabular,paper_335_350,Cell55,HistGB,False,231.0,57.0,17,0.00495998298405191,0.002864200179329139,0.9909469270855779,,,
MultiHI-Tabular,paper_335_350,Cell55,XGBoost,False,231.0,57.0,17,0.004269098537852329,0.002656461087029578,0.9932933135401316,,,
MultiHI-Tabular,paper_335_350,Cell55,LightGBM,False,231.0,57.0,17,0.006315041271108309,0.003976045599482287,0.9853246647442271,,,
MultiHI-Tabular,paper_335_350,Cell55,CatBoost,False,231.0,57.0,17,0.008277201869713693,0.00640608868154384,0.9747882646622038,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,Ridge,False,231.0,57.0,17,0.0069959446013286,0.006200375067649522,0.9836633979440274,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,ElasticNet,False,231.0,57.0,17,0.003290441169236174,0.002800663213347127,0.9963860905451855,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,SVR-RBF,False,231.0,57.0,17,0.01686296840618003,0.013462666966716438,0.9050845176122428,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,KNN,False,231.0,57.0,17,0.01245783402131695,0.009440161059295456,0.9481970982698161,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,RandomForest,False,231.0,57.0,17,0.003981516283198569,0.00226544619665242,0.9947086559721826,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,ExtraTrees,False,231.0,57.0,17,0.004053457755315128,0.0023689942502058245,0.994515711293745,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,HistGB,False,231.0,57.0,17,0.005023989046397492,0.003272924423174097,0.991575068580353,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,XGBoost,False,231.0,57.0,17,0.004487587159078803,0.0027258365673429943,0.9932780573954976,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,LightGBM,False,231.0,57.0,17,0.004755722622397336,0.0030908785925573977,0.9924507807349416,,,
MultiHI-Tabular,very_narrow_335_340,Cell51,CatBoost,False,231.0,57.0,17,0.004927151720114244,0.0032859173311632,0.9918967194028089,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,Ridge,False,230.0,58.0,17,0.005691538104194287,0.004992137182189016,0.9886946084622107,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,ElasticNet,False,230.0,58.0,17,0.005153603067010177,0.004370614323253736,0.9907306721281559,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,SVR-RBF,False,230.0,58.0,17,0.004417689674268702,0.002832141514016162,0.993188908376867,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,KNN,False,230.0,58.0,17,0.008678354722272264,0.006653221046631925,0.97371541601794,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,RandomForest,False,230.0,58.0,17,0.0016811810582419999,0.001147255012988442,0.9990135949461942,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,ExtraTrees,False,230.0,58.0,17,0.0018025023365894875,0.0012630924115624989,0.9988660915674354,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,HistGB,False,230.0,58.0,17,0.004689216342103767,0.002458437909367984,0.9923259106397169,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,XGBoost,False,230.0,58.0,17,0.0029595019040682016,0.002397332402477355,0.9969432243880252,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,LightGBM,False,230.0,58.0,17,0.005264139738738348,0.0031493633724555556,0.9903287829356624,,,
MultiHI-Tabular,very_narrow_335_340,Cell52,CatBoost,False,230.0,58.0,17,0.003916869687831306,0.003190236654223713,0.9946456771000167,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,Ridge,False,230.0,58.0,17,0.004726680793487669,0.0037755222537067573,0.9922822740769972,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,ElasticNet,False,230.0,58.0,17,0.004569384061327732,0.0035255794376745737,0.9927873953377336,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,SVR-RBF,False,230.0,58.0,17,0.004665905462376864,0.003199612744171048,0.9924794660938697,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,KNN,False,230.0,58.0,17,0.012085616712751476,0.00932493433944224,0.949543811920701,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,RandomForest,False,230.0,58.0,17,0.0015937182251926688,0.0011542731992562347,0.9991225954514098,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,ExtraTrees,False,230.0,58.0,17,0.0013926818682643005,0.001020026885072687,0.9993299909850537,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,HistGB,False,230.0,58.0,17,0.0039559312684312314,0.002139816571676133,0.9945940219479127,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,XGBoost,False,230.0,58.0,17,0.0012583845596354454,0.000864318957998776,0.999452979546752,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,LightGBM,False,230.0,58.0,17,0.003943358841501968,0.0021582205135699203,0.9946283290462631,,,
MultiHI-Tabular,very_narrow_335_340,Cell53,CatBoost,False,230.0,58.0,17,0.003349975446825328,0.002197597274720694,0.9961233191297115,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,Ridge,False,230.0,58.0,17,0.012850966649708428,0.004064588770857726,0.9414975783224375,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,ElasticNet,False,230.0,58.0,17,0.012880294154806482,0.004135810394417827,0.9412302540235606,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,SVR-RBF,False,230.0,58.0,17,0.020275460699772173,0.009968969221972919,0.8543723930689796,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,KNN,False,230.0,58.0,17,0.022330472129508203,0.012815916447287166,0.8233563371598244,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,RandomForest,False,230.0,58.0,17,0.0018963657434666208,0.0012749470048027344,0.9987260673929551,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,ExtraTrees,False,230.0,58.0,17,0.001902688097202007,0.0012929735186084895,0.9987175588246389,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,HistGB,False,230.0,58.0,17,0.004997384386929623,0.002328360541220159,0.9911531683689778,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,XGBoost,False,230.0,58.0,17,0.0024702291199831835,0.001418899026995592,0.9978383930656975,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,LightGBM,False,230.0,58.0,17,0.005595386443033533,0.0028301408942127577,0.9889092115024616,,,
MultiHI-Tabular,very_narrow_335_340,Cell54,CatBoost,False,230.0,58.0,17,0.005231973865895324,0.002809591960349997,0.9903030895989003,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,Ridge,False,231.0,57.0,17,0.008001619313734295,0.007289321527238268,0.9764391249539339,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,ElasticNet,False,231.0,57.0,17,0.008144509340431743,0.007466902745945897,0.9755901283146375,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,SVR-RBF,False,231.0,57.0,17,0.005835668574974722,0.004707435159962905,0.9874681010835633,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,KNN,False,231.0,57.0,17,0.010747101740917413,0.007761000735336525,0.9574971193388504,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,RandomForest,False,231.0,57.0,17,0.0035774215783922533,0.0021408533703382747,0.9952904881979466,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,ExtraTrees,False,231.0,57.0,17,0.0038531655628276,0.0025515682280510908,0.9945364995216629,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,HistGB,False,231.0,57.0,17,0.005665255619980708,0.003508982129133484,0.9881893264504135,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,XGBoost,False,231.0,57.0,17,0.005382451776298657,0.003495874529136381,0.9893390491768955,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,LightGBM,False,231.0,57.0,17,0.005774761298094133,0.0037748777657939624,0.9877283285465405,,,
MultiHI-Tabular,very_narrow_335_340,Cell55,CatBoost,False,231.0,57.0,17,0.006975639471723947,0.005498142454059701,0.982093788988963,,,
MultiHI-Tabular,full_27_36,Cell51,Ridge,True,231.0,57.0,17,0.013276496397053424,0.011710845647066115,0.9411649711822617,,,
MultiHI-Tabular,full_27_36,Cell51,ElasticNet,True,231.0,57.0,17,0.010307959702754483,0.008734073089193694,0.9645338186211958,,,
MultiHI-Tabular,full_27_36,Cell51,SVR-RBF,True,231.0,57.0,17,0.018431105322894433,0.010790280287967231,0.8866107798602159,,,
MultiHI-Tabular,full_27_36,Cell51,KNN,True,231.0,57.0,17,0.033428496429317806,0.020542800722312456,0.6270052726502058,,,
MultiHI-Tabular,full_27_36,Cell51,RandomForest,True,231.0,57.0,17,0.0050867138661456,0.002879297705358513,0.9913633837299545,,,
