scenario,scenario_description,exclude_outliers,test_cell,window,model_name,n_features,val_rmse,weight
all_windows_available,All voltage-window features are available.,True,Cell52,medium_32_35,XGBoost,13,0.00554190439900767,0.033038793806879754
all_windows_available,All voltage-window features are available.,True,Cell52,medium_32_35,LightGBM,13,0.007705673481709386,0.023761444076804313
all_windows_available,All voltage-window features are available.,True,Cell52,medium_32_35,CatBoost,13,0.010392529813693383,0.017618231000947348
all_windows_available,All voltage-window features are available.,True,Cell52,narrow_33_345,Ridge,13,0.011437497753014928,0.01600857206640386
all_windows_available,All voltage-window features are available.,True,Cell52,narrow_33_345,ExtraTrees,13,0.005728571696295498,0.031962216274683916
all_windows_available,All voltage-window features are available.,True,Cell52,narrow_33_345,RandomForest,13,0.0060213469736350575,0.030408123605011425
all_windows_available,All voltage-window features are available.,True,Cell52,narrow_33_345,HistGB,13,0.008948052590206652,0.020462325255143722
all_windows_available,All voltage-window features are available.,True,Cell52,narrow_33_345,XGBoost,13,0.007066472636204762,0.025910792759342282
all_windows_available,All voltage-window features are available.,True,Cell52,narrow_33_345,LightGBM,13,0.009137815598591253,0.02003738910845704
all_windows_available,All voltage-window features are available.,True,Cell52,narrow_33_345,CatBoost,13,0.010257642344217065,0.017849909606988894
all_windows_available,All voltage-window features are available.,True,Cell52,paper_335_350,Ridge,13,0.009796034456308098,0.018691030644137952
all_windows_available,All voltage-window features are available.,True,Cell52,paper_335_350,ExtraTrees,13,0.004306508553861156,0.04251651649335852
all_windows_available,All voltage-window features are available.,True,Cell52,paper_335_350,RandomForest,13,0.003881172339098708,0.047175873516602566
all_windows_available,All voltage-window features are available.,True,Cell52,paper_335_350,HistGB,13,0.006459768589539214,0.02834434099965848
all_windows_available,All voltage-window features are available.,True,Cell52,paper_335_350,XGBoost,13,0.004490270120280921,0.04077655785820715
all_windows_available,All voltage-window features are available.,True,Cell52,paper_335_350,LightGBM,13,0.006551350800049367,0.027948112264373014
all_windows_available,All voltage-window features are available.,True,Cell52,paper_335_350,CatBoost,13,0.007761644456343651,0.02359009514711712
all_windows_available,All voltage-window features are available.,True,Cell52,very_narrow_335_340,Ridge,13,0.0071518564994496,0.025601452031897325
all_windows_available,All voltage-window features are available.,True,Cell52,very_narrow_335_340,ExtraTrees,13,0.003822264406156516,0.047902936228041905
all_windows_available,All voltage-window features are available.,True,Cell52,very_narrow_335_340,RandomForest,13,0.0035679610377196093,0.05131716742891937
all_windows_available,All voltage-window features are available.,True,Cell52,very_narrow_335_340,HistGB,13,0.006379425906598354,0.028701309928486143
all_windows_available,All voltage-window features are available.,True,Cell52,very_narrow_335_340,XGBoost,13,0.005449792371985601,0.0335972122705583
all_windows_available,All voltage-window features are available.,True,Cell52,very_narrow_335_340,LightGBM,13,0.006378922456254986,0.028703575148323116
all_windows_available,All voltage-window features are available.,True,Cell52,very_narrow_335_340,CatBoost,13,0.006031297498588192,0.03035795591039786
all_windows_available,All voltage-window features are available.,True,Cell53,full_27_36,Ridge,13,0.02070074653847356,0.008794463221732263
all_windows_available,All voltage-window features are available.,True,Cell53,full_27_36,ExtraTrees,13,0.005999598751488856,0.030343985679809803
all_windows_available,All voltage-window features are available.,True,Cell53,full_27_36,RandomForest,13,0.006037718677710789,0.030152405276459796
all_windows_available,All voltage-window features are available.,True,Cell53,full_27_36,HistGB,13,0.007790677565330259,0.023367904374679147
all_windows_available,All voltage-window features are available.,True,Cell53,full_27_36,XGBoost,13,0.005371394161744579,0.033892821422045194
all_windows_available,All voltage-window features are available.,True,Cell53,full_27_36,LightGBM,13,0.007608651303766194,0.023926947825831844
all_windows_available,All voltage-window features are available.,True,Cell53,full_27_36,CatBoost,13,0.01043613390259089,0.01744437828175625
all_windows_available,All voltage-window features are available.,True,Cell53,medium_32_35,Ridge,13,0.011614255499522474,0.015674864850224453
all_windows_available,All voltage-window features are available.,True,Cell53,medium_32_35,ExtraTrees,13,0.004736281274082675,0.03843767866132752
all_windows_available,All voltage-window features are available.,True,Cell53,medium_32_35,RandomForest,13,0.004105539107427639,0.04434292156200889
all_windows_available,All voltage-window features are available.,True,Cell53,medium_32_35,HistGB,13,0.007864295462345468,0.02314915702490323
all_windows_available,All voltage-window features are available.,True,Cell53,medium_32_35,XGBoost,13,0.004355868174082907,0.04179456696535571
all_windows_available,All voltage-window features are available.,True,Cell53,medium_32_35,LightGBM,13,0.007514469729753989,0.02422683254022158
all_windows_available,All voltage-window features are available.,True,Cell53,medium_32_35,CatBoost,13,0.008877969628949644,0.020506021600454838
all_windows_available,All voltage-window features are available.,True,Cell53,narrow_33_345,Ridge,13,0.010328620756997588,0.017625960916097246
all_windows_available,All voltage-window features are available.,True,Cell53,narrow_33_345,ExtraTrees,13,0.005305104670067823,0.034316325538975005
all_windows_available,All voltage-window features are available.,True,Cell53,narrow_33_345,RandomForest,13,0.0053602685353426605,0.03396316830166393
all_windows_available,All voltage-window features are available.,True,Cell53,narrow_33_345,HistGB,13,0.008738290985077146,0.02083380308718356
all_windows_available,All voltage-window features are available.,True,Cell53,narrow_33_345,XGBoost,13,0.005954238153968016,0.030575151947322975
all_windows_available,All voltage-window features are available.,True,Cell53,narrow_33_345,LightGBM,13,0.00847703509518457,0.021475884579528193
all_windows_available,All voltage-window features are available.,True,Cell53,narrow_33_345,CatBoost,13,0.009064008355338622,0.02008513607349575
all_windows_available,All voltage-window features are available.,True,Cell53,paper_335_350,Ridge,13,0.010210321269046644,0.017830179770125902
all_windows_available,All voltage-window features are available.,True,Cell53,paper_335_350,ExtraTrees,13,0.004622854999717419,0.0393807827074266
all_windows_available,All voltage-window features are available.,True,Cell53,paper_335_350,RandomForest,13,0.004275750917119011,0.042577694489593976
all_windows_available,All voltage-window features are available.,True,Cell53,paper_335_350,HistGB,13,0.006895434406016015,0.026401785196151516
all_windows_available,All voltage-window features are available.,True,Cell53,paper_335_350,XGBoost,13,0.00469311707740707,0.038791202334163576
all_windows_available,All voltage-window features are available.,True,Cell53,paper_335_350,LightGBM,13,0.006982839631961038,0.026071310658956945
all_windows_available,All voltage-window features are available.,True,Cell53,paper_335_350,CatBoost,13,0.008260443427554465,0.022038988977574385
all_windows_available,All voltage-window features are available.,True,Cell53,very_narrow_335_340,Ridge,13,0.007604793084529488,0.023939086918632956
all_windows_available,All voltage-window features are available.,True,Cell53,very_narrow_335_340,ExtraTrees,13,0.004213455058531517,0.04320720345621863
all_windows_available,All voltage-window features are available.,True,Cell53,very_narrow_335_340,RandomForest,13,0.0036029895138838188,0.05052791190732029
all_windows_available,All voltage-window features are available.,True,Cell53,very_narrow_335_340,HistGB,13,0.006261973024295185,0.02907258632502125
all_windows_available,All voltage-window features are available.,True,Cell53,very_narrow_335_340,XGBoost,13,0.005513996839466052,0.03301628876058274
all_windows_available,All voltage-window features are available.,True,Cell53,very_narrow_335_340,LightGBM,13,0.006748204908619947,0.026977807391269076
all_windows_available,All voltage-window features are available.,True,Cell53,very_narrow_335_340,CatBoost,13,0.007213745478186484,0.02523679137588494
all_windows_available,All voltage-window features are available.,True,Cell54,full_27_36,Ridge,13,0.020855548141252102,0.010453690649512876
all_windows_available,All voltage-window features are available.,True,Cell54,full_27_36,ExtraTrees,13,0.012114353853396653,0.017996615899104843
all_windows_available,All voltage-window features are available.,True,Cell54,full_27_36,RandomForest,13,0.013854028740517497,0.015736750648312068
all_windows_available,All voltage-window features are available.,True,Cell54,full_27_36,HistGB,13,0.015058877149938348,0.014477666972387917
all_windows_available,All voltage-window features are available.,True,Cell54,full_27_36,XGBoost,13,0.012891953210524882,0.016911121259917318
all_windows_available,All voltage-window features are available.,True,Cell54,full_27_36,LightGBM,13,0.012534602880902848,0.017393241833877502
all_windows_available,All voltage-window features are available.,True,Cell54,full_27_36,CatBoost,13,0.012569532280580097,0.01734490789441201
all_windows_available,All voltage-window features are available.,True,Cell54,medium_32_35,Ridge,13,0.009810961762521815,0.022221810276165748
all_windows_available,All voltage-window features are available.,True,Cell54,medium_32_35,ExtraTrees,13,0.00542307352537189,0.040201769364529315
all_windows_available,All voltage-window features are available.,True,Cell54,medium_32_35,RandomForest,13,0.005277757558381414,0.04130866900065619
all_windows_available,All voltage-window features are available.,True,Cell54,medium_32_35,HistGB,13,0.00907613867017601,0.024020932341928168
all_windows_available,All voltage-window features are available.,True,Cell54,medium_32_35,XGBoost,13,0.005580464430326053,0.03906792439488717
all_windows_available,All voltage-window features are available.,True,Cell54,medium_32_35,LightGBM,13,0.009727454054644421,0.022412578644018303
all_windows_available,All voltage-window features are available.,True,Cell54,medium_32_35,CatBoost,13,0.008211824621248018,0.026549189454870607
all_windows_available,All voltage-window features are available.,True,Cell54,narrow_33_345,Ridge,13,0.011376879353439838,0.019163195347914757
all_windows_available,All voltage-window features are available.,True,Cell54,narrow_33_345,ExtraTrees,13,0.005904471590935185,0.036924080424992636
all_windows_available,All voltage-window features are available.,True,Cell54,narrow_33_345,RandomForest,13,0.005948443177067988,0.036651133772400445
all_windows_available,All voltage-window features are available.,True,Cell54,narrow_33_345,HistGB,13,0.008830096978401097,0.02469025048788894
all_windows_available,All voltage-window features are available.,True,Cell54,narrow_33_345,XGBoost,13,0.005414826751179115,0.0402629964946043
all_windows_available,All voltage-window features are available.,True,Cell54,narrow_33_345,LightGBM,13,0.008679009896563925,0.025120066059290135
all_windows_available,All voltage-window features are available.,True,Cell54,narrow_33_345,CatBoost,13,0.00903424531798524,0.024132321420842918
all_windows_available,All voltage-window features are available.,True,Cell54,paper_335_350,Ridge,13,0.010768958822779656,0.020244979507267735
all_windows_available,All voltage-window features are available.,True,Cell54,paper_335_350,ExtraTrees,13,0.004910490387733089,0.044398235600634196
all_windows_available,All voltage-window features are available.,True,Cell54,paper_335_350,RandomForest,13,0.004674482439226787,0.046639834370475905
all_windows_available,All voltage-window features are available.,True,Cell54,paper_335_350,HistGB,13,0.007437747829268125,0.029312268312052872
all_windows_available,All voltage-window features are available.,True,Cell54,paper_335_350,XGBoost,13,0.004950718023672772,0.044037473294652865
all_windows_available,All voltage-window features are available.,True,Cell54,paper_335_350,LightGBM,13,0.006819635507265666,0.03196904485714145
all_windows_available,All voltage-window features are available.,True,Cell54,paper_335_350,CatBoost,13,0.00849178877690731,0.02567389535000035
all_windows_available,All voltage-window features are available.,True,Cell54,very_narrow_335_340,Ridge,13,0.009851451711937364,0.022130477639414635
all_windows_available,All voltage-window features are available.,True,Cell54,very_narrow_335_340,ExtraTrees,13,0.005113599439722439,0.04263476820071988
all_windows_available,All voltage-window features are available.,True,Cell54,very_narrow_335_340,RandomForest,13,0.0055041952605360545,0.039609270151081996
all_windows_available,All voltage-window features are available.,True,Cell54,very_narrow_335_340,HistGB,13,0.007925703231346452,0.02750762571995575
all_windows_available,All voltage-window features are available.,True,Cell54,very_narrow_335_340,XGBoost,13,0.005919824548857669,0.03682831865185309
all_windows_available,All voltage-window features are available.,True,Cell54,very_narrow_335_340,LightGBM,13,0.00708945104356718,0.030752345177127893
all_windows_available,All voltage-window features are available.,True,Cell54,very_narrow_335_340,CatBoost,13,0.008644430687943783,0.02522055052510727
all_windows_available,All voltage-window features are available.,True,Cell55,full_27_36,Ridge,13,0.02030940025326974,0.006591620415075784
all_windows_available,All voltage-window features are available.,True,Cell55,full_27_36,ExtraTrees,13,0.009196746418728585,0.014556428065331924
all_windows_available,All voltage-window features are available.,True,Cell55,full_27_36,RandomForest,13,0.011965923562618608,0.011187754180903703
all_windows_available,All voltage-window features are available.,True,Cell55,full_27_36,HistGB,13,0.012506612739614969,0.010704082631321436
all_windows_available,All voltage-window features are available.,True,Cell55,full_27_36,XGBoost,13,0.011432932180338784,0.011709315164194713
all_windows_available,All voltage-window features are available.,True,Cell55,full_27_36,LightGBM,13,0.010750722344900586,0.012452353844257129
all_windows_available,All voltage-window features are available.,True,Cell55,full_27_36,CatBoost,13,0.007348904591045071,0.018216557232374187
all_windows_available,All voltage-window features are available.,True,Cell55,medium_32_35,Ridge,13,0.007569467282266146,0.01768575533706124
all_windows_available,All voltage-window features are available.,True,Cell55,medium_32_35,ExtraTrees,13,0.0025230206986614633,0.05305996606169913
all_windows_available,All voltage-window features are available.,True,Cell55,medium_32_35,RandomForest,13,0.002946682283375607,0.04543125320511724
all_windows_available,All voltage-window features are available.,True,Cell55,medium_32_35,HistGB,13,0.006243919452433242,0.02144033244825224
all_windows_available,All voltage-window features are available.,True,Cell55,medium_32_35,XGBoost,13,0.004355050313770936,0.03073939592071596
all_windows_available,All voltage-window features are available.,True,Cell55,medium_32_35,LightGBM,13,0.006668542087375676,0.020075110982043166
all_windows_available,All voltage-window features are available.,True,Cell55,medium_32_35,CatBoost,13,0.00401677544418492,0.033328123969730075
all_windows_available,All voltage-window features are available.,True,Cell55,narrow_33_345,Ridge,13,0.005709340955883108,0.023447835713384574
all_windows_available,All voltage-window features are available.,True,Cell55,narrow_33_345,ExtraTrees,13,0.00238330078661666,0.05617056910720671
all_windows_available,All voltage-window features are available.,True,Cell55,narrow_33_345,RandomForest,13,0.0026445578978087506,0.05062147330553569
all_windows_available,All voltage-window features are available.,True,Cell55,narrow_33_345,HistGB,13,0.005535963304511305,0.02418218367030583
all_windows_available,All voltage-window features are available.,True,Cell55,narrow_33_345,XGBoost,13,0.004339253884005143,0.03085129801325621
all_windows_available,All voltage-window features are available.,True,Cell55,narrow_33_345,LightGBM,13,0.005812327877156031,0.023032371151331905
all_windows_available,All voltage-window features are available.,True,Cell55,narrow_33_345,CatBoost,13,0.004349826144899764,0.03077631404589084
all_windows_available,All voltage-window features are available.,True,Cell55,paper_335_350,Ridge,13,0.004540666105552372,0.029482817124943734
all_windows_available,All voltage-window features are available.,True,Cell55,paper_335_350,ExtraTrees,13,0.0019398264326196692,0.06901196461333277
all_windows_available,All voltage-window features are available.,True,Cell55,paper_335_350,RandomForest,13,0.0023663107060292853,0.05657387137022564
all_windows_available,All voltage-window features are available.,True,Cell55,paper_335_350,HistGB,13,0.005911029066270434,0.022647781843889703
all_windows_available,All voltage-window features are available.,True,Cell55,paper_335_350,XGBoost,13,0.0040547755646732474,0.03301578372231141
all_windows_available,All voltage-window features are available.,True,Cell55,paper_335_350,LightGBM,13,0.006004285231873173,0.022296026106937112
all_windows_available,All voltage-window features are available.,True,Cell55,paper_335_350,CatBoost,13,0.006278295349335974,0.021322939200107763
all_windows_available,All voltage-window features are available.,True,Cell55,very_narrow_335_340,Ridge,13,0.008990998518479905,0.014889533578846592
all_windows_available,All voltage-window features are available.,True,Cell55,very_narrow_335_340,ExtraTrees,13,0.0026492454295913327,0.05053190483193726
all_windows_available,All voltage-window features are available.,True,Cell55,very_narrow_335_340,RandomForest,13,0.002990919181455996,0.04475930893771043
all_windows_available,All voltage-window features are available.,True,Cell55,very_narrow_335_340,HistGB,13,0.006934890396387834,0.019304087382903415
all_windows_available,All voltage-window features are available.,True,Cell55,very_narrow_335_340,XGBoost,13,0.004396218153176704,0.030451541316586755
all_windows_available,All voltage-window features are available.,True,Cell55,very_narrow_335_340,LightGBM,13,0.007038669492977031,0.01901946570761965
all_windows_available,All voltage-window features are available.,True,Cell55,very_narrow_335_340,CatBoost,13,0.006551779300837867,0.02043287979765806
only_full_window,Only full-window features are available.,True,Cell51,full_27_36,Ridge,13,0.01840891993829933,0.0381927436107477
only_full_window,Only full-window features are available.,True,Cell51,full_27_36,ExtraTrees,13,0.0038328689677524855,0.18343588388702986
only_full_window,Only full-window features are available.,True,Cell51,full_27_36,RandomForest,13,0.002699868978111982,0.2604144656044365
only_full_window,Only full-window features are available.,True,Cell51,full_27_36,HistGB,13,0.006854592312154012,0.10257160215334844
only_full_window,Only full-window features are available.,True,Cell51,full_27_36,XGBoost,13,0.0028504788489593412,0.24665507515960552
only_full_window,Only full-window features are available.,True,Cell51,full_27_36,LightGBM,13,0.007164684331378594,0.09813224525189189
only_full_window,Only full-window features are available.,True,Cell51,full_27_36,CatBoost,13,0.009959021379223559,0.07059798433294011
only_full_window,Only full-window features are available.,True,Cell52,full_27_36,Ridge,13,0.021539934772171716,0.04630267685008336
only_full_window,Only full-window features are available.,True,Cell52,full_27_36,ExtraTrees,13,0.004787612906609992,0.20831989519841185
only_full_window,Only full-window features are available.,True,Cell52,full_27_36,RandomForest,13,0.005126972073893689,0.19453102971297617
only_full_window,Only full-window features are available.,True,Cell52,full_27_36,HistGB,13,0.008504019668175962,0.11728052947496756
only_full_window,Only full-window features are available.,True,Cell52,full_27_36,XGBoost,13,0.005055725916232616,0.1972723889616668
only_full_window,Only full-window features are available.,True,Cell52,full_27_36,LightGBM,13,0.007957799057839192,0.12533061485962882
only_full_window,Only full-window features are available.,True,Cell52,full_27_36,CatBoost,13,0.008988196123494012,0.11096286494226547
only_full_window,Only full-window features are available.,True,Cell53,full_27_36,Ridge,13,0.02070074653847356,0.05237202849158233
only_full_window,Only full-window features are available.,True,Cell53,full_27_36,ExtraTrees,13,0.0059995987514888435,0.1807018850956256
only_full_window,Only full-window features are available.,True,Cell53,full_27_36,RandomForest,13,0.006037718677710824,0.17956100200933398
only_full_window,Only full-window features are available.,True,Cell53,full_27_36,HistGB,13,0.007790677565330259,0.1391585276830811
only_full_window,Only full-window features are available.,True,Cell53,full_27_36,XGBoost,13,0.005371394161744579,0.2018356054738075
only_full_window,Only full-window features are available.,True,Cell53,full_27_36,LightGBM,13,0.007608651303766194,0.14248769500274777
only_full_window,Only full-window features are available.,True,Cell53,full_27_36,CatBoost,13,0.01043613390259089,0.10388325624382169
only_full_window,Only full-window features are available.,True,Cell54,full_27_36,Ridge,13,0.020855548141252102,0.09476305009700145
only_full_window,Only full-window features are available.,True,Cell54,full_27_36,ExtraTrees,13,0.012114353853396646,0.1631399159590432
only_full_window,Only full-window features are available.,True,Cell54,full_27_36,RandomForest,13,0.013854028740517488,0.14265416301748973
only_full_window,Only full-window features are available.,True,Cell54,full_27_36,HistGB,13,0.015058877149938348,0.13124052801926275
only_full_window,Only full-window features are available.,True,Cell54,full_27_36,XGBoost,13,0.012891953210524882,0.15329987129709902
only_full_window,Only full-window features are available.,True,Cell54,full_27_36,LightGBM,13,0.012534602880902848,0.15767031018177302
only_full_window,Only full-window features are available.,True,Cell54,full_27_36,CatBoost,13,0.012569532280580097,0.15723216142833085
only_full_window,Only full-window features are available.,True,Cell55,full_27_36,Ridge,13,0.02030940025326974,0.07716888487395092
only_full_window,Only full-window features are available.,True,Cell55,full_27_36,ExtraTrees,13,0.009196746418728613,0.1704138361760671
only_full_window,Only full-window features are available.,True,Cell55,full_27_36,RandomForest,13,0.011965923562618603,0.1309763699999548
only_full_window,Only full-window features are available.,True,Cell55,full_27_36,HistGB,13,0.012506612739614969,0.12531396959213476
only_full_window,Only full-window features are available.,True,Cell55,full_27_36,XGBoost,13,0.011432932180338784,0.13708234651860804
only_full_window,Only full-window features are available.,True,Cell55,full_27_36,LightGBM,13,0.010750722344900586,0.14578118879834356
only_full_window,Only full-window features are available.,True,Cell55,full_27_36,CatBoost,13,0.007348904591045071,0.21326340404094093
only_medium_window,Only medium-window features are available.,True,Cell51,medium_32_35,Ridge,13,0.01174570333821069,0.04407858560967005
only_medium_window,Only medium-window features are available.,True,Cell51,medium_32_35,ExtraTrees,13,0.0032962496120093705,0.15706724950871118
only_medium_window,Only medium-window features are available.,True,Cell51,medium_32_35,RandomForest,13,0.002633763853060061,0.19657512748235065
only_medium_window,Only medium-window features are available.,True,Cell51,medium_32_35,HistGB,13,0.0055480664739927694,0.09331782525924102
only_medium_window,Only medium-window features are available.,True,Cell51,medium_32_35,XGBoost,13,0.001503800822521683,0.3442816231743792
only_medium_window,Only medium-window features are available.,True,Cell51,medium_32_35,LightGBM,13,0.005721553935055584,0.09048827152884617
only_medium_window,Only medium-window features are available.,True,Cell51,medium_32_35,CatBoost,13,0.006978359556060039,0.0741913174368017
only_medium_window,Only medium-window features are available.,True,Cell52,medium_32_35,Ridge,13,0.01333642272645361,0.07689121758624008
only_medium_window,Only medium-window features are available.,True,Cell52,medium_32_35,ExtraTrees,13,0.005920592362037301,0.17320105082029777
only_medium_window,Only medium-window features are available.,True,Cell52,medium_32_35,RandomForest,13,0.005146762531976604,0.19924225215373456
only_medium_window,Only medium-window features are available.,True,Cell52,medium_32_35,HistGB,13,0.007659526466335429,0.1338794527711947
only_medium_window,Only medium-window features are available.,True,Cell52,medium_32_35,XGBoost,13,0.00554190439900767,0.18503615840360407
only_medium_window,Only medium-window features are available.,True,Cell52,medium_32_35,LightGBM,13,0.007705673481709386,0.13307768908858897
only_medium_window,Only medium-window features are available.,True,Cell52,medium_32_35,CatBoost,13,0.010392529813693383,0.0986721791763397
only_medium_window,Only medium-window features are available.,True,Cell53,medium_32_35,Ridge,13,0.011614255499522474,0.07531211729288341
only_medium_window,Only medium-window features are available.,True,Cell53,medium_32_35,ExtraTrees,13,0.0047362812740826855,0.18467929334437624
only_medium_window,Only medium-window features are available.,True,Cell53,medium_32_35,RandomForest,13,0.004105539107427685,0.21305187264432998
only_medium_window,Only medium-window features are available.,True,Cell53,medium_32_35,HistGB,13,0.007864295462345468,0.11122341696400166
only_medium_window,Only medium-window features are available.,True,Cell53,medium_32_35,XGBoost,13,0.004355868174082907,0.20080794058361962
only_medium_window,Only medium-window features are available.,True,Cell53,medium_32_35,LightGBM,13,0.007514469729753989,0.11640126223340837
only_medium_window,Only medium-window features are available.,True,Cell53,medium_32_35,CatBoost,13,0.008877969628949644,0.09852409693738069
only_medium_window,Only medium-window features are available.,True,Cell54,medium_32_35,Ridge,13,0.009810961762521815,0.10298227064127324
only_medium_window,Only medium-window features are available.,True,Cell54,medium_32_35,ExtraTrees,13,0.005423073525371888,0.1863065808547778
only_medium_window,Only medium-window features are available.,True,Cell54,medium_32_35,RandomForest,13,0.005277757558381421,0.19143627265232685
only_medium_window,Only medium-window features are available.,True,Cell54,medium_32_35,HistGB,13,0.00907613867017601,0.11131992059825059
only_medium_window,Only medium-window features are available.,True,Cell54,medium_32_35,XGBoost,13,0.005580464430326053,0.18105201661911005
only_medium_window,Only medium-window features are available.,True,Cell54,medium_32_35,LightGBM,13,0.009727454054644421,0.10386634621584771
only_medium_window,Only medium-window features are available.,True,Cell54,medium_32_35,CatBoost,13,0.008211824621248018,0.1230365924184137
only_medium_window,Only medium-window features are available.,True,Cell55,medium_32_35,Ridge,13,0.007569467282266146,0.07975180504908426
only_medium_window,Only medium-window features are available.,True,Cell55,medium_32_35,ExtraTrees,13,0.002523020698661459,0.2392675907031299
only_medium_window,Only medium-window features are available.,True,Cell55,medium_32_35,RandomForest,13,0.002946682283375616,0.20486681963520467
only_medium_window,Only medium-window features are available.,True,Cell55,medium_32_35,HistGB,13,0.006243919452433242,0.09668262287997337
only_medium_window,Only medium-window features are available.,True,Cell55,medium_32_35,XGBoost,13,0.004355050313770936,0.13861564089707198
only_medium_window,Only medium-window features are available.,True,Cell55,medium_32_35,LightGBM,13,0.006668542087375676,0.09052631945120372
only_medium_window,Only medium-window features are available.,True,Cell55,medium_32_35,CatBoost,13,0.00401677544418492,0.15028920138433222
only_narrow_window,Only narrow-window features are available.,True,Cell51,narrow_33_345,Ridge,13,0.009754245718632376,0.06373724573457461
only_narrow_window,Only narrow-window features are available.,True,Cell51,narrow_33_345,ExtraTrees,13,0.003761701553671808,0.16527301065641267
only_narrow_window,Only narrow-window features are available.,True,Cell51,narrow_33_345,RandomForest,13,0.0037958822059047295,0.16378478628272072
only_narrow_window,Only narrow-window features are available.,True,Cell51,narrow_33_345,HistGB,13,0.006287390108417696,0.09888179262903826
only_narrow_window,Only narrow-window features are available.,True,Cell51,narrow_33_345,XGBoost,13,0.0018839712864797062,0.3299976481497011
only_narrow_window,Only narrow-window features are available.,True,Cell51,narrow_33_345,LightGBM,13,0.006059216764994533,0.10260540128455026
only_narrow_window,Only narrow-window features are available.,True,Cell51,narrow_33_345,CatBoost,13,0.008210613974051524,0.07572011526300229
only_narrow_window,Only narrow-window features are available.,True,Cell52,narrow_33_345,Ridge,13,0.011437497753014928,0.09842989513497118
only_narrow_window,Only narrow-window features are available.,True,Cell52,narrow_33_345,ExtraTrees,13,0.005728571696295483,0.1965220622519355
only_narrow_window,Only narrow-window features are available.,True,Cell52,narrow_33_345,RandomForest,13,0.006021346973635071,0.18696660796960562
only_narrow_window,Only narrow-window features are available.,True,Cell52,narrow_33_345,HistGB,13,0.008948052590206652,0.12581412762655692
only_narrow_window,Only narrow-window features are available.,True,Cell52,narrow_33_345,XGBoost,13,0.007066472636204762,0.159314435015624
only_narrow_window,Only narrow-window features are available.,True,Cell52,narrow_33_345,LightGBM,13,0.009137815598591253,0.12320137614666651
only_narrow_window,Only narrow-window features are available.,True,Cell52,narrow_33_345,CatBoost,13,0.010257642344217065,0.10975149585464015
only_narrow_window,Only narrow-window features are available.,True,Cell53,narrow_33_345,Ridge,13,0.010328620756997588,0.09853762963600014
only_narrow_window,Only narrow-window features are available.,True,Cell53,narrow_33_345,ExtraTrees,13,0.005305104670067824,0.1918448243771923
only_narrow_window,Only narrow-window features are available.,True,Cell53,narrow_33_345,RandomForest,13,0.005360268535342671,0.18987050495034866
only_narrow_window,Only narrow-window features are available.,True,Cell53,narrow_33_345,HistGB,13,0.008738290985077146,0.11647101580937852
only_narrow_window,Only narrow-window features are available.,True,Cell53,narrow_33_345,XGBoost,13,0.005954238153968016,0.17092985812184797
only_narrow_window,Only narrow-window features are available.,True,Cell53,narrow_33_345,LightGBM,13,0.00847703509518457,0.12006056128664121
only_narrow_window,Only narrow-window features are available.,True,Cell53,narrow_33_345,CatBoost,13,0.009064008355338622,0.11228560581859123
only_narrow_window,Only narrow-window features are available.,True,Cell54,narrow_33_345,Ridge,13,0.011376879353439838,0.09260085468891313
only_narrow_window,Only narrow-window features are available.,True,Cell54,narrow_33_345,ExtraTrees,13,0.005904471590935178,0.1784254318697716
only_narrow_window,Only narrow-window features are available.,True,Cell54,narrow_33_345,RandomForest,13,0.0059484431770679864,0.1771064924728892
only_narrow_window,Only narrow-window features are available.,True,Cell54,narrow_33_345,HistGB,13,0.008830096978401097,0.11930882382361449
only_narrow_window,Only narrow-window features are available.,True,Cell54,narrow_33_345,XGBoost,13,0.005414826751179115,0.19455982262074972
only_narrow_window,Only narrow-window features are available.,True,Cell54,narrow_33_345,LightGBM,13,0.008679009896563925,0.12138578899292718
only_narrow_window,Only narrow-window features are available.,True,Cell54,narrow_33_345,CatBoost,13,0.00903424531798524,0.11661278553113463
only_narrow_window,Only narrow-window features are available.,True,Cell55,narrow_33_345,Ridge,13,0.005709340955883108,0.09807443178222221
only_narrow_window,Only narrow-window features are available.,True,Cell55,narrow_33_345,ExtraTrees,13,0.0023833007866166395,0.23494264952260743
only_narrow_window,Only narrow-window features are available.,True,Cell55,narrow_33_345,RandomForest,13,0.0026445578978087623,0.21173264309359557
only_narrow_window,Only narrow-window features are available.,True,Cell55,narrow_33_345,HistGB,13,0.005535963304511305,0.10114596296684139
only_narrow_window,Only narrow-window features are available.,True,Cell55,narrow_33_345,XGBoost,13,0.004339253884005143,0.12904063127101106
only_narrow_window,Only narrow-window features are available.,True,Cell55,narrow_33_345,LightGBM,13,0.005812327877156031,0.09633668287665025
only_narrow_window,Only narrow-window features are available.,True,Cell55,narrow_33_345,CatBoost,13,0.004349826144899764,0.12872699848707198
only_very_narrow_window,Only very-narrow-window features are available.,True,Cell51,very_narrow_335_340,Ridge,13,0.00840300843209045,0.06221815329338855
only_very_narrow_window,Only very-narrow-window features are available.,True,Cell51,very_narrow_335_340,ExtraTrees,13,0.0024658416986005935,0.21202422239410473
only_very_narrow_window,Only very-narrow-window features are available.,True,Cell51,very_narrow_335_340,RandomForest,13,0.002162280721027494,0.24179000716727644
only_very_narrow_window,Only very-narrow-window features are available.,True,Cell51,very_narrow_335_340,HistGB,13,0.006749020449186527,0.07746598461383288
