scenario,scenario_description,exclude_outliers,test_cell,window,model_name,n_features,val_rmse,weight
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,full_27_36,CatBoost,10,0.009655273620436056,0.018912240644181733
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,medium_32_35,Ridge,10,0.010361509634061785,0.01762319174855738
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,medium_32_35,ExtraTrees,10,0.005857075647383703,0.031176434546262743
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,medium_32_35,RandomForest,10,0.004858540121901581,0.03758385582858703
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,medium_32_35,HistGB,10,0.007269775934147008,0.02511807761213514
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,medium_32_35,XGBoost,10,0.005338994545179746,0.03420170291526982
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,medium_32_35,LightGBM,10,0.008549510149070589,0.021358280246566066
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,medium_32_35,CatBoost,10,0.009577473576594891,0.019065869010076057
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,narrow_33_345,Ridge,10,0.010791446108747625,0.01692107584716892
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,narrow_33_345,ExtraTrees,10,0.005678215429561776,0.03215847091361526
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,narrow_33_345,RandomForest,10,0.005851419999351004,0.03120656785397174
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,narrow_33_345,HistGB,10,0.008346776285555978,0.021877048371719485
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,narrow_33_345,XGBoost,10,0.006882626762750479,0.02653097259262307
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,narrow_33_345,LightGBM,10,0.00861522080212767,0.021195374971546457
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,narrow_33_345,CatBoost,10,0.010467754588368723,0.017444321161025407
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,paper_335_350,Ridge,10,0.009496368744738191,0.019228703090500756
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,paper_335_350,ExtraTrees,10,0.004149478762032092,0.044006155406018835
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,paper_335_350,RandomForest,10,0.003944187093297803,0.04629663350946688
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,paper_335_350,HistGB,10,0.0072598743022257,0.02515233572820594
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,paper_335_350,XGBoost,10,0.004512816679645056,0.040463119964508604
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,paper_335_350,LightGBM,10,0.007464870078138018,0.024461618325563247
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,paper_335_350,CatBoost,10,0.00888273303734958,0.020557056142423067
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,very_narrow_335_340,Ridge,10,0.00750964126216703,0.024315782576675857
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,very_narrow_335_340,ExtraTrees,10,0.003878310417006905,0.04708302246425449
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,very_narrow_335_340,RandomForest,10,0.0034875044783496513,0.05235907935324864
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,very_narrow_335_340,HistGB,10,0.006531139223519557,0.027958792712917124
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,very_narrow_335_340,XGBoost,10,0.005274377652852766,0.03462071037170507
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,very_narrow_335_340,LightGBM,10,0.007159896238871174,0.025503552871427266
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell52,very_narrow_335_340,CatBoost,10,0.006655863483046174,0.02743487354178817
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,full_27_36,Ridge,10,0.015158272674371698,0.011902585864028467
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,full_27_36,ExtraTrees,10,0.006027556922694832,0.029932933702254104
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,full_27_36,RandomForest,10,0.006198512278219117,0.029107382854282663
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,full_27_36,HistGB,10,0.007476539364269672,0.02413182235446236
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,full_27_36,XGBoost,10,0.004881184208626425,0.036962831916023155
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,full_27_36,LightGBM,10,0.007489695404747598,0.024089433606902255
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,full_27_36,CatBoost,10,0.01064667245423758,0.016946383238011627
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,medium_32_35,Ridge,10,0.010727871836806322,0.016818115992283885
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,medium_32_35,ExtraTrees,10,0.004805129047887812,0.037547875157167905
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,medium_32_35,RandomForest,10,0.004102337458513348,0.043980370484831555
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,medium_32_35,HistGB,10,0.008318371510424675,0.021689647301799838
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,medium_32_35,XGBoost,10,0.003967718140247571,0.04547256130095308
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,medium_32_35,LightGBM,10,0.008483908993153415,0.021266440807429527
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,medium_32_35,CatBoost,10,0.009364341866749946,0.019266977966040797
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,narrow_33_345,Ridge,10,0.010109430837718862,0.017846957510227197
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,narrow_33_345,ExtraTrees,10,0.005300461306802022,0.0340390034469935
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,narrow_33_345,RandomForest,10,0.005234659002700246,0.03446689007267797
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,narrow_33_345,HistGB,10,0.008841037334730061,0.020407396799491627
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,narrow_33_345,XGBoost,10,0.005742437318254546,0.03141914084424981
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,narrow_33_345,LightGBM,10,0.008956945885050936,0.020143312459989657
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,narrow_33_345,CatBoost,10,0.008865509175310033,0.020351065461049516
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,paper_335_350,Ridge,10,0.010821286174457309,0.016672934385512504
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,paper_335_350,ExtraTrees,10,0.004636422661358,0.03891413383109048
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,paper_335_350,RandomForest,10,0.0042240160274090235,0.04271345865583924
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,paper_335_350,HistGB,10,0.006860918855497227,0.026297133359481337
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,paper_335_350,XGBoost,10,0.004603049092394206,0.03919627305698573
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,paper_335_350,LightGBM,10,0.006696843117153851,0.026941424266985193
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,paper_335_350,CatBoost,10,0.009031145302101971,0.0199778162425057
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,very_narrow_335_340,Ridge,10,0.008104481644326988,0.02226207009655161
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,very_narrow_335_340,ExtraTrees,10,0.0041004540545811295,0.044000571321031794
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,very_narrow_335_340,RandomForest,10,0.0035670418965082088,0.05058035776253782
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,very_narrow_335_340,HistGB,10,0.006324895284519375,0.028525764887660985
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,very_narrow_335_340,XGBoost,10,0.005152570530953984,0.035016000235035524
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,very_narrow_335_340,LightGBM,10,0.006831189675723352,0.02641157770927247
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell53,very_narrow_335_340,CatBoost,10,0.007304154517683433,0.02470135504835898
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,full_27_36,Ridge,10,0.021779230608497124,0.010048189538686306
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,full_27_36,ExtraTrees,10,0.011998593593045972,0.018238950553351643
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,full_27_36,RandomForest,10,0.013701660746374513,0.015971916249756534
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,full_27_36,HistGB,10,0.015707020289462414,0.013932737991194313
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,full_27_36,XGBoost,10,0.01256098698637736,0.017422338201352257
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,full_27_36,LightGBM,10,0.013103638938692945,0.01670083948881049
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,full_27_36,CatBoost,10,0.013261793643497008,0.016501672285740943
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,medium_32_35,Ridge,10,0.011331938069535483,0.019311943215761976
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,medium_32_35,ExtraTrees,10,0.005354304321514613,0.04087207520923564
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,medium_32_35,RandomForest,10,0.005149544266748354,0.04249725826872757
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,medium_32_35,HistGB,10,0.008568156641761268,0.025541279341626786
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,medium_32_35,XGBoost,10,0.005329687529683529,0.041060855034268214
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,medium_32_35,LightGBM,10,0.009323369189786969,0.023472384120401004
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,medium_32_35,CatBoost,10,0.008863579880702651,0.024689989111441647
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,narrow_33_345,Ridge,10,0.011190423675498978,0.019556162342660482
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,narrow_33_345,ExtraTrees,10,0.005799704339656557,0.03773322698782989
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,narrow_33_345,RandomForest,10,0.005791796828078862,0.03778474388715456
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,narrow_33_345,HistGB,10,0.009840675187199483,0.022238485784251784
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,narrow_33_345,XGBoost,10,0.005158705999326546,0.04242178434932296
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,narrow_33_345,LightGBM,10,0.009385244320844501,0.023317635320418365
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,narrow_33_345,CatBoost,10,0.009346807709459878,0.02341352366606484
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,paper_335_350,Ridge,10,0.011552917427486192,0.018942552787285256
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,paper_335_350,ExtraTrees,10,0.004860484786424105,0.04502462141386971
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,paper_335_350,RandomForest,10,0.004548799125182515,0.04810972094461143
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,paper_335_350,HistGB,10,0.008185930260396799,0.02673387914905512
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,paper_335_350,XGBoost,10,0.004890816552371676,0.044745389209664616
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,paper_335_350,LightGBM,10,0.007357031287610285,0.029745916746637846
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,paper_335_350,CatBoost,10,0.009648176309770442,0.02268218405165102
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,very_narrow_335_340,Ridge,10,0.009347426429643887,0.023411973891452303
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,very_narrow_335_340,ExtraTrees,10,0.0049330413628168,0.04436238780977801
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,very_narrow_335_340,RandomForest,10,0.0053923420275774426,0.040583763174888515
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,very_narrow_335_340,HistGB,10,0.008264658513251567,0.026479215384372853
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,very_narrow_335_340,XGBoost,10,0.005278310362110326,0.04146052581684102
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,very_narrow_335_340,LightGBM,10,0.007567893490930578,0.028917115275729183
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell54,very_narrow_335_340,CatBoost,10,0.008393497597109044,0.02607276339610487
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,full_27_36,Ridge,10,0.015449004796191075,0.008703289181032994
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,full_27_36,ExtraTrees,10,0.009557023351599312,0.014068931057021769
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,full_27_36,RandomForest,10,0.011852454904452959,0.011344243110375544
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,full_27_36,HistGB,10,0.012631388539840463,0.010644683794056475
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,full_27_36,XGBoost,10,0.011560281097001262,0.011630956539510203
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,full_27_36,LightGBM,10,0.010479981151000914,0.012829900464225752
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,full_27_36,CatBoost,10,0.008151117927608689,0.016495538350942602
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,medium_32_35,Ridge,10,0.004751010521751891,0.02830070775693654
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,medium_32_35,ExtraTrees,10,0.0026019752254287896,0.05167486810427633
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,medium_32_35,RandomForest,10,0.0029293739650731697,0.04589949454780672
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,medium_32_35,HistGB,10,0.006226347935735827,0.02159484641279595
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,medium_32_35,XGBoost,10,0.004325880195265469,0.031081982497028475
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,medium_32_35,LightGBM,10,0.00648796404811054,0.020724072312290728
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,medium_32_35,CatBoost,10,0.004348129261368759,0.030922938583844334
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,narrow_33_345,Ridge,10,0.0053135221267510396,0.025304682483499413
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,narrow_33_345,ExtraTrees,10,0.0025380706798496045,0.05297595320778997
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,narrow_33_345,RandomForest,10,0.002760657446299658,0.048704614354594625
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,narrow_33_345,HistGB,10,0.006727297482657463,0.01998678426397633
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,narrow_33_345,XGBoost,10,0.004302336032981291,0.03125207556588303
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,narrow_33_345,LightGBM,10,0.006770665173808918,0.019858764433631514
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,narrow_33_345,CatBoost,10,0.004756441175769545,0.02826839556732223
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,paper_335_350,Ridge,10,0.006065595083714131,0.022167160815385077
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,paper_335_350,ExtraTrees,10,0.0021394972801107343,0.06284495714655822
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,paper_335_350,RandomForest,10,0.0026002557345119067,0.05170903940652329
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,paper_335_350,HistGB,10,0.006461866326906343,0.02080777107625031
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,paper_335_350,XGBoost,10,0.004172615139854565,0.03222365748819576
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,paper_335_350,LightGBM,10,0.005957086646028559,0.022570935360423865
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,paper_335_350,CatBoost,10,0.0041257382203222625,0.03258978399869635
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,very_narrow_335_340,Ridge,10,0.006188776687611753,0.021725945669197937
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,very_narrow_335_340,ExtraTrees,10,0.0025693435525861842,0.05233115668257114
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,very_narrow_335_340,RandomForest,10,0.0028789653248936513,0.046703159339608176
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,very_narrow_335_340,HistGB,10,0.006829550401387746,0.0196875399631852
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,very_narrow_335_340,XGBoost,10,0.004473584888083318,0.03005574860868006
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,very_narrow_335_340,LightGBM,10,0.00702575676559206,0.019137732267429992
pmax_features_missing,"All windows are available, but pmax, pmax_voltage, and pmax_norm features are removed.",False,Cell55,very_narrow_335_340,CatBoost,10,0.005801139541682277,0.023177689588453038
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,full_27_36,Ridge,8,0.01954916881934917,0.005579422084327686
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,full_27_36,ExtraTrees,8,0.00334206904355897,0.03263630770354138
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,full_27_36,RandomForest,8,0.0026718557368983716,0.040822829728624416
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,full_27_36,HistGB,8,0.0064192543678051805,0.016991529525125504
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,full_27_36,XGBoost,8,0.002198054163478414,0.0496223549100317
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,full_27_36,LightGBM,8,0.006748496165594837,0.01616255766220134
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,full_27_36,CatBoost,8,0.00897514333781579,0.012152786245509655
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,medium_32_35,Ridge,8,0.010128823517890025,0.010768576642364365
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,medium_32_35,ExtraTrees,8,0.0028079030702099724,0.0388449062730391
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,medium_32_35,RandomForest,8,0.0025656141307893485,0.042513288960059015
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,medium_32_35,HistGB,8,0.005270875621636468,0.020693509187035546
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,medium_32_35,XGBoost,8,0.0015843923649204292,0.06884180587588659
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,medium_32_35,LightGBM,8,0.0057972388625889175,0.018814634772542485
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,medium_32_35,CatBoost,8,0.006582427131133666,0.01657032461719275
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,narrow_33_345,Ridge,8,0.008047182967297783,0.01355418224446706
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,narrow_33_345,ExtraTrees,8,0.0033134497738453567,0.032918196531646925
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,narrow_33_345,RandomForest,8,0.0033612625447866037,0.0324499482210457
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,narrow_33_345,HistGB,8,0.006226270691579114,0.017518182272551
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,narrow_33_345,XGBoost,8,0.0015770128892383494,0.06916394224805866
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,narrow_33_345,LightGBM,8,0.006344282588690404,0.01719232184051316
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,narrow_33_345,CatBoost,8,0.007787386905115646,0.014006364561114924
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,paper_335_350,Ridge,8,0.007514689587242044,0.01451463478597666
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,paper_335_350,ExtraTrees,8,0.002956275651314844,0.03689532504635884
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,paper_335_350,RandomForest,8,0.00315961047124352,0.03452095624390619
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,paper_335_350,HistGB,8,0.0063536757882701545,0.01716690495405249
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,paper_335_350,XGBoost,8,0.0017973154116199116,0.06068635057957663
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,paper_335_350,LightGBM,8,0.006837097056008913,0.015953109866736245
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,paper_335_350,CatBoost,8,0.008360064152921733,0.013046908202007781
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,very_narrow_335_340,Ridge,8,0.008625228681411719,0.012645808894565628
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,very_narrow_335_340,ExtraTrees,8,0.002422416366595768,0.04502639235570578
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,very_narrow_335_340,RandomForest,8,0.002232338065922687,0.048860265878862885
ica_shape_features_missing,"All windows are available, but ICA-shape features such as ic_std, peak_width, and DVA features are removed.",False,Cell51,very_narrow_335_340,HistGB,8,0.006402421135659988,0.01703620354893581
