exclude_outliers,window,model,RMSE,RMSE,MAE,MAE,R2,R2
False,narrow_33_345,ExtraTrees,0.0028158722673888026,0.0016394442297248866,0.001853195437330378,0.0009336662368736211,0.9964506944291435,0.003665198444638511
False,narrow_33_345,HistGB,0.004796524955611909,0.00128045413330909,0.0028261747191918466,0.0008126780960493758,0.9914371592506261,0.004835900734771324
False,narrow_33_345,KNN,0.010140746711868043,0.0029203696464307647,0.007490103686085325,0.0021524945313178036,0.9616987064593717,0.019163744376143207
False,narrow_33_345,LightGBM,0.005236489760794846,0.0012622559474699843,0.0032218971133126167,0.0008696739403223738,0.9898667348858854,0.005302765228556347
False,narrow_33_345,RandomForest,0.00270598765799693,0.0014069753469394028,0.001680249734191734,0.0007654296708333102,0.9968545413457243,0.003096319292349814
False,narrow_33_345,Ridge,0.006216254840158524,0.002615761232856157,0.0052339914591665185,0.0028396605362579347,0.9843555233455945,0.0139453064851049
False,narrow_33_345,SVR-RBF,0.006721440584189707,0.004403647401400431,0.0038818499305838016,0.0019936954080263768,0.9786325407153376,0.020532715093810248
False,narrow_33_345,XGBoost,0.003404584873916533,0.001584228609341277,0.002193630945617429,0.0009254282833117541,0.9952048882600014,0.004125220169258638
False,paper_335_350,CatBoost,0.005539329616709829,0.001906709632578398,0.004139125848552276,0.0014314641837671076,0.9880695108239819,0.00847109323286282
False,paper_335_350,ElasticNet,0.005869215452934085,0.0024506080469227365,0.004749350660102426,0.002686014028974877,0.9859656999522735,0.013182194290607394
False,paper_335_350,ExtraTrees,0.002290542646652917,0.0011348872320235694,0.0014814560522184298,0.0005740256365828792,0.9977742209932854,0.0021866836035494843
False,paper_335_350,HistGB,0.004466996211941386,0.0005420176086374028,0.0025352561166875343,0.00042638763263861014,0.9929343403419896,0.0017153644400253049
False,paper_335_350,KNN,0.011131846120032545,0.0023913221582120047,0.007873230461083323,0.000877938491423809,0.9549314432129791,0.020913050108020078
False,paper_335_350,LightGBM,0.004925072441786298,0.0008586474852854916,0.0029974225744438085,0.0005960777848772606,0.9912425640113952,0.0034826271554502263
False,paper_335_350,RandomForest,0.002446353519231715,0.0008580458161468187,0.0015454672457059276,0.00044700240097042787,0.9976809853089733,0.001633465848147983
False,paper_335_350,Ridge,0.00562456842841058,0.002531156966508325,0.004630543629267422,0.002703886071591529,0.9868359023999025,0.013260643071815927
False,paper_335_350,SVR-RBF,0.008476171219741747,0.002707927234917398,0.004582554083587294,0.00139701562076464,0.972822694151005,0.017816952841261807
False,paper_335_350,XGBoost,0.003002322597933981,0.0012407051206207579,0.0019792131903736835,0.0007714620595771879,0.9963975466469602,0.0024764805821826698
False,very_narrow_335_340,CatBoost,0.00488032203847803,0.0013952068211758133,0.0033962971349034616,0.0012503502194466058,0.9910125188440801,0.005480624079035637
False,very_narrow_335_340,ElasticNet,0.006807646358562461,0.0038334274336060924,0.004459914022927832,0.0017875327371147398,0.9793449080698547,0.022735232632275722
False,very_narrow_335_340,ExtraTrees,0.0026008991240397046,0.001251281624612269,0.0016993310587001182,0.0007056276905766938,0.9971931704385073,0.0024451541329642123
False,very_narrow_335_340,HistGB,0.004866355332768564,0.0006205861883237264,0.0027417043149143712,0.0006091534771376782,0.9915674991974747,0.0023086146449023673
False,very_narrow_335_340,KNN,0.01325987586535326,0.005282098116498982,0.009199046725598663,0.002329427776015808,0.9304619565414264,0.060728963320906146
False,very_narrow_335_340,LightGBM,0.005066673788753064,0.0007379777929688077,0.003000696227717919,0.0005849030439881699,0.9908090865531738,0.0027664534912148035
False,very_narrow_335_340,RandomForest,0.0025460405776984224,0.0011403195288365402,0.0015965549568076214,0.0005578063107128981,0.9973722803921377,0.0021805394576819197
False,very_narrow_335_340,Ridge,0.007653349892490656,0.0031615973324132293,0.005264388960328258,0.0014753633017896503,0.9765153967519213,0.020458952590845472
False,very_narrow_335_340,SVR-RBF,0.010411538563514499,0.007562985807817738,0.006834165121367894,0.004677423909805605,0.9465186772471045,0.06359065806025144
False,very_narrow_335_340,XGBoost,0.003311630903812858,0.001636989962125058,0.0021804522967902194,0.0010472567713284318,0.9953703407145735,0.0040616287494015905
True,full_27_36,CatBoost,0.006940426840820334,0.002167871495928123,0.005338495593746278,0.0018115618736946287,0.9816499521409646,0.0115574689199572
True,full_27_36,ElasticNet,0.011210897770151934,0.0034830875155644975,0.009762093893831396,0.003947647761194414,0.9519041611184615,0.03413996875521453
True,full_27_36,ExtraTrees,0.0036753298050966167,0.0013699476273657967,0.002244061227519672,0.0008029194004004438,0.9947586621582474,0.00364421864648234
True,full_27_36,HistGB,0.0056660236440096755,0.0007062644486240158,0.003365347377110019,0.00032675373313607387,0.9886120544229999,0.0028666149708609203
True,full_27_36,KNN,0.01677747453522658,0.009758672678817026,0.010424506731900611,0.005856585824596024,0.8776229997239436,0.14277181685254522
True,full_27_36,LightGBM,0.006073295294450465,0.0007327173531374655,0.003772425660584723,0.0005891716101554551,0.9869202424359329,0.0032231511359254146
True,full_27_36,RandomForest,0.0032651087243291176,0.0012574427238220213,0.001967283732895172,0.0007201600313848102,0.9958505895013605,0.0030839482689234117
True,full_27_36,Ridge,0.01397525888846926,0.0045301596943865974,0.012526134544368971,0.004865655963701736,0.9248177469145764,0.05091170214518644
True,full_27_36,SVR-RBF,0.014915585389629707,0.0056727462857575454,0.007001975175811024,0.0029090237195215462,0.912904080056429,0.04956693465349209
True,full_27_36,XGBoost,0.004240037856840867,0.0011459833792469424,0.0028843116496335757,0.0008061982593897561,0.9933628049170601,0.003205619861879322
True,medium_32_35,CatBoost,0.0056807796888974854,0.002310894076189609,0.004384331740665335,0.002049269617511967,0.9871443484231157,0.010103645651820396
True,medium_32_35,ElasticNet,0.006203311657047699,0.0026902743532753507,0.005410917824131639,0.002915967526475065,0.9841615803276802,0.01388741088116585
True,medium_32_35,ExtraTrees,0.002802757781324032,0.0014472616347336199,0.001814378547246249,0.000909983086307591,0.9966529620425353,0.0031261076991669443
True,medium_32_35,HistGB,0.005177685145852591,0.0011562269514534408,0.002915330364239345,0.0006816254957600167,0.9902272055264852,0.004238250061487501
True,medium_32_35,KNN,0.008131873080528929,0.0019202724127708082,0.006097033756048117,0.0013298955162311893,0.9757206634232943,0.011854605690863298
True,medium_32_35,LightGBM,0.005506822891073723,0.0014860474876995501,0.0034176377498253987,0.001189531068700725,0.9886695034645008,0.0060940224360110685
True,medium_32_35,RandomForest,0.002544801322527767,0.0012713525797535537,0.001596752533307668,0.0006735259591403801,0.9972860094733462,0.002441263179829772
True,medium_32_35,Ridge,0.008438647148019725,0.005715381834886933,0.007648555618249382,0.005915391236174312,0.9652905054824155,0.04222048486337685
True,medium_32_35,SVR-RBF,0.005681716359693531,0.0007751669737439166,0.004012471507361865,0.0010016313275782649,0.9885099466252489,0.0031578574522994566
True,medium_32_35,XGBoost,0.0031181323639338466,0.0014808374362995508,0.0020396633756676165,0.0008837191117445761,0.9959837469918218,0.003196202372851835
True,narrow_33_345,CatBoost,0.005907581414425676,0.0023621853378977624,0.004632640102793686,0.001983302007207082,0.9861981325409175,0.010260965898538569
True,narrow_33_345,ElasticNet,0.0061618629283873485,0.0023105389622965476,0.005139886044514678,0.002516934736352227,0.9850291598382803,0.012304153932674172
True,narrow_33_345,ExtraTrees,0.0028158722673887987,0.001639444229724881,0.0018531954373303759,0.0009336662368736161,0.9964506944291435,0.0036651984446385002
True,narrow_33_345,HistGB,0.004796524955611909,0.00128045413330909,0.0028261747191918466,0.0008126780960493758,0.9914371592506261,0.004835900734771324
True,narrow_33_345,KNN,0.010140746711868043,0.0029203696464307647,0.007490103686085325,0.0021524945313178036,0.9616987064593717,0.019163744376143207
True,narrow_33_345,LightGBM,0.005236489760794846,0.0012622559474699843,0.0032218971133126167,0.0008696739403223738,0.9898667348858854,0.005302765228556347
True,narrow_33_345,RandomForest,0.0027059876579969347,0.0014069753469393982,0.0016802497341917469,0.0007654296708332933,0.9968545413457243,0.003096319292349814
True,narrow_33_345,Ridge,0.006216254840158524,0.002615761232856157,0.0052339914591665185,0.0028396605362579347,0.9843555233455945,0.0139453064851049
True,narrow_33_345,SVR-RBF,0.006721440584189707,0.004403647401400431,0.0038818499305838016,0.0019936954080263768,0.9786325407153376,0.020532715093810248
True,narrow_33_345,XGBoost,0.003404584873916533,0.001584228609341277,0.002193630945617429,0.0009254282833117541,0.9952048882600014,0.004125220169258638
True,paper_335_350,CatBoost,0.005539329616709829,0.001906709632578398,0.004139125848552276,0.0014314641837671076,0.9880695108239819,0.00847109323286282
True,paper_335_350,ElasticNet,0.005869215452934085,0.0024506080469227365,0.004749350660102426,0.002686014028974877,0.9859656999522735,0.013182194290607394
True,paper_335_350,ExtraTrees,0.002290542646652921,0.0011348872320235716,0.0014814560522184318,0.0005740256365828838,0.9977742209932854,0.0021866836035494843
True,paper_335_350,HistGB,0.004466996211941386,0.0005420176086374028,0.0025352561166875343,0.00042638763263861014,0.9929343403419896,0.0017153644400253049
True,paper_335_350,KNN,0.011131846120032545,0.0023913221582120047,0.007873230461083323,0.000877938491423809,0.9549314432129791,0.020913050108020078
True,paper_335_350,LightGBM,0.004925072441786298,0.0008586474852854916,0.0029974225744438085,0.0005960777848772606,0.9912425640113952,0.0034826271554502263
True,paper_335_350,RandomForest,0.0024463535192317106,0.0008580458161468211,0.001545467245705917,0.00044700240097043383,0.9976809853089733,0.001633465848147983
True,paper_335_350,Ridge,0.00562456842841058,0.002531156966508325,0.004630543629267422,0.002703886071591529,0.9868359023999025,0.013260643071815927
True,paper_335_350,SVR-RBF,0.008476171219741747,0.002707927234917398,0.004582554083587294,0.00139701562076464,0.972822694151005,0.017816952841261807
True,paper_335_350,XGBoost,0.003002322597933981,0.0012407051206207579,0.0019792131903736835,0.0007714620595771879,0.9963975466469602,0.0024764805821826698
True,very_narrow_335_340,CatBoost,0.00488032203847803,0.0013952068211758133,0.0033962971349034616,0.0012503502194466058,0.9910125188440801,0.005480624079035637
True,very_narrow_335_340,ElasticNet,0.006807646358562461,0.0038334274336060924,0.004459914022927832,0.0017875327371147398,0.9793449080698547,0.022735232632275722
True,very_narrow_335_340,ExtraTrees,0.002600899124039706,0.0012512816246122692,0.0016993310587001126,0.0007056276905766946,0.9971931704385073,0.0024451541329642166
True,very_narrow_335_340,HistGB,0.004866355332768564,0.0006205861883237264,0.0027417043149143712,0.0006091534771376782,0.9915674991974747,0.0023086146449023673
True,very_narrow_335_340,KNN,0.01325987586535326,0.005282098116498982,0.009199046725598663,0.002329427776015808,0.9304619565414264,0.060728963320906146
True,very_narrow_335_340,LightGBM,0.005066673788753064,0.0007379777929688077,0.003000696227717919,0.0005849030439881699,0.9908090865531738,0.0027664534912148035
True,very_narrow_335_340,RandomForest,0.0025460405776984176,0.001140319528836537,0.00159655495680762,0.0005578063107128917,0.9973722803921377,0.00218053945768189
True,very_narrow_335_340,Ridge,0.007653349892490656,0.0031615973324132293,0.005264388960328258,0.0014753633017896503,0.9765153967519213,0.020458952590845472
True,very_narrow_335_340,SVR-RBF,0.010411538563514499,0.007562985807817738,0.006834165121367894,0.004677423909805605,0.9465186772471045,0.06359065806025144
True,very_narrow_335_340,XGBoost,0.003311630903812858,0.001636989962125058,0.0021804522967902194,0.0010472567713284318,0.9953703407145735,0.0040616287494015905
