exclude_outliers,window,model,RMSE,RMSE,MAE,MAE,R2,R2
,,,mean,std,mean,std,mean,std
False,full_27_36,SingleHI-Polynomial-EKF,0.011681051070879689,0.004660543057215275,0.009584959566759012,0.004505214373358179,0.9458444741392796,0.0482283841900032
False,medium_32_35,SingleHI-Polynomial-EKF,0.011990247634829075,0.007429151124711361,0.009696489198346798,0.007123154023601658,0.9338757388077019,0.08715870773144417
False,narrow_33_345,SingleHI-Polynomial-EKF,0.025913835287993382,0.0017871981149853954,0.01249085107493139,0.0008105134149664267,0.7633478312513928,0.03878078652939605
False,paper_335_350,SingleHI-Polynomial-EKF,0.02831122726169666,0.0022726946309424715,0.013167414192681564,0.0012741646049485367,0.716991921597829,0.05293349639611595
False,very_narrow_335_340,SingleHI-Polynomial-EKF,0.018741686376279536,0.010096960971758023,0.013034960342479973,0.005237970519179233,0.8483251566554026,0.16950160990285693
True,full_27_36,SingleHI-Polynomial-EKF,0.011681051070879689,0.004660543057215275,0.009584959566759012,0.004505214373358179,0.9458444741392796,0.0482283841900032
True,medium_32_35,SingleHI-Polynomial-EKF,0.011990247634829075,0.007429151124711361,0.009696489198346798,0.007123154023601658,0.9338757388077019,0.08715870773144417
True,narrow_33_345,SingleHI-Polynomial-EKF,0.025913835287993382,0.0017871981149853954,0.01249085107493139,0.0008105134149664267,0.7633478312513928,0.03878078652939605
True,paper_335_350,SingleHI-Polynomial-EKF,0.02831122726169666,0.0022726946309424715,0.013167414192681564,0.0012741646049485367,0.716991921597829,0.05293349639611595
True,very_narrow_335_340,SingleHI-Polynomial-EKF,0.018741686376279536,0.010096960971758023,0.013034960342479973,0.005237970519179233,0.8483251566554026,0.16950160990285693
