dataset,test_cell,availability_prob,seed,paper_pmax_window,paper_gpr_ekf_rmse,paper_gpr_ekf_mae,RMSE,MAE,R2,n_updates,n_prediction_only,mean_update_time_ms,median_update_time_ms,p95_update_time_ms
Dataset 3,Cell54,0.6,48,paper_335_350,0.0106,0.0084,0.005749481564584301,0.0038780781149148798,0.9882899264638328,36,22,1.394993120678417,1.6675544998179248,1.8564279996780897
Dataset 3,Cell54,0.6,49,paper_335_350,0.0106,0.0084,0.05386550986030948,0.025132288932463213,-0.027835943129214558,33,25,1.3040616723895349,1.5857045000302605,1.7600723500208915
Dataset 3,Cell54,0.6,50,paper_335_350,0.0106,0.0084,0.013367042019627148,0.007860397795379044,0.9367044938159897,38,20,1.322063620709114,1.5742195000711945,1.6696094999360866
Dataset 3,Cell54,0.6,51,paper_335_350,0.0106,0.0084,0.04630437342362645,0.02127139567028613,0.24046765277400395,38,20,1.3267264827516494,1.5791344999342982,1.708155849951254
Dataset 3,Cell54,0.4,42,paper_335_350,0.0106,0.0084,0.010852976956931918,0.006348751773576359,0.9582746476635311,20,38,1.1141559482596144,0.8493740001540573,1.673486500112631
Dataset 3,Cell54,0.4,43,paper_335_350,0.0106,0.0084,0.01088146671844444,0.006453038114356916,0.9580552966765636,25,33,1.16904603446685,0.855595000075482,1.7043859997556865
Dataset 3,Cell54,0.4,44,paper_335_350,0.0106,0.0084,0.05146571506816968,0.023787170233718298,0.061707438597680686,23,35,1.169268051751652,0.8837295001740131,1.752370500184952
Dataset 3,Cell54,0.4,45,paper_335_350,0.0106,0.0084,0.00542017415489012,0.0032608036106703342,0.9895929238386897,20,38,1.1528046378975103,0.8779100000992912,1.7619315000956703
Dataset 3,Cell54,0.4,46,paper_335_350,0.0106,0.0084,0.014480486069468144,0.008480558967251377,0.9257205753551249,21,37,1.1485829310035554,0.8719645002202014,1.755399350031439
Dataset 3,Cell54,0.4,47,paper_335_350,0.0106,0.0084,0.05657293587244865,0.028778187612459455,-0.13375622647836027,16,42,1.037795982797277,0.8259599999291822,1.7369495001730684
Dataset 3,Cell54,0.4,48,paper_335_350,0.0106,0.0084,0.012645309964279273,0.007914501219332286,0.9433550484799574,26,32,1.283958586170762,1.0157140000046638,1.8257229998653202
Dataset 3,Cell54,0.4,49,paper_335_350,0.0106,0.0084,0.014588838305728548,0.008312196138823206,0.924604804359056,22,36,1.1355565861933805,0.8639649997803645,1.7139505000841382
Dataset 3,Cell54,0.4,50,paper_335_350,0.0106,0.0084,0.054817575724678116,0.025942363379878045,-0.06449077271558057,22,36,1.1245685517333812,0.8500700002969097,1.674608150210588
Dataset 3,Cell54,0.4,51,paper_335_350,0.0106,0.0084,0.004290558086152949,0.0023640468204477816,0.9934787654236089,25,33,1.1580865689681779,0.8486650001486851,1.6820550002194066
Dataset 3,Cell55,1.0,42,paper_335_350,0.0106,0.0084,0.007384308149131838,0.004341877674049506,0.9799342559480487,57,0,1.9900641403406203,1.9953790001636662,2.0935579999786564
Dataset 3,Cell55,0.8,42,paper_335_350,0.0106,0.0084,0.0068641714249825965,0.004088601136975779,0.9826614854569411,46,11,1.5329513860052157,1.601940000000468,1.8683780002902493
Dataset 3,Cell55,0.8,43,paper_335_350,0.0106,0.0084,0.007750842059177575,0.004510191260692634,0.9778928163230535,47,10,1.4580547017430945,1.5803299997969589,1.689275999979145
Dataset 3,Cell55,0.8,44,paper_335_350,0.0106,0.0084,0.006367159811918464,0.0034317197816689134,0.985081431726513,43,14,1.5185894911857694,1.624219999939669,2.115948000027854
Dataset 3,Cell55,0.8,45,paper_335_350,0.0106,0.0084,0.007607867389967099,0.00445220884391477,0.9787008872282064,47,10,1.5054347543873678,1.630720000321162,1.7791260001104092
Dataset 3,Cell55,0.8,46,paper_335_350,0.0106,0.0084,0.006396404396045727,0.0038743672965562293,0.9849440740099805,50,7,1.5391884034806138,1.6127700000652112,1.7488879999291385
Dataset 3,Cell55,0.8,47,paper_335_350,0.0106,0.0084,0.04919398319514762,0.022968986095234893,0.10944730560788885,43,14,1.4881185964664487,1.6051400002652372,1.9760572000450327
Dataset 3,Cell55,0.8,48,paper_335_350,0.0106,0.0084,0.006160844938381143,0.003789911169665681,0.9860325797121413,46,11,1.4883638420957268,1.61788900004467,1.749989200015989
Dataset 3,Cell55,0.8,49,paper_335_350,0.0106,0.0084,0.007881273592542138,0.0044595009695488665,0.9771425144952478,45,12,1.474295754377907,1.6056900003604824,1.7313380000814504
Dataset 3,Cell55,0.8,50,paper_335_350,0.0106,0.0084,0.007946399970437036,0.004404326497952297,0.9767631910778405,47,10,1.4731401052542201,1.5959699999257282,1.7065411999283242
Dataset 3,Cell55,0.8,51,paper_335_350,0.0106,0.0084,0.007332246347896426,0.0042580737558019725,0.9802161987281862,46,11,1.49748422806321,1.6104800001812691,1.8513239999265352
Dataset 3,Cell55,0.6,42,paper_335_350,0.0106,0.0084,0.0037531089496373963,0.00247019285671831,0.9948165610397697,29,28,1.234975631584683,1.5833200000088254,1.7089618001591589
Dataset 3,Cell55,0.6,43,paper_335_350,0.0106,0.0084,0.006939582371957035,0.004171607238614083,0.9822784250689685,43,14,1.437792947367518,1.6141799997058115,1.7313899998043778
Dataset 3,Cell55,0.6,44,paper_335_350,0.0106,0.0084,0.006963520713321514,0.004025606381657888,0.9821559517622482,30,27,1.2747186315927568,1.595439999618975,1.7334592000224802
Dataset 3,Cell55,0.6,45,paper_335_350,0.0106,0.0084,0.008024553808983061,0.004552350163586153,0.9763038695388846,31,26,1.2553522982862457,1.5557100000478385,1.7086210002162259
Dataset 3,Cell55,0.6,46,paper_335_350,0.0106,0.0084,0.006367088587611702,0.003872812185309543,0.9850817654887465,35,22,1.31754170175363,1.597108999703778,1.6884151997146546
Dataset 3,Cell55,0.6,47,paper_335_350,0.0106,0.0084,0.008193307049214164,0.004747511865381632,0.9752967492720596,28,29,1.2600374912245458,0.9994600000027276,1.776300000165065
Dataset 3,Cell55,0.6,48,paper_335_350,0.0106,0.0084,0.04854138502691716,0.022392618678324545,0.13291839508299996,35,22,1.3127572280784974,1.5778010001668008,1.705049999691255
Dataset 3,Cell55,0.6,49,paper_335_350,0.0106,0.0084,0.0070231487418465025,0.004177339403624963,0.9818490492757853,33,24,1.2630957894543826,1.5611099997840938,1.648094000211131
Dataset 3,Cell55,0.6,50,paper_335_350,0.0106,0.0084,0.048717603645620736,0.022697749485596733,0.12661147704543574,38,19,1.3395430526048713,1.5702499999861175,1.6671420002239756
Dataset 3,Cell55,0.6,51,paper_335_350,0.0106,0.0084,0.007441139468874426,0.004376966828529328,0.9796242063296553,37,20,1.3145535964899304,1.569159999689873,1.6669852001541585
Dataset 3,Cell55,0.4,42,paper_335_350,0.0106,0.0084,0.04687015694898206,0.020820953723551305,0.1915959871138515,20,37,1.0910641403506018,0.8483900001010625,1.6774800000348478
Dataset 3,Cell55,0.4,43,paper_335_350,0.0106,0.0084,0.048489949612780206,0.022658517723044624,0.1347549752539412,25,32,1.1849897543965071,0.8989900002234208,1.753573200221581
Dataset 3,Cell55,0.4,44,paper_335_350,0.0106,0.0084,0.006725752916089696,0.003956113784547736,0.9833537097723842,22,35,1.1246536666332854,0.8459499999844411,1.693257800070569
