dataset,protocol,measurement_source,model,window,rmse,mae,r2,n_eval,n_rows,n_predictions,measurement_update_count,prediction_only_count,no_measurement_count,mean_availability,mean_update_time_ms,median_update_time_ms,p95_update_time_ms,mean_feature_assembly_time_ms,mean_inference_time_ms,mean_model_size_kb,mean_n_experts,measurement_val_rmse,paper_reported_gpr_ekf_rmse_context,paper_reported_gpr_ekf_mae_context
Dataset 3,Kadem-style_GPR-EKF_Colab,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,0.07866652204388426,0.04637574330364916,-1.1641515946397836,288,288,288,288,0,0,1.0,2.642062781252008,2.2911139999450825,4.821152650043807,0.0,2.642062781252008,842.5065104166666,1.0,,0.0106,0.0084
Dataset 3,BMS-1_runtime_fast_pruned,Best-single-selected,Best-single-selected,per_fold_selected,0.0030723058193018998,0.0017377811563910432,0.9966990673280754,288,288,288,288,0,0,0.7768132716049383,86.6217827152723,100.65720249997412,131.9534464999947,0.39109955902579446,86.23068315624651,8330.62410820855,1.0,0.0024131923613404274,,
Dataset 3,BMS-1_runtime_fast_pruned,Fast-MAW-GME-K3-latency-aware,Fast-MAW-GME-K3-latency-aware,adaptive_windows,0.002948969521167609,0.0016934013635617705,0.9969587764330643,288,288,288,288,0,0,0.7768132716049383,231.7319775451487,291.26078350009266,341.49165580002995,0.8469851736205354,230.88499237152823,24245.983557807074,3.0,0.0024979340880129258,,
Dataset 3,BMS-1_runtime_fast_pruned,Fast-MAW-GME-K5-latency-aware,Fast-MAW-GME-K5-latency-aware,adaptive_windows,0.0029217261897710443,0.0016663875654988798,0.9970147080743056,288,288,288,288,0,0,0.7768132716049383,422.3038698784633,491.2685040000042,572.8854613499037,1.3314417534683938,420.97242812499485,39366.775851779516,5.0,0.0025769023657651133,,
Dataset 3,BMS-1_runtime_fast_pruned,MAW-GME-full-50experts,MAW-GME-full-50experts,adaptive_windows,0.003434743853099587,0.002350048019885805,0.9958743109798477,288,288,288,288,0,0,0.7768132716049383,1193.590410447909,1151.4204935000407,1408.153291649944,8.879461041665593,1184.7109494062436,112143.53554280598,50.0,0.00525760789784136,,
