dataset,protocol,measurement_source,model,window,rmse,mae,r2,n_eval,n_rows,n_predictions,measurement_update_count,prediction_only_count,no_measurement_count,mean_availability,mean_update_time_ms,median_update_time_ms,p95_update_time_ms,mean_feature_assembly_time_ms,mean_inference_time_ms,mean_model_size_kb,mean_n_experts,measurement_val_rmse,paper_reported_gpr_ekf_rmse_context,paper_reported_gpr_ekf_mae_context
Dataset 3,Kadem-style_GPR-EKF_Colab,Kadem-style GPR-EKF::paper_335_350,Kadem-style GPR-EKF,paper_335_350,0.07866652204388426,0.04637574330364916,-1.1641515946397836,288,288,288,288,0,0,1.0,2.642062781252008,2.2911139999450825,4.821152650043807,0.0,2.642062781252008,842.5065104166666,1.0,,0.0106,0.0084
