window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
full_27_36,KNN,0.017512027606158345,0.01055547853468889,4,25.9072265625,0.018665157812332182,18,Cell52,Dataset 3
paper_335_350,ExtraTrees,0.002928506277332179,0.0019851740425603772,4,12084.123046875,0.003479049671349986,18,Cell53,Dataset 3
paper_335_350,RandomForest,0.0030199643380292717,0.0018523627965127975,4,3344.814453125,0.0035101326615302915,18,Cell53,Dataset 3
very_narrow_335_340,RandomForest,0.0030379311638532684,0.001834126916104921,4,3342.083984375,0.0035309660659900936,18,Cell53,Dataset 3
medium_32_35,RandomForest,0.0031347672099786804,0.0019270977599064232,4,3342.5859375,0.0036435273354234205,18,Cell53,Dataset 3
very_narrow_335_340,ExtraTrees,0.003112201645398171,0.0020265489347023697,4,12084.837890625,0.003697282460072611,18,Cell53,Dataset 3
narrow_33_345,RandomForest,0.0033397705008561818,0.0020260732333540273,4,3342.634765625,0.003881802812328604,18,Cell53,Dataset 3
medium_32_35,ExtraTrees,0.0034089834102615,0.002264514181521951,4,12093.0390625,0.004049904197480127,18,Cell53,Dataset 3
narrow_33_345,ExtraTrees,0.003493427530129543,0.0023187286115948402,4,12085.142578125,0.0041501789685011,18,Cell53,Dataset 3
medium_32_35,XGBoost,0.003719863499570234,0.0023828792509590687,4,579.578125,0.004193329539179831,18,Cell53,Dataset 3
paper_335_350,XGBoost,0.003752474759740309,0.0023721668729551086,4,574.037353515625,0.004229371898837826,18,Cell53,Dataset 3
very_narrow_335_340,XGBoost,0.003994386613982059,0.002510810112819924,4,582.89599609375,0.0045032493299622545,18,Cell53,Dataset 3
narrow_33_345,XGBoost,0.0042917898360599355,0.0026400997261899614,4,579.320068359375,0.004838012777619387,18,Cell53,Dataset 3
full_27_36,RandomForest,0.0041762195816294105,0.0023879305990256207,4,3348.25390625,0.00485414471207788,18,Cell53,Dataset 3
full_27_36,ExtraTrees,0.004506420423735827,0.0026775446273896867,4,12083.34375,0.005353597359501047,18,Cell53,Dataset 3
full_27_36,XGBoost,0.004765836118231837,0.0030270055417576866,4,599.11328125,0.005375588480461318,18,Cell53,Dataset 3
paper_335_350,ElasticNet,0.005872410436147255,0.005256985351655219,4,2.2392578125,0.006010452510986774,18,Cell53,Dataset 3
narrow_33_345,ElasticNet,0.006363186545871166,0.00572091730023302,4,2.239501953125,0.006512774829537354,18,Cell53,Dataset 3
medium_32_35,ElasticNet,0.006410846367765961,0.0059501437833914764,4,2.22607421875,0.006561022493590074,18,Cell53,Dataset 3
paper_335_350,HistGB,0.006012057305595552,0.0037812392137623113,4,352.474609375,0.006717609704327264,18,Cell53,Dataset 3
very_narrow_335_340,CatBoost,0.006450654776614001,0.004686453209911569,4,202.33203125,0.00713633877143419,18,Cell53,Dataset 3
narrow_33_345,HistGB,0.006435934649443883,0.004104104533569405,4,351.388671875,0.007190835640920179,18,Cell53,Dataset 3
very_narrow_335_340,ElasticNet,0.007023939786942919,0.00457287877655405,4,2.3212890625,0.0071925639279516685,18,Cell53,Dataset 3
narrow_33_345,LightGBM,0.006530556301156581,0.0041075008697177865,4,451.7880859375,0.007329298743930344,18,Cell53,Dataset 3
full_27_36,HistGB,0.006558254825732034,0.004077697836305965,4,358.3115234375,0.00733005514423638,18,Cell53,Dataset 3
very_narrow_335_340,HistGB,0.006571556035633874,0.004035994644798106,4,352.146484375,0.00734264703562778,18,Cell53,Dataset 3
medium_32_35,CatBoost,0.006679705823648912,0.0051695417458005755,4,202.298828125,0.007389715395972197,18,Cell53,Dataset 3
very_narrow_335_340,LightGBM,0.006604533298856286,0.0039868518142275695,4,453.758056640625,0.007412897203850116,18,Cell53,Dataset 3
medium_32_35,HistGB,0.006635024822616192,0.004078567229066943,4,355.12890625,0.007414679088872492,18,Cell53,Dataset 3
paper_335_350,LightGBM,0.00662873724457777,0.004084846946221996,4,453.97607421875,0.007440127142044109,18,Cell53,Dataset 3
full_27_36,LightGBM,0.006660573987282289,0.004183596555870914,4,455.7841796875,0.007476389200174996,18,Cell53,Dataset 3
narrow_33_345,CatBoost,0.006808186955660735,0.0055582140461399605,4,202.35546875,0.007531891173203171,18,Cell53,Dataset 3
medium_32_35,LightGBM,0.006724741870532916,0.004282222265286769,4,457.1875,0.007548829194678616,18,Cell53,Dataset 3
paper_335_350,Ridge,0.007443952957941134,0.006725851101852473,4,2.1572265625,0.007615118314831818,18,Cell53,Dataset 3
paper_335_350,CatBoost,0.007084738940722953,0.005434724494408268,4,202.390625,0.007837864882471282,18,Cell53,Dataset 3
very_narrow_335_340,Ridge,0.007787727141596367,0.005276919952375083,4,2.2392578125,0.007970792345331565,18,Cell53,Dataset 3
narrow_33_345,Ridge,0.008343495610010732,0.007554001182872741,4,2.1572265625,0.00853534494219651,18,Cell53,Dataset 3
medium_32_35,SVR-RBF,0.00883488274165848,0.006897102786485018,4,13.951171875,0.00931281273547077,18,Cell53,Dataset 3
paper_335_350,SVR-RBF,0.008917859185125384,0.0053480360838718925,4,15.3876953125,0.009416640536936565,18,Cell53,Dataset 3
narrow_33_345,SVR-RBF,0.009008673754368882,0.005105860501696597,4,15.115234375,0.009509513684987063,18,Cell53,Dataset 3
full_27_36,CatBoost,0.008808403135735509,0.006911879108339555,4,202.435546875,0.009744797912543684,18,Cell53,Dataset 3
medium_32_35,KNN,0.009261518822543655,0.00677876788703335,4,25.9345703125,0.009871558508390693,18,Cell53,Dataset 3
medium_32_35,Ridge,0.011247927833838378,0.01060499604763755,4,2.1435546875,0.011505585067335343,18,Cell53,Dataset 3
narrow_33_345,KNN,0.011570893699140775,0.00834925390645007,4,25.9482421875,0.012333165216037197,18,Cell53,Dataset 3
paper_335_350,KNN,0.011612549781913862,0.008670017001284865,4,25.9482421875,0.012377565533285945,18,Cell53,Dataset 3
